State Date       Time   Providers Details
NY    2022-03-08 14-40  -1        ['NY,N Syracuse,13212,Rite Aid 10763']
NY    2022-03-16 18-51  +11       ['NY,Binghamton,13905,Our Lady Of Lourdes Memorial Hosp', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Cheektowaga,14225,Sisters Of Charity Hosp Of Buffalo', 'NY,Clifton Springs,14432,Clifton Springs Hospital And Cec', 'NY,Depew,14043,Catholic Health Infusion Pharm C19', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Irving,14081,Cattaraugus Indian Reservation', 'NY,Jamaica,11432,Nyc H+H/Queens Hospital Center', 'NY,Rensselaer,12144,Walgreens Store #19535', 'NY,Willsboro,12996,Willsboro Pharmacy', 'NY,Yonkers,10701,Saint Josephs Hospital']
NY    2022-03-16 18-51  -45       ['NY,Albany,12206,Central Ave Pharmacy', 'NY,Albany,12208,Albany Medical Ctr Hosp', 'NY,Ballston Spa,12020,Omnicare Of Ballston Spa #48309', 'NY,Binghamton,13903,Cl Cressler Inc #1518', 'NY,Blasdell,14219,Nbh Hc Blasdell Nbh Hc Of Wny', 'NY,Bronx,10451,Nyc Health + Hospitals/Lincoln', 'NY,Bronx,10467,Nyc H+H- North Central Bronx', 'NY,Brooklyn,11203,Kingsbrook Jewish Medical Center', 'NY,Brooklyn,11203,Nyc H+H- Kings County', 'NY,Brooklyn,11206,Nyc Health + Hospitals / Woodhull', 'NY,Brooklyn,11212,Brookdale Hospital Medical Center', 'NY,Brooklyn,11212,Brownsville Multi-Service Fam Hc', 'NY,Brooklyn,11219,New York Community Hospital', 'NY,Brooklyn,11220,Sunset Terrace Fam Hc - Nyu Langone', 'NY,Brooklyn,11235,Nyc Health + Hospitals/Coney Island', 'NY,Buffalo,14203,Kaleida - Buffalo Gm Center', 'NY,Buffalo,14214,Sisters Of Charity Hospital Of Buff', 'NY,Buffalo,14215,Erie County Medical Center', 'NY,East Meadow,11554,Nassau University Medical Center', 'NY,Elmhurst,11373,Nyc Health + Hospitals/Elmhurst', 'NY,Farmingdale,11735,Tap Rx', 'NY,Flushing,11355,Nyp- Queens Hospital', 'NY,Fort Drum,13602,Guthrie Health Clinic', 'NY,Geneva,14456,Geneva Community Health', 'NY,Hudson,12534,Shoprite Of Hudson 277 Rx', 'NY,Jamaica,11432,Nyc Health + Hospitals/Queens', 'NY,Medina,14103,Rosenkrans Pharmacy', 'NY,Merrick,11566,Cvs Store #00949', 'NY,New Paltz,12561,New Paltz Family Health Center', 'NY,New York,10016,Nyc Health + Hospitals/Bellevue', 'NY,New York,10029,Nyc Health + Hospitals/Metropolitan', 'NY,New York,10037,Nyc Health + Hospitals/Harlem', 'NY,Newark,14513,Newark Wayne Community Hosp', 'NY,Newburgh,12550,Cornerstone Fam Kaplan Fam Pavilion', 'NY,Olean,14760,Dan Horn Pharmacy Health Services', 'NY,Painted Post,14870,Walmart Pharmacy #2992', 'NY,Port Henry,12974,Moriah Pharmacy', 'NY,Rochester,14621,Saint Anns Community', 'NY,Rock Hill,12775,Rock Hill Pharmacy', 'NY,Rome,13440,Rome Memorial Hospital', 'NY,Saranac Lake,12983,Adirondack Medical Ctr', 'NY,Staten Island,10309,Super Health Pharmacy', 'NY,Stony Brook,11790,Long Island State Veterans Home 100', 'NY,West Point,10996,Keller Army Community Hospital', 'NY,White Plains,10605,Cvs Store #01770']
NY    2022-03-18 09-58  +58       ['NY,Albany,,Rite Aid 10691', 'NY,Albany,12208,Walgreens Store #09971', 'NY,Amityville,11701,Walgreens Store #05956', 'NY,Baldwinsville,13027,Kinney Drugs #43-Baldwinsville', 'NY,Batavia,,Rite Aid 10807', 'NY,Bath,14810,Walgreens Store #11716', 'NY,Blasdell,14219,Nbh Hc Blasdell Nbh Hc Of Wny', 'NY,Bronx,10467,Montefiore Medical Center Moses Cam', 'NY,Brooklyn,,Suny University Hospital Of Bklyn', 'NY,Buffalo,,Rite Aid 01677', 'NY,Buffalo,,Rite Aid 01910', 'NY,Buffalo,,Roswell Park Cancer Institute', 'NY,Buffalo,14203,Kaleida - Buffalo Gm Center', 'NY,Camillus,,Rite Aid 10733', 'NY,Canandaigua,,Rite Aid 10842', 'NY,Cheektowaga,,Rite Aid 01674', 'NY,Dunkirk,,Rite Aid 10811', 'NY,Elmhurst,11373,Nyc Health + Hospitals/Elmhurst', 'NY,Elmira,,Rite Aid 00260', 'NY,Geneva,,Rite Aid 10846', 'NY,Geneva,14456,Walgreens Store #10697', 'NY,Getzville,,Rite Aid 10814', 'NY,Glen Cove,11542,Walgreens Store #02626', 'NY,Glens Falls,,Glens Falls Hospital', 'NY,Hogansburg,13655,St Regis Mohawk Health Center', 'NY,Horseheads,,Rite Aid 10880', 'NY,Jamestown,,Rite Aid 10870', 'NY,Lockport,,Rite Aid 10817', 'NY,Mount Vernon,10550,Cvs Store #02164', 'NY,Newark,14513,Walgreens Store #09939', 'NY,Niagara Falls,,Rite Aid 03600', 'NY,Niagara Falls,14301,Walgreens Store #03438', 'NY,North Tonawanda,,Rite Aid 00650', 'NY,Olean,,Rite Aid 10875', 'NY,Oneida,13421,Walgreens Store #19977', 'NY,Orchard Park,,Rite Aid 04969', 'NY,Penn Yan,,Rite Aid 00442', 'NY,Port Chester,10573,Stop And Shop Store # 502', 'NY,Riverhead,11901,Walgreens Store #09496', 'NY,Rochester,,Highland Hospital', 'NY,Rochester,,Rite Aid 10859', 'NY,Rochester,,Rochester General Hospital', 'NY,Rochester,14623,Cvs Store #02067', 'NY,Rome,,Rite Aid 00610', 'NY,Saratoga Springs,,Rite Aid 10722', 'NY,Schenectady,12308,Cvs Store #05035', 'NY,Selden,11784,Walgreens Store #05135', 'NY,South Farmingdale,11735,Walgreens Store #04920', 'NY,Springville,,Rite Aid 03838', 'NY,Staten Island,10303,Cvs Store #06053', 'NY,Staten Island,10314,Walgreens Store #06179', 'NY,Staten Island,10314,Walgreens Store #09204', 'NY,Stony Point,10980,Walgreens Store #10446', 'NY,Suffern,10901,Walgreens Store #04029', 'NY,Utica,,Rite Aid 00639', 'NY,Utica,13502,Faxton St Lukes Healthcare', 'NY,Walden,12586,Hannaford Brothers Store # 8427', 'NY,West Seneca,,Rite Aid 00675']
NY    2022-03-18 09-58  -42       ['NY,Albany,12203,Rite Aid 10691', 'NY,Batavia,14020,Rite Aid 10807', 'NY,Binghamton,13905,Our Lady Of Lourdes Memorial Hosp', 'NY,Brooklyn,11203,Suny University Hospital Of Bklyn', 'NY,Brooklyn,11213,Interfaith Medical Center', 'NY,Buffalo,14206,Rite Aid 01677', 'NY,Buffalo,14223,Rite Aid 01910', 'NY,Buffalo,14263,Roswell Park Cancer Institute', 'NY,Camillus,13031,Rite Aid 10733', 'NY,Canandaigua,14424,Rite Aid 10842', 'NY,Canandaigua,14424,Ur Medicine Frederick Ferris Thomp', 'NY,Carmel,10512,Shoprite', 'NY,Cheektowaga,14225,Rite Aid 01674', 'NY,Dunkirk,14048,Rite Aid 10811', 'NY,Elmira,14904,Rite Aid 00260', 'NY,Geneva,14456,Rite Aid 10846', 'NY,Getzville,14068,Rite Aid 10814', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Hamburg,14075,Wanakah Pharmacy', 'NY,Horseheads,14845,Rite Aid 10880', 'NY,Jamaica,11432,Nyc H+H/Queens Hospital Center', 'NY,Jamestown,14701,Rite Aid 10870', 'NY,Lockport,14094,Rite Aid 10817', 'NY,Morrisville,13408,Dougherty Pharmacy', 'NY,New York,10011,Lenox Health Greenwich Village', 'NY,New York,10075,Lenox Hill Hospital', 'NY,Niagara Falls,14304,Rite Aid 03600', 'NY,North Tonawanda,14120,Rite Aid 00650', 'NY,Olean,14760,Rite Aid 10875', 'NY,Orchard Park,14127,Rite Aid 04969', 'NY,Pearl River,10965,Pearl River Shop Rite 219', 'NY,Penn Yan,14527,Rite Aid 00442', 'NY,Plainview,11803,Food Parade  Rx 807', 'NY,Rochester,14609,Rite Aid 10859', 'NY,Rochester,14620,Highland Hospital', 'NY,Rochester,14621,Rochester General Hospital', 'NY,Rome,13440,Rite Aid 00610', 'NY,Saratoga Springs,12866,Rite Aid 10722', 'NY,Springville,14141,Rite Aid 03838', 'NY,Syracuse,13215,Upstate University Hospital At Comm', 'NY,Utica,13502,Rite Aid 00639', 'NY,West Seneca,14224,Rite Aid 00675']
NY    2022-03-18 11-17  +87       ['NY,Albany,12203,Rite Aid 10691', 'NY,Albany,12208,Cvs Store #00134', 'NY,Amherst,14226,Rite Aid 01079', 'NY,Batavia,14020,Rite Aid 10807', 'NY,Bronx,10465,Walgreens Store #18990', 'NY,Bronx,10472,Cvs Store #08940', 'NY,Brooklyn,11203,Suny University Hospital Of Bklyn', 'NY,Brooklyn,11220,Rite Aid 00543', 'NY,Buffalo,14201,Rite Aid 00497', 'NY,Buffalo,14202,Rite Aid 00565', 'NY,Buffalo,14206,Cvs Store #00274', 'NY,Buffalo,14206,Rite Aid 01677', 'NY,Buffalo,14210,Rite Aid 01194', 'NY,Buffalo,14222,Rite Aid 00499', 'NY,Buffalo,14223,Rite Aid 01910', 'NY,Buffalo,14263,Roswell Park Cancer Institute', 'NY,Camillus,13031,Rite Aid 10733', 'NY,Canandaigua,14424,Rite Aid 10842', 'NY,Carmel,10512,Rite Aid 00594', 'NY,Cheektowaga,14225,Rite Aid 00761', 'NY,Cheektowaga,14225,Rite Aid 01674', 'NY,Colonie,12205,Walgreens Store #09154', 'NY,Cortland,13045,Walgreens Store #17204', 'NY,Dunkirk,14048,Rite Aid 10811', 'NY,Eastchester,10709,Walgreens Store #09866', 'NY,Franklin Square,11010,Walgreens Store #07057', 'NY,Fulton,13069,Walgreens Store #17510', 'NY,Geneva,14456,Rite Aid 10846', 'NY,Getzville,14068,Rite Aid 10814', 'NY,Glens Falls,12801,Glens Falls Hospital', 'NY,Granville,12832,Walgreens Store #17717', 'NY,Herkimer,13350,Walgreens Store #18376', 'NY,Highland Falls,10928,Walgreens Store #17667', 'NY,Horseheads,14845,Rite Aid 10880', 'NY,Howard Beach,11414,Walgreens Store #17979', 'NY,Jamestown,14701,Rite Aid 00568', 'NY,Jamestown,14701,Rite Aid 10870', 'NY,Johnson City,13790,Cvs Store #02414', 'NY,Kenmore,14217,Rite Aid 00107', 'NY,Kingston,12401,Rite Aid 01090', 'NY,Kingston,12401,Walgreens Store #06650', 'NY,Lake Ronkonkoma,11779,Rite Aid 00668', 'NY,Leroy,14482,Rite Aid 00416', 'NY,Lockport,14094,Rite Aid 10817', 'NY,Middletown,10940,Cvs Store #02361', 'NY,Middletown,10940,Cvs Store #10009', 'NY,New Windsor,12553,Rite Aid 00159', 'NY,New York,10011,Lenox Health Greenwich Village', 'NY,New York,10065,Lenox Hill- Meeth', 'NY,New York,10075,Lenox Hill Hospital', 'NY,Niagara Falls,14301,Rite Aid 01148', 'NY,Niagara Falls,14304,Rite Aid 00758', 'NY,Niagara Falls,14304,Rite Aid 03600', 'NY,Niagara Falls,14305,Rite Aid 01185', 'NY,North Baldwin,11510,Walgreens Store #06823', 'NY,North Tonawanda,14120,Rite Aid 00650', 'NY,Oakdale,11769,Walgreens Store #18339', 'NY,Olean,14760,Rite Aid 10875', 'NY,Oneonta,13820,Rite Aid 00652', 'NY,Orchard Park,14127,Rite Aid 04969', 'NY,Penn Yan,14527,Rite Aid 00442', 'NY,Plainview,11803,Food Parade  Rx 807', 'NY,Plattsburgh,12901,Walgreens Store #11378', 'NY,Port Chester,10573,Walgreens Store #07485', 'NY,Poughkeepsie,12603,Rite Aid 00597', 'NY,Poughkeepsie,12603,Walgreens Store #11961', 'NY,Richmond Hill,11418,Walgreens Store #12490', 'NY,Rochester,14609,Rite Aid 10859', 'NY,Rochester,14620,Highland Hospital', 'NY,Rochester,14621,Rite Aid 00629', 'NY,Rochester,14621,Rochester General Hospital', 'NY,Rockaway Park,11694,Walgreens Store #17151', 'NY,Rome,13440,Rite Aid 00610', 'NY,Rotterdam,12306,Walgreens Store #19611', 'NY,Salamanca,14779,Rite Aid 00868', 'NY,Saratoga Springs,12866,Rite Aid 10722', 'NY,Springville,14141,Rite Aid 03838', 'NY,Syracuse,13206,Walgreens Store #09416', 'NY,Syracuse,13208,Rite Aid 00636', 'NY,Ticonderoga,12883,Walmart Pharmacy #2424', 'NY,Tonawanda,14150,Rite Aid 00763', 'NY,Tupper Lake,12986,Kinney Drugs #39-Tupper Lake', 'NY,Utica,13502,Rite Aid 00639', 'NY,Valley Cottage,10989,Rite Aid 01019', 'NY,Watertown,13601,Kinney Drugs #15 Watertown', 'NY,West Seneca,14224,Rite Aid 00675', 'NY,Whitesboro,13492,Rite Aid 00642']
NY    2022-03-18 11-17  -44       ['NY,Albany,,Rite Aid 10691', 'NY,Bardonia,10954,Medwiz Solutions Llc', 'NY,Batavia,,Rite Aid 10807', 'NY,Blasdell,14219,Nbh Hc Blasdell Nbh Hc Of Wny', 'NY,Brewster,10509,Community Pharmacy Inc', 'NY,Bronx,10457,Bronxcare Medical And Dental At Poe', 'NY,Brooklyn,,Suny University Hospital Of Bklyn', 'NY,Buffalo,,Rite Aid 01677', 'NY,Buffalo,,Rite Aid 01910', 'NY,Buffalo,,Roswell Park Cancer Institute', 'NY,Buffalo,14212,Jericho Road Chc - Barton', 'NY,Camillus,,Rite Aid 10733', 'NY,Canandaigua,,Rite Aid 10842', 'NY,Catskill,12414,The Golub Corporation', 'NY,Cheektowaga,,Rite Aid 01674', 'NY,Cheektowaga,14225,Tile Pharmacy', 'NY,Dunkirk,,Rite Aid 10811', 'NY,Elmira,,Rite Aid 00260', 'NY,Geneva,,Rite Aid 10846', 'NY,Getzville,,Rite Aid 10814', 'NY,Glens Falls,,Glens Falls Hospital', 'NY,Horseheads,,Rite Aid 10880', 'NY,Jamestown,,Rite Aid 10870', 'NY,Lockport,,Rite Aid 10817', 'NY,Long Island City,11101,The Floating Hospital', 'NY,New York,10013,Charles B Wang Comm Hlth Ctr', 'NY,Niagara Falls,,Rite Aid 03600', 'NY,North Tonawanda,,Rite Aid 00650', 'NY,Olean,,Rite Aid 10875', 'NY,Orchard Park,,Rite Aid 04969', 'NY,Oswego,13126,Wayne Drug- Oswego', 'NY,Penn Yan,,Rite Aid 00442', 'NY,Port Chester,10573,Open Door Family Medical Center', 'NY,Rochester,,Highland Hospital', 'NY,Rochester,,Rite Aid 10859', 'NY,Rochester,,Rochester General Hospital', 'NY,Rome,,Rite Aid 00610', 'NY,Saratoga Springs,,Rite Aid 10722', 'NY,Springville,,Rite Aid 03838', 'NY,Troy,12180,Samaritan Hosp Purchasing', 'NY,Utica,,Rite Aid 00639', 'NY,Warrensburg,12885,The Golub Corporation', 'NY,West Seneca,,Rite Aid 00675', 'NY,Willsboro,12996,Willsboro Pharmacy']
NY    2022-03-19 11-58  +1        ['NY,Brooklyn,11213,Interfaith Medical Center']
NY    2022-03-19 11-58  -2        ['NY,Irving,14081,Cattaraugus Indian Reservation', 'NY,Star Lake,13690,Adirondack Pharmacy']
NY    2022-03-20 06-05  -1        ['NY,Bethpage,11714,My Chs Rx Pharmacy Inc.']
NC    2021-12-29 09-02  +6        ['NC,Asheville,28805,Blue Ridge Pharmacy', 'NC,Butner,27509,Central Regional Hospital', 'NC,Cary,27519,Unc Pharmacy At Panther Creek', 'NC,Greensboro,27401,Moses Cone Memorial Hospital', 'NC,Morganton,28655,Stout Scripts Dba Table Rock Pharma', 'NC,Smithfield,27577,Johnston Health Outpatient Pharmacy']
NC    2021-12-30 09-20  +1        ['NC,Cherokee,28719,Ciha Hospital']
NC    2022-01-03 16-32  +21       ['NC,Ahoskie,27910,Drugco Discount Pharmacy', 'NC,Apex,27502,Apex Pharmacy', 'NC,Asheville,28806,Lees Creek Pharmacy', 'NC,Belhaven,27810,Oneals Drug Store Inc', 'NC,Cary,27511,Adhererx Pharmacy North Carolina', 'NC,Cary,27519,White Dove Pharmacy', 'NC,Chocowinity,27817,Oneals Drug Store', 'NC,Columbia,27925,Columbia Pharmacy Inc', 'NC,Greenville,27834,Port Health Pharmacy Greenville', 'NC,Hillsborough,27278,Hillsborough Pharmacy', 'NC,Kitty Hawk,27949,Bear Drugs Inc', 'NC,Littleton,27850,Drugco Pharmacy', 'NC,Marion,28752,The Prescription Pad Of Marion', 'NC,Nashville,27856,Drugco Pharmacy', 'NC,New Bern,28560,Port Health Pharmacy New Bern', 'NC,Raleigh,27608,Hayes Barton Pharmacy', 'NC,Roanoke Rapids,27870,Drugco Discount Pharmacy', 'NC,Robbinsville,28771,Tallulah Pharmacy', 'NC,Siler City,27344,Siler City Pharmacy Llc', 'NC,Tarboro,27886,Drugco Discount Pharmacy', 'NC,Williamston,27892,Costwise Pharmacy']
NC    2022-01-03 16-32  -2        ['NC,Butner,27509,Central Regional Hospital', 'NC,Whiteville,28472,Mcneills Long Term Care Pharmacy 1']
NC    2022-01-04 16-56  +13       ['NC,Asheboro,27203,American Hcs Dba Randolph Health', 'NC,Benson,27504,Eastern Carolina Med Ctr Pharm', 'NC,Burnsville,28714,The Prescription Pad Of Burnsville', 'NC,Durham,27704,Duke Regional Outpatient Pharmacy', 'NC,Fayetteville,28301,V06 565 Fayetteville, Nc', 'NC,Fayetteville,28306,Health Matters Pharmacy', 'NC,Goldsboro,27530,Marmac Pharmacy', 'NC,Goldsboro,27530,Rosewood Pharmacy', 'NC,Goldsboro,27534,Wayne Pharmacy, Inc', 'NC,Henderson,27536,Medical Arts Pharmacy Of Henderson', 'NC,Lillington,27546,Hogans Pharmacy', 'NC,Raleigh,27614,Falls River Pharmacy', 'NC,Yanceyville,27379,North Village Pharmacy']
NC    2022-01-04 16-56  -12       ['NC,Ahoskie,27910,Drugco Discount Pharmacy', 'NC,Apex,27502,Apex Pharmacy', 'NC,Belhaven,27810,Oneals Drug Store Inc', 'NC,Cary,27519,White Dove Pharmacy', 'NC,Greensboro,27401,Moses Cone Memorial Hospital', 'NC,Greenville,27834,Port Health Pharmacy Greenville', 'NC,Kinston,28501,Unc Lenoir Health Care', 'NC,Littleton,27850,Drugco Pharmacy', 'NC,Nashville,27856,Drugco Pharmacy', 'NC,New Bern,28560,Port Health Pharmacy New Bern', 'NC,Roanoke Rapids,27870,Drugco Discount Pharmacy', 'NC,Tarboro,27886,Drugco Discount Pharmacy']
NC    2022-01-05 18-07  +2        ['NC,Charlotte,28217,Queen City Pharmacy', 'NC,Taylorsville,28681,Peoples Drug Store']
NC    2022-01-07 08-09  +1        ['NC,Davidson,28036,Davidson Family Medicine']
NC    2022-01-10 10-10  -1        ['NC,Cherokee,28719,Ciha Hospital']
NC    2022-01-11 08-35  +5        ['NC,Chapel Hill,27514,Chapel Hill Comm Hlth Ctr', 'NC,Chapel Hill,27516,501 Pharmacy', 'NC,Fort Bragg,28310,Womack Army Medical Center', 'NC,Greensboro,27405,Tapm Pediatrics At Wendover', 'NC,Seymour Johnson Afb,27531,4 Mdss/Sgsl']
NC    2022-01-11 08-35  -1        ['NC,Chapel Hill,27312,501 Pharmacy']
NC    2022-01-13 10-07  +19       ['NC,Asheville,28805,V06 637 Asheville, Nc', 'NC,Burlington,27215,Neil Medical Group Burlington', 'NC,Charlotte,28208,Carolinacare', 'NC,Charlotte,28208,V06 659Bz Charlotte Hcc, Nc', 'NC,Charlotte,28215,Walgreens Store #04546', 'NC,Garner,27529,White Oak Pharmacy Llc', 'NC,Gastonia,28056,Gaston County Jail', 'NC,Goldsboro,27534,Wayne Employee Bene Web Pharmacy', 'NC,Greenville,27835,Vidant Medical Center', 'NC,Mocksville,27028,1237 - Piedmont Healthcare', 'NC,Morehead City,28557,Carteret General Hospital', 'NC,Murphy,28906,Murphy Medical Center Inc.', 'NC,Salisbury,28144,Moose Pharmacy Of Salisbury', 'NC,Salisbury,28144,V06 659 Salisbury Vamc, Nc', 'NC,Shelby,28152,Ingles Pharmacy 012', 'NC,Statesville,28677,Walgreens Store #02696', 'NC,West Jefferson,28694,Ingles Pharmacy 082', 'NC,Whiteville,28472,Columbus Regional Healthcare System', 'NC,Wilmington,28401,Cape Fear Clinic Inc']
NC    2022-01-14 15-37  +26       ['NC,Arden,28704,Select Care Pharmacy', 'NC,Danbury,27016,Lifebrite Hospital Group Of Stokes', 'NC,Durham,27707,Lincoln Community Health Center', 'NC,Elm City,27822,Harvest Family Health Center Pharma', 'NC,Fairview,28730,Americare Pharmacy Consultants', 'NC,Fayetteville,28306,Village Pharmacy Llc', 'NC,Gastonia,28052,Kintegra Family Medicine Hudson', 'NC,Hickory,28602,Avendirx', 'NC,Hickory,28602,Catawba Valley Med Cntr Employee Rx', 'NC,Kernersville,27284,Southern Rx Services Winston-Salem', 'NC,Kings Mountain,28086,Ingles Pharmacy 147', 'NC,Lexington,27292,Kintegra Family Med Lexington Rx', 'NC,Lillington,27546,Cape Fear Long Term Care Pharmacy', 'NC,Lincolnton,28092,Ingles Pharmacy 148', 'NC,Mooresville,28115,Cannon Pharmacy Mooresville', 'NC,Murphy,28906,Ingles Pharmacy 025', 'NC,Raleigh,27609,Raleigh Medical Group', 'NC,Raleigh,27610,Wake County Hhs Pharmacy', 'NC,Salisbury,28144,Lsa Pharmacy, Inc', 'NC,Southport,28461,Galloway-Sands Pharmacy 2', 'NC,Sparta,28675,Alleghany Health', 'NC,Tarboro,27886,Freedom Hill Community Health Cente', 'NC,Wilmington,28401,Novant Health Nhrmc Outpatient', 'NC,Wilson,27893,Wilson Community Health Center Rx', 'NC,Winston-Salem,27103,Medipack Pharmacy, Llc', 'NC,Winston-Salem,27103,Novant Health Specialty Rx Westgate']
NC    2022-01-19 08-05  +4        ['NC,Cary,27519,White Dove Pharmacy', 'NC,Greenville,27834,Port Health Pharmacy Greenville', 'NC,Lenoir,28645,Caldwell County Health Department', 'NC,Nebo,28761,Mcdowell Community Pharmacy']
NC    2022-01-21 18-08  +7        ['NC,Burgaw,28425,Walmart Pharmacy #7243', 'NC,Carrboro,27510,Carrboro Family Pharmacy', 'NC,Clayton,27520,Beddingfield Drugs', 'NC,Haw River,27258,Haw River Pharmacy Llc', 'NC,Littleton,27850,Drugco Pharmacy', 'NC,Roanoke Rapids,27870,Drugco Discount Pharmacy', 'NC,Roanoke Rapids,27870,Drugco Express']
NC    2022-01-25 09-23  +3        ['NC,Littleton,27850,Drugco Pharmacy - Littleton', 'NC,Roanoke Rapids,27870,Drugco Discount Pharmacy - Rr', 'NC,Roanoke Rapids,27870,Rural Hlth Group - Halifax Med Spec']
NC    2022-01-25 09-23  -2        ['NC,Littleton,27850,Drugco Pharmacy', 'NC,Roanoke Rapids,27870,Drugco Discount Pharmacy']
NC    2022-01-26 07-35  +1        ['NC,Cherry Point,28533,Nhc Cherry Point Nc']
NC    2022-01-27 14-49  +24       ['NC,Asheville,28801,Medical Center Pharmacy', 'NC,Atkinson,28421,Atkinson Drug', 'NC,Avon,27915,Outer Banks Family Medicine Avon', 'NC,Brevard,28712,Ingles Pharmacy 067', 'NC,Cary,27513,Djs Pharmacy Llc', 'NC,Charlotte,28215,Kintegra At Posp Pharmacy', 'NC,Columbus,28722,Foothills Pharmacy', 'NC,Dunn,28334,Commwell Health Of Newton Grove', 'NC,Gastonia,28052,Kintegra Family Med Highland Rx', 'NC,Gastonia,28054,Kintegra Adult Peds Med Xray Rx', 'NC,Gastonia,28054,Kintegra At Stlc Pharmacy', 'NC,Henderson,27536,Sunflower Dpc Closs Ct', 'NC,Hendersonville,28791,Margaret R Pardee Hospital Outpatie', 'NC,Hickory,28602,Cooperative Christian Ministry Rx', 'NC,Lenoir,28645,Community Pharmacy', 'NC,Lincolnton,28092,Kintegra Family Med Lincolnton Rx', 'NC,Morrisville,27560,Pharmscript Of Nc', 'NC,Pink Hill,28572,Southern Pharmacy Pink Hill', 'NC,Raleigh,27615,Greystone Village Pharmacy', 'NC,Salisbury,28144,Rowan Drug Dba The Medicine Shoppe', 'NC,Statesville,28677,Ingles Pharmacy 150', 'NC,Statesville,28677,Kintegra Family Med Statesville Rx', 'NC,Supply,28462,Galloway-Sands Pharmacy 1', 'NC,Tar Heel,28392,Commwell Health Of Tar Heel']
NC    2022-01-28 09-28  +24       ['NC,Ahoskie,27910,Drugco Discount Pharmacy - Ahoskie', 'NC,Benson,27540,Benson Health', 'NC,Charlotte,28205,Polaris Pharmacy Services Of Nc', 'NC,Denton,27239,Denton Drug', 'NC,Durham,27703,Pruitthealth Rx Services Durham', 'NC,Elizabeth City,27909,Albemarle Hosp Fndn Community Care', 'NC,Engelhard,27824,Engelhard Medical Center', 'NC,Greenville,27834,Ecu Physicians', 'NC,Hayesville,28904,Kings Pharmacy Hayesville', 'NC,Hendersonville,28792,Blue Ridge Community Health Srvc', 'NC,King,27021,Stokes Pharmacy', 'NC,Laurinburg,28352,Scotland Pharmacy Laurinburg', 'NC,Monroe,28110,Scrn  Dba Family Urgent Care', 'NC,Nashville,27856,Drugco Pharmacy - Nashville', 'NC,Oxford,27565,Professional Pharmacy Of Oxford', 'NC,Plymouth,27962,Washington Regional Medical Center', 'NC,Raleigh,27695,Nc State University Student Health', 'NC,Salibury,28144,J M Williams,Fnp Pllc', 'NC,Sanford,27330,Sanford Pharmacy', 'NC,Swannanoa,28778,Psa Pharmacy', 'NC,Tarboro,27886,Drugco Discount Pharmacy - Tarboro', 'NC,Taylorsville,28681,Town And Country Drugs', 'NC,Wadesboro,28170,Parsons Drug Company Inc', 'NC,Winston-Salem,27103,Mcneills Ltc Pharmacy 2']
NC    2022-01-28 17-11  +3        ['NC,Asheboro,27203,Randolph Pulmonary And Sleep Clinic', 'NC,Elkin,28621,Hugh Chatham Memorial Hospital', 'NC,Fuquay Varina,27526,Realo Drugs']
NC    2022-02-01 09-23  +1        ['NC,Benson,27504,Benson Health']
NC    2022-02-01 09-23  -1        ['NC,Benson,27540,Benson Health']
NC    2022-02-02 09-09  +2        ['NC,Hendersonville,28791,Blue Ridge Community Health Srvc', 'NC,Morganton,28655,Good Samaritan Clinic']
NC    2022-02-02 09-09  -15       ['NC,Benson,27504,Eastern Carolina Med Ctr Pharm', 'NC,Chapel Hill,27516,501 Pharmacy', 'NC,Charlotte,28208,Carolinacare', 'NC,Concord,28025,Moose Professional Pharmacy', 'NC,Durham,27703,Pruitthealth Rx Services Durham', 'NC,Fayetteville,28306,Health Matters Pharmacy', 'NC,Garner,27529,White Oak Pharmacy Llc', 'NC,Granite Falls,28630,Walmart Pharmacy #4410', 'NC,Hayesville,28904,Kings Pharmacy Hayesville', 'NC,Hendersonville,28792,Blue Ridge Community Health Srvc', 'NC,High Point,27265,Nolans Family Pharmacy', 'NC,Laurinburg,28352,Scotland Memorial Hospital', 'NC,Laurinburg,28352,Scotland Pharmacy Laurinburg', 'NC,New Bern,28560,Carolinaeast Medical Center', 'NC,Wilmington,28411,Walmart Pharmacy #4065']
NC    2022-02-04 09-14  +5        ['NC,Durham,27703,Pruitthealth Rx Services Durham', 'NC,Fayetteville,28306,Health Matters Pharmacy', 'NC,Granite Falls,28630,Walmart Pharmacy #4410', 'NC,Laurinburg,28352,Scotland Pharmacy Laurinburg', 'NC,Wilmington,28411,Walmart Pharmacy #4065']
NC    2022-02-04 09-14  -5        ['NC,Chocowinity,27817,Oneals Drug Store', 'NC,Hendersonville,28791,Blue Ridge Community Health Srvc', 'NC,Raleigh,27615,Health Park Pharmacy', 'NC,Statesville,28677,Walgreens Store #02696', 'NC,Williamston,27892,Costwise Pharmacy']
NC    2022-02-07 09-54  +2        ['NC,Chapel Hill,27516,501 Pharmacy', 'NC,Cherokee,28719,Ciha Hospital']
NC    2022-02-07 09-54  -1        ['NC,Southport,28461,Galloway-Sands Pharmacy 2']
NC    2022-02-09 09-41  +1        ['NC,Statesville,28677,Walgreens Store #02696']
