State Date       Time   Providers Details
NV    2022-01-04 16-56  +3        ['NV,Caliente,89008,Grover C. Dils Medical Center', 'NV,Gardnerville,89410,Carson Valley Medical Center', 'NV,Las Vegas,89139,Fancy Face Md']
NV    2022-01-07 08-09  +1        ['NV,Reno,89502,Reno Sparks Tribal Hlth Clinic']
NV    2022-01-10 10-10  +1        ['NV,Las Vegas,89121,Caremore']
NV    2022-01-10 10-10  -1        ['NV,Las Vegas,89121,Adam Herrmann']
NV    2022-01-11 08-35  -1        ['NV,Reno,89502,Reno Sparks Tribal Hlth Clinic']
NV    2022-01-12 08-07  +2        ['NV,Las Vegas,89119,Omnicare Of Las Vegas', 'NV,Reno,89521,Omnicare Of Reno']
NV    2022-01-14 15-37  +1        ['NV,Carson City,89706,Vera Whole Health']
NV    2022-01-25 09-23  +1        ['NV,Las Vegas,89113,St Rose Dominican Hosp - San Martin']
NV    2022-02-02 09-09  +1        ['NV,Elko,89801,Elko County Ambulance Service']
NV    2022-02-02 09-09  -1        ['NV,Las Vegas,89169,Mobile Medical Nevada-Malkin Pc']
NV    2022-02-07 09-54  +1        ['NV,Reno,89502,Reno Sparks Tribal Hlth Clinic']
NV    2022-02-09 09-41  +1        ['NV,Ely,89301,William B Ririe Rural Health Clinic']
NV    2022-02-10 21-04  +6        ['NV,Elko,89801,Southern Bands Health Center', 'NV,Fallon,89406,Fallon Tribal Health Center', 'NV,Las Vegas,89106,Las Vegas Paiute Tribe Health', 'NV,Las Vegas,89119,Omnicare Of Las Vegas #48307', 'NV,Mcdermitt,89421,Ft.Mcdermitt Paiute Shoshone Tribe', 'NV,Yerington,89447,Ypt Health Clinic']
NV    2022-02-10 21-04  -5        ['NV,Ely,89301,William B Ririe Rural Health Clinic', 'NV,Las Vegas,89113,St Rose Dominican Hosp - San Martin', 'NV,Las Vegas,89139,Fancy Face Md', 'NV,Las Vegas,89139,Snipper Health Ltd/Excellyon Clinic', 'NV,Reno,89511,Gateway Health']
NV    2022-02-16 18-37  +7        ['NV,Ely,89301,William B Ririe Rural Health Clinic', 'NV,Las Vegas,89113,St Rose Dominican Hosp - San Martin', 'NV,Las Vegas,89139,Fancy Face Md', 'NV,Las Vegas,89139,Snipper Health Ltd/Excellyon Clinic', 'NV,Reno,89511,Gateway Health', 'NV,Reno,89511,Nevada Infusion', 'NV,Reno,89519,Elite Health']
NV    2022-02-16 18-37  -5        ['NV,Fallon,89406,Fallon Tribal Health Center', 'NV,Las Vegas,89106,Las Vegas Paiute Tribe Health', 'NV,Las Vegas,89119,Omnicare Of Las Vegas #48307', 'NV,Mcdermitt,89421,Ft.Mcdermitt Paiute Shoshone Tribe', 'NV,Yerington,89447,Ypt Health Clinic']
NV    2022-02-18 16-04  +1        ['NV,Las Vegas,89169,Mobile Medical Nevada-Malkin Pc']
NV    2022-02-22 09-09  -1        ['NV,Las Vegas,89169,Mobile Medical Nevada-Malkin Pc']
NV    2022-02-24 09-51  +1        ['NV,Henderson,89014,Las Vegas Infusion Pharmacy']
NV    2022-03-03 09-56  +1        ['NV,Las Vegas,89109,Mab Infusion Center- Abml-Iemh']
NV    2022-03-03 10-04  +1        ['NV,Reno,89502,Elite Health']
NV    2022-03-03 10-04  -1        ['NV,Reno,89519,Elite Health']
NV    2022-03-16 18-51  +4        ['NV,Las Vegas,89119,Omnicare Of Las Vegas #48307', 'NV,Mcdermitt,89421,Ft.Mcdermitt Paiute Shoshone Tribe', 'NV,Reno,89521,Omnicare Of Reno #48308', 'NV,Yerington,89447,Ypt Health Clinic']
NV    2022-03-16 18-51  -15       ['NV,Carson City,89703,Carson Tahoe Regional Medical Ctr', 'NV,Carson City,89706,Vera Whole Health', 'NV,Elko,89801,Elko County Ambulance Service', 'NV,Ely,89301,William B Ririe Rural Health Clinic', 'NV,Henderson,89014,Las Vegas Infusion Pharmacy', 'NV,Las Vegas,89113,St Rose Dominican Hosp - San Martin', 'NV,Las Vegas,89121,Caremore', 'NV,Las Vegas,89139,Fancy Face Md', 'NV,Las Vegas,89139,Snipper Health Ltd/Excellyon Clinic', 'NV,Reno,89502,Elite Health', 'NV,Reno,89509,Forest View Medical Clinic', 'NV,Reno,89511,Gateway Health', 'NV,Reno,89511,Nevada Infusion', 'NV,Reno,89521,Omnicare Of Reno', 'NV,Reno,89521,Preferred Family Medicine']
NV    2022-03-18 09-58  -3        ['NV,Henderson,89011,Henderson Hospital', 'NV,Reno,89502,Reno Sparks Tribal Hlth Clinic', 'NV,Reno,89502,Renown Health']
NV    2022-03-19 08-15  +1        ['NV,North Las Vegas,89030,North Vista Hospital']
NV    2022-03-19 11-58  -1        ['NV,Fallon,89406,Banner Churchill Hospital']
NV    2022-03-20 06-05  -1        ['NV,Mesquite,89027,Mesa View Regional Hospital']
NH    2021-12-29 09-02  +4        ['NH,Concord,03301,Nh Hospital Pharmacy', 'NH,Concord,03301,Outbreaks New Hampshire', 'NH,Exeter,03833,Exeter Hospital', 'NH,Portsmouth,03801,Portsmouth Regional Hospital']
NH    2022-01-03 16-32  +3        ['NH,Berlin,03570,Androscoggin Valley Hospital', 'NH,Lancaster,03584,Weeks Medical Center', 'NH,Nashua,03061,Southern Nh Medical Center']
NH    2022-01-05 18-07  +1        ['NH,Rochester,03867,Frisbie Memorial Hospital Pharmacy']
NH    2022-01-11 08-35  -1        ['NH,Nashua,03060,St Joseph Hospital']
NH    2022-01-12 08-07  +1        ['NH,Nashua,03060,St Joseph Hospital']
NH    2022-01-13 10-07  +1        ['NH,North Conway,03860,Memorial Hospital']
NH    2022-02-02 09-09  +1        ['NH,Portsmouth,03801,New England Cancer Specialists']
NH    2022-02-04 09-14  -2        ['NH,Concord,03301,Nh Hospital Pharmacy', 'NH,Concord,03301,Outbreaks New Hampshire']
NH    2022-02-10 21-04  +6        ['NH,Concord,03301,New Hampshire Oncology Hematology', 'NH,Manchester,03104,Dh - Central Supply Pharmacy', 'NH,Manchester,03104,Mary Hitchcock Memorial Hospital', 'NH,Peterborough,03458,Monadnock Comm Hosp - Pharmacy', 'NH,Plymouth,03264,Speare Memorial Hospital', 'NH,Wolfeboro,03894,Huggins Hospital']
NH    2022-02-16 18-37  -6        ['NH,Concord,03301,New Hampshire Oncology Hematology', 'NH,Manchester,03104,Dh - Central Supply Pharmacy', 'NH,Manchester,03104,Mary Hitchcock Memorial Hospital', 'NH,Peterborough,03458,Monadnock Comm Hosp - Pharmacy', 'NH,Plymouth,03264,Speare Memorial Hospital', 'NH,Wolfeboro,03894,Huggins Hospital']
NH    2022-03-08 14-40  +1        ['NH,Concord,03301,New Hampshire Oncology Hematology']
NH    2022-03-16 18-51  +3        ['NH,Manchester,03104,Dh - Central Supply Pharmacy', 'NH,Peterborough,03458,Monadnock Comm Hosp - Pharmacy', 'NH,Plymouth,03264,Speare Memorial Hospital']
NH    2022-03-16 18-51  -3        ['NH,Nashua,03060,St Joseph Hospital', 'NH,Nashua,03061,Southern Nh Medical Center', 'NH,Rochester,03867,Frisbie Memorial Hospital Pharmacy']
NH    2022-03-18 09-58  +7        ['NH,Exeter,,Exeter Hospital', 'NH,Littleton,,Littleton Regional Hospital', 'NH,Manchester,,Catholic Medical Center Pharmacy', 'NH,Manchester,,Elliot Hospital Pharmacy', 'NH,Nashua,03060,St Joseph Hospital', 'NH,Plymouth,,Speare Memorial Hospital', 'NH,Portsmouth,,Portsmouth Regional Hospital']
NH    2022-03-18 09-58  -6        ['NH,Exeter,03833,Exeter Hospital', 'NH,Littleton,03561,Littleton Regional Hospital', 'NH,Manchester,03102,Catholic Medical Center Pharmacy', 'NH,Manchester,03103,Elliot Hospital Pharmacy', 'NH,Plymouth,03264,Speare Memorial Hospital', 'NH,Portsmouth,03801,Portsmouth Regional Hospital']
NH    2022-03-18 11-17  +5        ['NH,Exeter,03833,Exeter Hospital', 'NH,Littleton,03561,Littleton Regional Hospital', 'NH,Manchester,03102,Catholic Medical Center Pharmacy', 'NH,Manchester,03103,Elliot Hospital Pharmacy', 'NH,Plymouth,03264,Speare Memorial Hospital']
NH    2022-03-18 11-17  -6        ['NH,Exeter,,Exeter Hospital', 'NH,Littleton,,Littleton Regional Hospital', 'NH,Manchester,,Catholic Medical Center Pharmacy', 'NH,Manchester,,Elliot Hospital Pharmacy', 'NH,Plymouth,,Speare Memorial Hospital', 'NH,Portsmouth,,Portsmouth Regional Hospital']
NH    2022-03-19 11-58  +1        ['NH,Manchester,03104,Mary Hitchcock Memorial Hospital']
NJ    2021-12-29 09-02  +6        ['NJ,Atlantic City,08401,Atlanticare Reg Med Ctr - City Camp', 'NJ,Basking Ridge,07920,Mskcc At Basking Ridge', 'NJ,Middletown,07748,Memorial Sloan Kettering Monmouth', 'NJ,Montvale,07645,Memorial Sloan Kettering Bergen', 'NJ,Pomona,08240,Atlanticare Reg Med Ctr - Mainland', 'NJ,Somerville,08876,Robert Wood Johnson University Hosp']
NJ    2022-01-05 18-07  +3        ['NJ,Rahway,07065,Rwj University Hosp Rahway', 'NJ,Somerville,08876,Rwj University Hosp Somerset', 'NJ,Trenton,08690,Rwj University Hosp Hamilton']
NJ    2022-01-05 18-07  -3        ['NJ,Rahway,07065,Robert Wood Johnson University Hosp', 'NJ,Somerville,08876,Robert Wood Johnson University Hosp', 'NJ,Trenton,08690,Robert Wood Johnson University Hosp']
NJ    2022-01-13 10-07  +13       ['NJ,Brick,08724,Ocean Medical Center Hackensack Mer', 'NJ,Hackensack,07601,Hackensack University Medical Cente', 'NJ,Hackettstown,07840,Hackettstown Medical Center - Oms', 'NJ,Manahawkin,08050,Southern Ocean Medical Center', 'NJ,Montclair,07052,Hackensack Meridian Health Mountain', 'NJ,Morristown,07960,Morristown Medical Center Oms', 'NJ,Neptune,07753,Jersey Shore Medical Center', 'NJ,North Bergen,07047,Palisades Medical Center', 'NJ,Old Bridge,08857,Raritan Bay Medical Center Old Brid', 'NJ,Pompton Plains,07444,Chilton Medical Center', 'NJ,Red Bank,07701,Riverview Medical Center', 'NJ,Summit,07901,Overlook Medical Center - Oms', 'NJ,Willingboro,08046,Virtua Willingboro Hospital']
NJ    2022-01-14 15-37  +5        ['NJ,Edison,08820,Hmh Jfk University Medical Center', 'NJ,Morristown,07960,Morristown Medical Center Pharmacy', 'NJ,Perth Amboy,08861,Raritan Bay Medical Center Perth Am', 'NJ,Voorhees,08043,Virtua Voorhees', 'NJ,Westwood,07675,Hackensack Meridian Health At Pasca']
NJ    2022-01-14 15-37  -1        ['NJ,Morristown,07960,Morristown Medical Center Oms']
NJ    2022-01-19 08-05  +6        ['NJ,Camden,08103,Virtua Our Lady Of Lourdes', 'NJ,Cherry Hill,08002,Jefferson Cherry Hill Hospital', 'NJ,Marlton,08053,Virtua Marlton Hospital', 'NJ,Mount Holly,08060,Virtua Memorial Hospital Burlington', 'NJ,Stratford,08084,Jefferson Stratford Hospital', 'NJ,Washington Township,08080,Jefferson Washington Township Hospi']
NJ    2022-01-25 09-23  +17       ['NJ,Denville,07834,Prime Healthcare Services Saint Cl', 'NJ,Dover,07801,Prime Healthcare Services - Saint C', 'NJ,East Orange,07018,East Orange General Hospital East O', 'NJ,Elizabeth,07202,Trinitas Regional Medical Center', 'NJ,Englewood,07631,Englewood Hospital And Medical Cent', 'NJ,Flemington,08822,Hunterdon Medical Center', 'NJ,Hoboken,07030,Hoboken University Medical Center', 'NJ,Jersey City,07306,Christ Hospital-Jersey City', 'NJ,Newark,07102,Saint Michaels Medical Center , Ph', 'NJ,Newton,07860,Newton Medical Center', 'NJ,Paramus,07652,Bergen New Bridge Medical Center', 'NJ,Paterson,07503,St. Josephs Regional Medical Cente', 'NJ,Pennington,08534,Capital Health Medical Center Hopew', 'NJ,Plainsboro,08536,Penn Medicine Princeton Medical Cen', 'NJ,Somers Point,08244,Shore Memorial Center', 'NJ,Trenton,08638,Capital Health Regional Medical Cen', 'NJ,Wayne,07470,St Josephs Wayne Medical Center']
NJ    2022-01-26 07-35  +7        ['NJ,Bayonne,07002,Bayonne Medical Center', 'NJ,Cape May Court House,08210,Cape Regional Medical Center', 'NJ,Freehold,07728,Centrastate Medical Center', 'NJ,Lakewood,08701,Center For Health Education Medici', 'NJ,New Brunswick,08901,Saint Peters University Hospital O', 'NJ,Teaneck,07666,Holy Name Medical Center', 'NJ,Trenton,08629,St. Francis Medical Center']
NJ    2022-01-28 09-28  +1        ['NJ,Ridgewood,07450,Valley Hospital']
NJ    2022-02-02 09-09  +1        ['NJ,Ridgefield Park,07660,Specialty Rx Inc']
NJ    2022-02-02 09-09  -3        ['NJ,Paramus,07652,Bergen New Bridge Medical Center', 'NJ,Paterson,07503,St. Josephs Regional Medical Cente', 'NJ,Wayne,07470,St Josephs Wayne Medical Center']
NJ    2022-02-04 09-14  -2        ['NJ,North Bergen,07047,Palisades Medical Center', 'NJ,Red Bank,07701,Riverview Medical Center']
NJ    2022-02-07 09-54  +1        ['NJ,Somerset,08873,Pharmscript Holdcoandsubsidiaries']
NJ    2022-02-09 09-41  +1        ['NJ,Holmel,07052,Bayshore Medical Center']
NJ    2022-02-10 21-04  +20       ['NJ,Belleville,07109,Rwjbh Clara Maas Medical Center', 'NJ,Brick,08724,Hmh Ocean Univ Med Ctr', 'NJ,Browns Mills,08015,Deborah Heart And Lung Center', 'NJ,Denville,07834,Saint Clares Denville Hospital', 'NJ,East Orange,07018,East Orange General Hospital', 'NJ,Elizabeth,07202,Rwjbh Trinitas Regional Med Ctr', 'NJ,Hackensack,07601,Hmh Hackensack University Med Ctr', 'NJ,Jersey City,07302,Rwjbh Jersey City Medical Center', 'NJ,Lakewood,08701,Rwjbh Monmouth Med Ctr Southern', 'NJ,Livingston,07039,Rwjbh Saint Barnabas Medical Center', 'NJ,Long Branch,07740,Rwjbh Monmouth Medical Center', 'NJ,Manahawkin,08050,Hmh Southern Ocean Medical Center', 'NJ,Montclair,07052,Hmh Mountainside Med Ctr', 'NJ,Neptune,07753,Hmh Jersey Shore Univ Med Ctr', 'NJ,New Brunswick,08901,Rwjbh University Hosp New Brunswick', 'NJ,Newark,07102,Saint Michaels Medical Center', 'NJ,Newark,07112,Rwjbh Newark Beth Israel', 'NJ,Pennington,08534,Capital Health Med Ctr Hopewell', 'NJ,Rahway,07065,Rwjbh University Hosp Rahway', 'NJ,Toms River,08755,Rwjbh Community Medical Center']
NJ    2022-02-10 21-04  -40       ['NJ,Atlantic City,08401,Atlanticare Reg Med Ctr - City Camp', 'NJ,Belleville,07109,Clara Maas Medical Center', 'NJ,Brick,08724,Ocean Medical Center Hackensack Mer', 'NJ,Browns Mills,08015,Deborah Heart And Lung Centerbrowns', 'NJ,Camden,08103,Virtua Our Lady Of Lourdes', 'NJ,Denville,07834,Prime Healthcare Services Saint Cl', 'NJ,Dover,07801,Prime Healthcare Services - Saint C', 'NJ,East Orange,07018,East Orange General Hospital East O', 'NJ,Elizabeth,07202,Trinitas Regional Medical Center', 'NJ,Englewood,07631,Englewood Hospital And Medical Cent', 'NJ,Freehold,07728,Centrastate Medical Center', 'NJ,Hackensack,07601,Hackensack University Medical Cente', 'NJ,Hoboken,07030,Hoboken University Medical Center', 'NJ,Holmel,07052,Bayshore Medical Center', 'NJ,Jersey City,07302,Jersey City Medical Center Rwj Barn', 'NJ,Lakewood,08701,Monmouth Medical Center Southern Ca', 'NJ,Livingston,07039,Saint Barnabas Medical Center', 'NJ,Long Branch,07740,Monmouth Medical Center-Long Branch', 'NJ,Manahawkin,08050,Southern Ocean Medical Center', 'NJ,Marlton,08053,Virtua Marlton Hospital', 'NJ,Montclair,07052,Hackensack Meridian Health Mountain', 'NJ,Mount Holly,08060,Virtua Memorial Hospital Burlington', 'NJ,Neptune,07753,Jersey Shore Medical Center', 'NJ,New Brunswick,08901,Robert Wood Johnson University Hosp', 'NJ,Newark,07102,Saint Michaels Medical Center , Ph', 'NJ,Newark,07112,Newark Beth Israel Medical Center,', 'NJ,Old Bridge,08857,Raritan Bay Medical Center Old Brid', 'NJ,Pennington,08534,Capital Health Medical Center Hopew', 'NJ,Perth Amboy,08861,Raritan Bay Medical Center Perth Am', 'NJ,Pomona,08240,Atlanticare Reg Med Ctr - Mainland', 'NJ,Pompton Plains,07444,Chilton Medical Center', 'NJ,Rahway,07065,Rwj University Hosp Rahway', 'NJ,Somers Point,08244,Shore Memorial Center', 'NJ,Somerville,08876,Rwj University Hosp Somerset', 'NJ,Toms River,08755,Community Medical Center', 'NJ,Trenton,08629,St. Francis Medical Center', 'NJ,Trenton,08690,Rwj University Hosp Hamilton', 'NJ,Voorhees,08043,Virtua Voorhees', 'NJ,Westwood,07675,Hackensack Meridian Health At Pasca', 'NJ,Willingboro,08046,Virtua Willingboro Hospital']
NJ    2022-02-14 09-23  +1        ['NJ,Freehold,07728,Centrastate Medical Center']
NJ    2022-02-16 08-11  +2        ['NJ,Dover,07801,Saint Clares Dover Hospital', 'NJ,Trenton,08629,St. Francis Medical Center']
NJ    2022-02-16 08-23  +2        ['NJ,East Orange,07018,Sheefa Pharmacy And Wellness Center', 'NJ,Somers Point,08244,Shore Memorial Center']
NJ    2022-02-16 18-37  +17       ['NJ,Atlantic City,08401,Atlanticare Reg Med Ctr - City Camp', 'NJ,Berkeley Heights,07922,Summit Medical Group Urgent Care Ce', 'NJ,Camden,08103,Virtua Our Lady Of Lourdes', 'NJ,Englewood,07631,Englewood Hospital And Medical Cent', 'NJ,Hoboken,07030,Hoboken University Medical Center', 'NJ,Holmel,07052,Hmh Bayshore Medical Center', 'NJ,Marlton,08053,Virtua Marlton Hospital', 'NJ,Mount Holly,08060,Virtua Memorial Hospital Burlington', 'NJ,Old Bridge,08857,Hmh Raritan Bay Med Ctr Old Bridge', 'NJ,Perth Amboy,08861,Hmh Raritan Bay Med Ctr Perth', 'NJ,Pomona,08240,Atlanticare Reg Med Ctr - Mainland', 'NJ,Pompton Plains,07444,Chilton Medical Center', 'NJ,Somerville,08876,Rwjbh University Hosp Somerset', 'NJ,Trenton,08690,Rwjbh University Hosp Hamilton', 'NJ,Voorhees,08043,Virtua Voorhees', 'NJ,Westwood,07675,Hmh Pascack Valley Med Ctr', 'NJ,Willingboro,08046,Virtua Willingboro Hospital']
NJ    2022-02-16 18-37  -1        ['NJ,East Orange,07018,Sheefa Pharmacy And Wellness Center']
NJ    2022-02-18 16-04  +8        ['NJ,Jackson,08527,Hackensack Meridian Village Pharmac', 'NJ,Newark,07103,University Hospital - Umdnj', 'NJ,North Bergen,07047,Hmh Palisades Medical Center', 'NJ,Paramus,07652,Bergen New Bridge Medical Center', 'NJ,Paterson,07503,Saint Josephs Regional Med Ctr', 'NJ,Red Bank,07701,Hmh Riverview Medical Center', 'NJ,Springfield,07081,Partners Pharmacy', 'NJ,Wayne,07470,Saint Josephs Wayne Hospital']
NJ    2022-02-22 09-09  -7        ['NJ,Jackson,08527,Hackensack Meridian Village Pharmac', 'NJ,Manahawkin,08050,Hmh Southern Ocean Medical Center', 'NJ,Newark,07103,University Hospital - Umdnj', 'NJ,North Bergen,07047,Hmh Palisades Medical Center', 'NJ,Paramus,07652,Bergen New Bridge Medical Center', 'NJ,Red Bank,07701,Hmh Riverview Medical Center', 'NJ,Springfield,07081,Partners Pharmacy']
NJ    2022-03-03 09-56  +3        ['NJ,Jackson,08527,Hackensack Meridian Village Pharmac', 'NJ,Newark,07103,University Hospital - Umdnj', 'NJ,Springfield,07081,Partners Pharmacy']
NJ    2022-03-08 14-40  +1        ['NJ,Hillsborough,08844,Id Care']
NJ    2022-03-08 14-40  -2        ['NJ,Brick,08724,Hmh Ocean Univ Med Ctr', 'NJ,Somerset,08873,Pharmscript Holdcoandsubsidiaries']
NJ    2022-03-16 18-51  +1        ['NJ,Somers Point,08244,Shore Medical Center']
NJ    2022-03-16 18-51  -33       ['NJ,Atlantic City,08401,Atlanticare Reg Med Ctr - City Camp', 'NJ,Berkeley Heights,07922,Summit Medical Group Urgent Care Ce', 'NJ,Camden,08103,Cooper University Hospital', 'NJ,Camden,08103,Virtua Our Lady Of Lourdes', 'NJ,Cherry Hill,08002,Jefferson Cherry Hill Hospital', 'NJ,Englewood,07631,Englewood Hospital And Medical Cent', 'NJ,Freehold,07728,Centrastate Medical Center', 'NJ,Hackettstown,07840,Hackettstown Medical Center - Oms', 'NJ,Hoboken,07030,Hoboken University Medical Center', 'NJ,Holmel,07052,Hmh Bayshore Medical Center', 'NJ,Jackson,08527,Hackensack Meridian Village Pharmac', 'NJ,Lakewood,08701,Center For Health Education Medici', 'NJ,Livingston,07039,Rwjbh Saint Barnabas Medical Center', 'NJ,Marlton,08053,Virtua Marlton Hospital', 'NJ,Mount Holly,08060,Virtua Memorial Hospital Burlington', 'NJ,New Brunswick,08901,Rwjbh University Hosp New Brunswick', 'NJ,Newton,07860,Newton Medical Center', 'NJ,Old Bridge,08857,Hmh Raritan Bay Med Ctr Old Bridge', 'NJ,Paterson,07503,Saint Josephs Regional Med Ctr', 'NJ,Perth Amboy,08861,Hmh Raritan Bay Med Ctr Perth', 'NJ,Pomona,08240,Atlanticare Reg Med Ctr - Mainland', 'NJ,Pompton Plains,07444,Chilton Medical Center', 'NJ,Rahway,07065,Rwjbh University Hosp Rahway', 'NJ,Somers Point,08244,Shore Memorial Center', 'NJ,Stratford,08084,Jefferson Stratford Hospital', 'NJ,Trenton,08629,St. Francis Medical Center', 'NJ,Trenton,08690,Rwjbh University Hosp Hamilton', 'NJ,Vineland,08360,Inspira Medical Center', 'NJ,Voorhees,08043,Virtua Voorhees', 'NJ,Washington Township,08080,Jefferson Washington Township Hospi', 'NJ,Wayne,07470,Saint Josephs Wayne Hospital', 'NJ,Westwood,07675,Hmh Pascack Valley Med Ctr', 'NJ,Willingboro,08046,Virtua Willingboro Hospital']
NJ    2022-03-18 09-58  +2        ['NJ,Camden,08103,Cooper University Hospital', 'NJ,Jackson,08527,Hackensack Meridian Village Pharmac']
NJ    2022-03-18 09-58  -6        ['NJ,Dover,07801,Saint Clares Dover Hospital', 'NJ,Hillsborough,08844,Id Care', 'NJ,Long Branch,07740,Rwjbh Monmouth Medical Center', 'NJ,Newark,07103,University Hospital - Umdnj', 'NJ,Ridgewood,07450,Valley Hospital', 'NJ,Somerville,08876,Rwjbh University Hosp Somerset']
NJ    2022-03-18 11-17  +5        ['NJ,Berkeley Heights,07922,Summit Medical Group Urgent Care Ce', 'NJ,Hackettstown,07840,Hackettstown Medical Center - Oms', 'NJ,Hillsborough,08844,Id Care', 'NJ,New Brunswick,08901,Rwjbh University Hosp New Brunswick', 'NJ,Ridgewood,07450,Valley Hospital']
NJ    2022-03-18 11-17  -2        ['NJ,East Orange,07018,East Orange General Hospital', 'NJ,Flemington,08822,Hunterdon Medical Center']
NJ    2022-03-19 11-58  +1        ['NJ,Livingston,07039,Rwjbh Saint Barnabas Medical Center']
NJ    2022-03-19 11-58  -3        ['NJ,Jersey City,07302,Rwjbh Jersey City Medical Center', 'NJ,Lakewood,08701,Rwjbh Monmouth Med Ctr Southern', 'NJ,Mullica Hill,08062,Inspira Medical Center Mullica Hill']
NM    2022-01-03 16-32  +1        ['NM,Zuni,87327,Zuni Indian Hospital']
NM    2022-01-04 16-56  +2        ['NM,Albuquerque,87108,V22 501 Albuquerque, Nm', 'NM,Albuquerque,87110,Presbyterian Kaseman Oncology']
NM    2022-01-05 18-07  +2        ['NM,Albuquerque,87102,Truman Health Services', 'NM,Rio Rancho,87124,Presbyterian Rust Cancer Center']
NM    2022-01-07 08-09  +2        ['NM,Gallup,87301,Gallup Indian Medical Center', 'NM,Rio Rancho,87124,Presbyterian High Resort Infusion']
NM    2022-01-10 10-10  -2        ['NM,Tohajiilee,87026,Canoncito Band Of Navajos', 'NM,Zuni,87327,Zuni Indian Hospital']
NM    2022-01-11 08-35  -1        ['NM,Gallup,87301,Gallup Indian Medical Center']
NM    2022-01-12 08-07  +2        ['NM,Albuquerque,87106,Presbyterian Infusion Center', 'NM,Albuquerque,87108,First Nations Central Site']
NM    2022-01-13 10-07  +1        ['NM,Santa Fe,87505,Santa Fe Rheumatology']
NM    2022-01-19 08-05  +3        ['NM,Albuquerque,87109,New Mexico Cancer Center', 'NM,Los Alamos,87544,Los Alamos Medical Center', 'NM,Santa Fe,87505,Christus St. Vincent Hospital']
NM    2022-01-25 09-23  +1        ['NM,Roswell,88201,Kymera Independent Physicians']
NM    2022-02-01 09-23  +1        ['NM,Gallup,87301,One Care Infusion Pharmacy']
NM    2022-02-02 09-09  +1        ['NM,Taos,87571,Holy Cross Hospital Pharmacy']
NM    2022-02-07 09-54  +2        ['NM,Crownpoint,87313,Crownpoint Comprehensive Hlt Care', 'NM,Las Cruces,88001,Acosta Medical Clinic']
NM    2022-02-07 09-54  -1        ['NM,Albuquerque,87108,First Nations Central Site']
NM    2022-02-09 09-41  +1        ['NM,Gallup,87301,Gallup Indian Medical Center']
NM    2022-02-10 21-04  +2        ['NM,Albuquerque,87109,Southwest Womens Oncology-Abq', 'NM,Shiprock,87420,Northern Navajo Medical Center']
NM    2022-02-10 21-04  -2        ['NM,Albuquerque,87108,V22 501 Albuquerque, Nm', 'NM,Las Cruces,88001,Acosta Medical Clinic']
NM    2022-02-16 18-37  +5        ['NM,Albuquerque,87108,V22 501 Albuquerque, Nm', 'NM,Bloomfield,87413,Dzilth Na O Dith Le Health Center', 'NM,Las Cruces,88001,Acosta Medical Clinic', 'NM,Las Cruces,88011,The Allergy And Asthma Clinic', 'NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp Clinic']
NM    2022-02-16 18-37  -2        ['NM,Albuquerque,87109,Southwest Womens Oncology-Abq', 'NM,Shiprock,87420,Northern Navajo Medical Center']
NM    2022-02-18 16-04  +1        ['NM,Las Cruces,88005,Athritis Treatment Specialist, Llc']
NM    2022-02-22 09-09  -1        ['NM,Albuquerque,87108,V22 501 Albuquerque, Nm']
NM    2022-03-03 09-56  +1        ['NM,Albuquerque,87102,Albuquerque Center For Rheumatology']
NM    2022-03-03 10-04  +1        ['NM,Espanola,87532,Presbyterian Espanola Hospital']
NM    2022-03-08 14-40  +1        ['NM,Rio Rancho,87144,Unm-Sandoval Regional Med Ctr']
NM    2022-03-16 18-51  +3        ['NM,Albuquerque,87109,Southwest Womens Oncology-Abq', 'NM,Shiprock,87420,Northern Navajo Medical Center', 'NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp']
NM    2022-03-16 18-51  -4        ['NM,Bloomfield,87413,Dzilth Na O Dith Le Health Center', 'NM,Crownpoint,87313,Crownpoint Comprehensive Hlt Care', 'NM,Gallup,87301,One Care Infusion Pharmacy', 'NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp Clinic']
NM    2022-03-18 09-58  +1        ['NM,Albuquerque,,Renal Medicine Associates']
NM    2022-03-18 09-58  -5        ['NM,Albuquerque,87102,Lovelace Infectious Disease', 'NM,Albuquerque,87109,Renal Medicine Associates', 'NM,Las Cruces,88001,Acosta Medical Clinic', 'NM,Las Cruces,88005,Athritis Treatment Specialist, Llc', 'NM,Santa Fe,87505,Santa Fe Rheumatology']
NM    2022-03-18 11-17  +2        ['NM,Albuquerque,87109,Renal Medicine Associates', 'NM,Crownpoint,87313,Crownpoint Comprehensive Hlt Care']
NM    2022-03-18 11-17  -4        ['NM,Albuquerque,,Renal Medicine Associates', 'NM,Las Cruces,88011,The Allergy And Asthma Clinic', 'NM,Taos,87571,Holy Cross Hospital Pharmacy', 'NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp']
NM    2022-03-19 08-15  +1        ['NM,Tucumcari,88401,Phs: Dan C Trigg Mem Hosp']
NM    2022-03-19 11-58  -1        ['NM,Shiprock,87420,Northern Navajo Medical Center']
