2022-03-08T14-40-56,77581,KROGER PHARMACY 03400343,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,20,20,03/08/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #03660,NLP,NLP,NLP,7,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07459,NLP,NLP,NLP,29,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,CVS Store #05877,NLP,NLP,NLP,20,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #872,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400343,NLP,NLP,NLP,13,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,PHARMCARE,NLP,NLP,NLP,19,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,WALGREENS STORE #07534,NLP,NLP,NLP,18,05/19/2022 12:00:00 AM
2022-05-23T07-42-39,77581,KROGER PHARMACY 03400264,NLP,NLP,NLP,17,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,Walmart Pharmacy #3510,NLP,NLP,NLP,34,05/20/2022 12:00:00 AM
2022-05-23T07-42-39,77581,HEB Pharmacy 675,NLP,NLP,NLP,25,05/19/2022 12:00:00 AM
