2022-03-08T14-40-56,33144,PDL Pharmacy,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-06-05T08-48-25,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,16,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,33144,PDL PHARMACY,NLP,NLP,NLP,75,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,33,06/02/2022 12:00:00 AM
2022-06-05T08-48-25,33144,WALGREENS STORE #02743,NLP,NLP,NLP,13,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,16,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33144,WALGREENS STORE #02184,NLP,NLP,NLP,26,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33144,PDL PHARMACY,NLP,NLP,NLP,75,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33144,WALGREENS STORE #02743,NLP,NLP,NLP,13,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,33,06/02/2022 12:00:00 AM
2022-06-06T06-32-51,33144,CANO PHARMACY,NLP,NLP,NLP,23,06/03/2022 12:00:00 AM
2022-06-07T05-36-41,33144,WALGREENS STORE #02184,NLP,NLP,NLP,23,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33144,CANO PHARMACY,NLP,NLP,NLP,21,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,31,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33144,PDL PHARMACY,NLP,NLP,NLP,73,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33144,WALGREENS STORE #02743,NLP,NLP,NLP,10,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,15,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,33144,WALGREENS STORE #02184,NLP,NLP,NLP,22,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,31,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,33144,PDL PHARMACY,NLP,NLP,NLP,73,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,33144,WALGREENS STORE #02743,NLP,NLP,NLP,7,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,15,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,33144,CANO PHARMACY,NLP,NLP,NLP,21,06/06/2022 12:00:00 AM
2022-06-09T04-15-20,33144,CANO PHARMACY,NLP,NLP,NLP,21,06/06/2022 12:00:00 AM
2022-06-09T04-15-20,33144,WALGREENS STORE #02743,NLP,NLP,NLP,7,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,33144,WALGREENS STORE #02184,NLP,NLP,NLP,22,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,31,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,33144,PDL PHARMACY,NLP,NLP,NLP,73,06/06/2022 12:00:00 AM
2022-06-09T04-15-20,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,15,06/06/2022 12:00:00 AM
2022-06-10T04-15-36,33144,WALGREENS STORE #02743,NLP,NLP,NLP,6,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33144,PDL PHARMACY,NLP,NLP,NLP,73,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,14,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33144,WALGREENS STORE #02184,NLP,NLP,NLP,22,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,31,06/07/2022 12:00:00 AM
2022-06-10T04-15-36,33144,CANO PHARMACY,NLP,NLP,NLP,20,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,28,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,33144,WALGREENS STORE #02184,NLP,NLP,NLP,22,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,33144,PDL PHARMACY,NLP,NLP,NLP,73,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,33144,CANO PHARMACY,NLP,NLP,NLP,20,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,33144,WALGREENS STORE #02743,NLP,NLP,NLP,6,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,14,06/09/2022 12:00:00 AM
2022-06-12T04-15-15,33144,CANO PHARMACY,NLP,NLP,NLP,20,06/09/2022 12:00:00 AM
2022-06-12T04-15-15,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,28,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,33144,PDL PHARMACY,NLP,NLP,NLP,73,06/09/2022 12:00:00 AM
2022-06-12T04-15-15,33144,WALGREENS STORE #02184,NLP,NLP,NLP,22,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,33144,WALGREENS STORE #02743,NLP,NLP,NLP,6,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,14,06/09/2022 12:00:00 AM
2022-06-13T04-15-40,33144,PDL PHARMACY,NLP,NLP,NLP,73,06/09/2022 12:00:00 AM
2022-06-13T04-15-40,33144,WALGREENS STORE #02184,NLP,NLP,NLP,22,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,33144,CANO PHARMACY,NLP,NLP,NLP,20,06/09/2022 12:00:00 AM
2022-06-13T04-15-40,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,28,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,33144,WALGREENS STORE #02743,NLP,NLP,NLP,6,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,14,06/09/2022 12:00:00 AM
2022-06-14T04-15-16,33144,WALGREENS STORE #02743,NLP,NLP,NLP,24,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,14,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,28,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33144,PDL PHARMACY,NLP,NLP,NLP,72,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33144,WALGREENS STORE #02184,NLP,NLP,NLP,22,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33144,CANO PHARMACY,NLP,NLP,NLP,19,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,33144,WALGREENS STORE #02184,NLP,NLP,NLP,22,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,33144,Walmart Pharmacy #4140,NLP,NLP,NLP,26,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,33144,COSTCO PHARMACY # 1229,NLP,NLP,NLP,14,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,33144,PDL PHARMACY,NLP,NLP,NLP,72,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,33144,WALGREENS STORE #02743,NLP,NLP,NLP,24,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,33144,CANO PHARMACY,NLP,NLP,NLP,19,06/13/2022 12:00:00 AM
