2022-03-08T14-40-56,80134,SAFEWAY PHARMACY,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,,
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,SAFEWAY PHARMACY,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #10785,NLP,NLP,NLP,56,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,CVS Store #17296,NLP,NLP,NLP,21,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000088,NLP,NLP,NLP,1,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,WALGREENS STORE #07138,NLP,NLP,NLP,30,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,19,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,9,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80134,WALGREENS STORE #07138,NLP,NLP,NLP,28,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80134,CVS Store #17296,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,80134,KING SOOPERS PHARMACY 62000075,NLP,NLP,NLP,19,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80134,Walmart Pharmacy #2892,NLP,NLP,NLP,30,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,80134,CVS Store #10785,NLP,NLP,NLP,54,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,80134,KING SOOPERS PHARMACY 62000126,NLP,NLP,NLP,9,05/25/2022 12:00:00 AM
