2022-03-08T14-40-56,98498,DSHS BHA - WASHINGTON STATE HOSPITA,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,20,20,03/04/2022 12:00:00 AM
2022-06-30T04-15-32,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,49,06/28/2022 12:00:00 AM
2022-06-30T04-15-32,98498,WALGREENS STORE #04064,NLP,NLP,NLP,24,06/27/2022 12:00:00 AM
2022-07-01T04-15-22,98498,SAV-ON PHARMACY,NLP,NLP,NLP,12,06/30/2022 12:00:00 AM
2022-07-01T04-15-22,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,48,07/01/2022 12:00:00 AM
2022-07-03T14-40-38,98498,SAV-ON PHARMACY,NLP,NLP,NLP,12,07/01/2022 12:00:00 AM
2022-07-03T14-40-38,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,48,07/01/2022 12:00:00 AM
2022-07-04T04-15-29,98498,SAV-ON PHARMACY,NLP,NLP,NLP,10,07/03/2022 12:00:00 AM
2022-07-04T04-15-29,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,48,07/01/2022 12:00:00 AM
2022-07-05T04-15-18,98498,SAV-ON PHARMACY,NLP,NLP,NLP,9,07/04/2022 12:00:00 AM
2022-07-05T04-15-18,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,48,07/01/2022 12:00:00 AM
2022-07-06T04-15-19,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,48,07/01/2022 12:00:00 AM
2022-07-06T04-15-19,98498,SAV-ON PHARMACY,NLP,NLP,NLP,9,07/05/2022 12:00:00 AM
2022-07-07T04-15-17,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,48,07/01/2022 12:00:00 AM
2022-07-07T04-15-17,98498,SAV-ON PHARMACY,NLP,NLP,NLP,9,07/05/2022 12:00:00 AM
2022-07-07T13-15-18,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,48,07/01/2022 12:00:00 AM
2022-07-07T13-15-18,98498,SAV-ON PHARMACY,NLP,NLP,NLP,9,07/05/2022 12:00:00 AM
2022-07-08T04-15-19,98498,SAV-ON PHARMACY,NLP,NLP,NLP,7,07/07/2022 12:00:00 AM
2022-07-08T04-15-19,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,07/08/2022 12:00:00 AM
2022-07-09T04-15-19,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,07/09/2022 12:00:00 AM
2022-07-09T04-15-19,98498,SAV-ON PHARMACY,NLP,NLP,NLP,6,07/08/2022 12:00:00 AM
2022-07-10T04-15-26,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,07/09/2022 12:00:00 AM
2022-07-10T04-15-26,98498,SAV-ON PHARMACY,NLP,NLP,NLP,2,07/09/2022 12:00:00 AM
2022-07-11T04-15-25,98498,SAV-ON PHARMACY,NLP,NLP,NLP,2,07/11/2022 12:00:00 AM
2022-07-11T04-15-25,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,07/09/2022 12:00:00 AM
2022-07-12T04-15-22,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,07/09/2022 12:00:00 AM
2022-07-12T04-15-22,98498,WALGREENS STORE #04064,NLP,NLP,NLP,32,07/11/2022 12:00:00 AM
2022-07-12T04-15-22,98498,SAV-ON PHARMACY,NLP,NLP,NLP,3,07/11/2022 12:00:00 AM
2022-07-13T04-15-22,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,07/09/2022 12:00:00 AM
2022-07-13T04-15-22,98498,WALGREENS STORE #04064,NLP,NLP,NLP,32,07/11/2022 12:00:00 AM
2022-07-13T04-15-22,98498,SAV-ON PHARMACY,NLP,NLP,NLP,3,07/12/2022 12:00:00 AM
2022-07-14T04-15-29,98498,WALGREENS STORE #04064,NLP,NLP,NLP,32,07/13/2022 12:00:00 AM
2022-07-14T04-15-29,98498,SAV-ON PHARMACY,NLP,NLP,NLP,3,07/13/2022 12:00:00 AM
2022-07-14T04-15-29,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,07/14/2022 12:00:00 AM
2022-07-15T04-15-46,98498,WALGREENS STORE #04064,NLP,NLP,NLP,29,07/14/2022 12:00:00 AM
2022-07-15T04-15-46,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,45,07/14/2022 12:00:00 AM
2022-07-15T04-15-46,98498,SAV-ON PHARMACY,NLP,NLP,NLP,2,07/14/2022 12:00:00 AM
2022-07-17T04-15-18,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,07/16/2022 12:00:00 AM
2022-07-17T04-15-18,98498,WALGREENS STORE #04064,NLP,NLP,NLP,29,07/14/2022 12:00:00 AM
2022-07-18T04-15-21,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,07/16/2022 12:00:00 AM
2022-07-18T04-15-21,98498,WALGREENS STORE #04064,NLP,NLP,NLP,29,07/14/2022 12:00:00 AM
2022-07-18T07-55-19,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,07/16/2022 12:00:00 AM
2022-07-18T07-55-19,98498,SAV-ON PHARMACY,NLP,NLP,NLP,2,07/15/2022 12:00:00 AM
2022-07-18T07-55-19,98498,WALGREENS STORE #04064,NLP,NLP,NLP,29,07/14/2022 12:00:00 AM
2022-07-19T04-15-25,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,07/16/2022 12:00:00 AM
2022-07-19T04-15-25,98498,WALGREENS STORE #04064,NLP,NLP,NLP,25,07/18/2022 12:00:00 AM
2022-07-20T04-15-41,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,07/16/2022 12:00:00 AM
2022-07-20T04-15-41,98498,WALGREENS STORE #04064,NLP,NLP,NLP,25,07/18/2022 12:00:00 AM
2022-07-21T04-15-40,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,47,07/20/2022 12:00:00 AM
2022-07-21T04-15-40,98498,SAV-ON PHARMACY,NLP,NLP,NLP,36,07/20/2022 12:00:00 AM
2022-07-21T04-15-40,98498,WALGREENS STORE #04064,NLP,NLP,NLP,25,07/18/2022 12:00:00 AM
2022-07-22T04-15-29,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,46,07/22/2022 12:00:00 AM
2022-07-22T04-15-29,98498,SAV-ON PHARMACY,NLP,NLP,NLP,31,07/21/2022 12:00:00 AM
2022-07-22T04-15-29,98498,WALGREENS STORE #04064,NLP,NLP,NLP,23,07/21/2022 12:00:00 AM
2022-07-23T04-15-20,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,46,07/22/2022 12:00:00 AM
2022-07-23T04-15-20,98498,SAV-ON PHARMACY,NLP,NLP,NLP,31,07/22/2022 12:00:00 AM
2022-07-23T04-15-20,98498,WALGREENS STORE #04064,NLP,NLP,NLP,23,07/21/2022 12:00:00 AM
2022-07-24T04-15-21,98498,DSHS BHA - WASHINGTON STATE HOSPITA,NLP,NLP,NLP,46,07/22/2022 12:00:00 AM
2022-07-24T04-15-21,98498,SAV-ON PHARMACY,NLP,NLP,NLP,42,07/23/2022 12:00:00 AM
2022-07-24T04-15-21,98498,WALGREENS STORE #04064,NLP,NLP,NLP,23,07/21/2022 12:00:00 AM
