2022-03-08T14-40-56,11021,NORTH SHORE UNIV HOSP,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-05-26T07-59-29,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-26T07-59-29,11021,CVS Store #01934,NLP,NLP,NLP,171,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,405,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,11021,Rite Aid 04861,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-27T05-48-57,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-27T05-48-57,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,399,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,11021,CVS Store #01934,NLP,NLP,NLP,161,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,11021,Rite Aid 04861,NLP,NLP,NLP,6,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-28T05-34-18,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,11021,CVS Store #01934,NLP,NLP,NLP,158,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,397,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,11021,Rite Aid 04861,NLP,NLP,NLP,2,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-29T05-31-58,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,397,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,11021,CVS Store #01934,NLP,NLP,NLP,158,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,11021,Rite Aid 04861,NLP,NLP,NLP,1,05/28/2022 12:00:00 AM
2022-05-30T05-32-42,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-30T05-32-42,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,11021,CVS Store #01934,NLP,NLP,NLP,158,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,397,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,11021,Rite Aid 04861,NLP,NLP,NLP,2,05/29/2022 12:00:00 AM
2022-05-31T08-56-01,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-05-31T08-56-01,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,397,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,11021,CVS Store #01934,NLP,NLP,NLP,158,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,11021,Rite Aid 04861,NLP,NLP,NLP,2,05/30/2022 12:00:00 AM
2022-06-01T05-37-50,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-01T05-37-50,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-01T05-37-50,11021,CVS Store #01934,NLP,NLP,NLP,146,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,390,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,11021,Rite Aid 04861,NLP,NLP,NLP,4,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-02T07-54-10,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-02T07-54-10,11021,CVS Store #01934,NLP,NLP,NLP,146,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,383,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,11021,Rite Aid 04861,NLP,NLP,NLP,5,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-03T08-50-11,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-03T08-50-11,11021,CVS Store #01934,NLP,NLP,NLP,146,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,383,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,11021,Rite Aid 04861,NLP,NLP,NLP,5,06/01/2022 12:00:00 AM
2022-06-04T19-11-08,11021,Rite Aid 04861,NLP,NLP,NLP,18,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-04T19-11-08,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-04T19-11-08,11021,CVS Store #01934,NLP,NLP,NLP,139,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,379,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-05T08-48-25,11021,Rite Aid 04861,NLP,NLP,NLP,15,06/04/2022 12:00:00 AM
2022-06-05T08-48-25,11021,CVS Store #01934,NLP,NLP,NLP,139,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,379,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-06T06-32-51,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-06T06-32-51,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,379,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,11021,CVS Store #01934,NLP,NLP,NLP,139,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,11021,Rite Aid 04861,NLP,NLP,NLP,14,06/05/2022 12:00:00 AM
2022-06-06T06-32-51,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-07T05-36-41,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,375,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-07T05-36-41,11021,CVS Store #01934,NLP,NLP,NLP,119,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,11021,Rite Aid 04861,NLP,NLP,NLP,13,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-08T05-42-02,11021,CVS Store #01934,NLP,NLP,NLP,115,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,375,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-08T05-42-02,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-08T05-42-02,11021,Rite Aid 04861,NLP,NLP,NLP,9,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-09T04-15-20,11021,Rite Aid 04861,NLP,NLP,NLP,9,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,11021,CVS Store #01934,NLP,NLP,NLP,112,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,374,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-10T04-15-36,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-10T04-15-36,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,372,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,11021,CVS Store #01934,NLP,NLP,NLP,107,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-10T04-15-36,11021,Rite Aid 04861,NLP,NLP,NLP,8,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,11021,CVS Store #01934,NLP,NLP,NLP,103,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,371,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,11021,Rite Aid 04861,NLP,NLP,NLP,4,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-11T04-15-14,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-12T04-15-15,11021,CVS Store #01934,NLP,NLP,NLP,103,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,11021,Rite Aid 04861,NLP,NLP,NLP,3,06/11/2022 12:00:00 AM
2022-06-12T04-15-15,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,371,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-12T04-15-15,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-13T04-15-40,11021,Rite Aid 04861,NLP,NLP,NLP,1,06/12/2022 12:00:00 AM
2022-06-13T04-15-40,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,371,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,11021,CVS Store #01934,NLP,NLP,NLP,103,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-13T04-15-40,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-14T04-15-16,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,369,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-14T04-15-16,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-14T04-15-16,11021,CVS Store #01934,NLP,NLP,NLP,93,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-15T04-15-27,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-15T04-15-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,367,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,11021,CVS Store #01934,NLP,NLP,NLP,93,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-16T04-15-45,11021,CVS Store #01934,NLP,NLP,NLP,93,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,367,06/15/2022 12:00:00 AM
2022-06-16T04-15-45,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-17T04-15-27,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-17T04-15-27,11021,CVS Store #01934,NLP,NLP,NLP,80,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-17T04-15-27,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,364,06/16/2022 12:00:00 AM
2022-06-18T04-15-18,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,364,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,11021,CVS Store #01934,NLP,NLP,NLP,93,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,11021,Rite Aid 04861,NLP,NLP,NLP,18,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-18T04-15-18,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-19T04-15-29,11021,CVS Store #01934,NLP,NLP,NLP,93,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,364,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-19T04-15-29,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-19T04-15-29,11021,Rite Aid 04861,NLP,NLP,NLP,18,06/18/2022 12:00:00 AM
2022-06-20T04-15-58,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-20T04-15-58,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-20T04-15-58,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,364,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,11021,CVS Store #01934,NLP,NLP,NLP,93,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,11021,Rite Aid 04861,NLP,NLP,NLP,17,06/19/2022 12:00:00 AM
2022-06-21T04-15-35,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-21T04-15-35,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-21T04-15-35,11021,Rite Aid 04861,NLP,NLP,NLP,14,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,11021,CVS Store #01934,NLP,NLP,NLP,81,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,359,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,11021,Rite Aid 04861,NLP,NLP,NLP,10,06/21/2022 12:00:00 AM
2022-06-22T04-15-20,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-22T04-15-20,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-22T04-15-20,11021,CVS Store #01934,NLP,NLP,NLP,81,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,359,06/21/2022 12:00:00 AM
2022-06-23T04-15-16,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-23T04-15-16,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,357,06/22/2022 12:00:00 AM
2022-06-23T04-15-16,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-23T04-15-16,11021,CVS Store #01934,NLP,NLP,NLP,78,06/22/2022 12:00:00 AM
2022-06-23T04-15-16,11021,Rite Aid 04861,NLP,NLP,NLP,8,06/22/2022 12:00:00 AM
2022-06-24T04-15-26,11021,TAYLORS PHARMACY,NLP,NLP,NLP,0,02/22/2022 12:00:00 AM
2022-06-24T04-15-26,11021,NORTH SHORE CHEMISTS LLC,NLP,NLP,NLP,56,05/26/2022 12:00:00 AM
2022-06-24T04-15-26,11021,Rite Aid 04861,NLP,NLP,NLP,7,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,11021,CVS Store #01934,NLP,NLP,NLP,72,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,11021,NORTH SHORE UNIV HOSP,NLP,NLP,NLP,353,06/23/2022 12:00:00 AM
