2022-03-08T14-40-56,91010,PAX,03/01/2022 12:00:00 AM,03/04/2022 12:00:00 AM,60,,
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-25T05-39-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,194,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-26T07-59-29,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,193,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-26T07-59-29,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,193,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-26T07-59-29,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CVS Store #16100,NLP,NLP,NLP,16,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CVS Store #09788,NLP,NLP,NLP,31,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,193,05/25/2022 12:00:00 AM
2022-05-27T05-48-57,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-27T05-48-57,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,91010,CVS Store #16100,NLP,NLP,NLP,15,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,91010,CVS Store #09788,NLP,NLP,NLP,29,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-28T05-34-18,91010,CVS Store #09788,NLP,NLP,NLP,27,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,91010,CVS Store #16100,NLP,NLP,NLP,15,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-29T05-31-58,91010,CVS Store #16100,NLP,NLP,NLP,15,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,91010,CVS Store #09788,NLP,NLP,NLP,27,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,05/28/2022 12:00:00 AM
2022-05-30T05-32-42,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-30T05-32-42,91010,CVS Store #16100,NLP,NLP,NLP,15,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,91010,CVS Store #09788,NLP,NLP,NLP,27,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,05/28/2022 12:00:00 AM
2022-05-31T08-56-01,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,91010,PAX,NLP,NLP,NLP,49,04/28/2022 12:00:00 AM
2022-05-31T08-56-01,91010,CVS Store #09788,NLP,NLP,NLP,27,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,91010,CVS Store #16100,NLP,NLP,NLP,15,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,05/30/2022 12:00:00 AM
2022-06-01T05-37-50,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,91010,CVS Store #09788,NLP,NLP,NLP,24,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,91010,CVS Store #16100,NLP,NLP,NLP,15,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,91010,CVS Store #16100,NLP,NLP,NLP,15,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,91010,CVS Store #09788,NLP,NLP,NLP,24,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,21,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,91010,CVS Store #16100,NLP,NLP,NLP,15,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,91010,CVS Store #09788,NLP,NLP,NLP,24,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/01/2022 12:00:00 AM
2022-06-04T19-11-08,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,91010,CVS Store #09788,NLP,NLP,NLP,21,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,06/02/2022 12:00:00 AM
2022-06-04T19-11-08,91010,CVS Store #16100,NLP,NLP,NLP,13,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/04/2022 12:00:00 AM
2022-06-05T08-48-25,91010,CVS Store #09788,NLP,NLP,NLP,21,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,91010,CVS Store #16100,NLP,NLP,NLP,13,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,06/02/2022 12:00:00 AM
2022-06-06T06-32-51,91010,CVS Store #09788,NLP,NLP,NLP,21,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,20,06/02/2022 12:00:00 AM
2022-06-06T06-32-51,91010,CVS Store #16100,NLP,NLP,NLP,13,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/04/2022 12:00:00 AM
2022-06-07T05-36-41,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,18,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,91010,CVS Store #16100,NLP,NLP,NLP,12,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,91010,CVS Store #09788,NLP,NLP,NLP,38,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,91010,CVS Store #09788,NLP,NLP,NLP,36,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,91010,CVS Store #16100,NLP,NLP,NLP,11,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,18,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,91010,CVS Store #16100,NLP,NLP,NLP,10,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,18,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,91010,CVS Store #09788,NLP,NLP,NLP,35,06/08/2022 12:00:00 AM
2022-06-10T04-15-36,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,18,06/07/2022 12:00:00 AM
2022-06-10T04-15-36,91010,CVS Store #16100,NLP,NLP,NLP,10,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,91010,CVS Store #09788,NLP,NLP,NLP,33,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,91010,CVS Store #16100,NLP,NLP,NLP,8,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,16,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,91010,CVS Store #09788,NLP,NLP,NLP,31,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/11/2022 12:00:00 AM
2022-06-12T04-15-15,91010,CVS Store #16100,NLP,NLP,NLP,8,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,16,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,91010,CVS Store #09788,NLP,NLP,NLP,31,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/12/2022 12:00:00 AM
2022-06-13T04-15-40,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,16,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,91010,CVS Store #16100,NLP,NLP,NLP,8,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,91010,CVS Store #09788,NLP,NLP,NLP,31,06/10/2022 12:00:00 AM
2022-06-14T04-15-16,91010,CVS Store #16100,NLP,NLP,NLP,9,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,91010,CVS Store #09788,NLP,NLP,NLP,29,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,16,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,91010,CVS Store #09788,NLP,NLP,NLP,29,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,16,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,91010,CVS Store #16100,NLP,NLP,NLP,9,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,91010,CVS Store #09788,NLP,NLP,NLP,29,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,16,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,192,06/15/2022 12:00:00 AM
2022-06-16T04-15-45,91010,CVS Store #16100,NLP,NLP,NLP,9,06/14/2022 12:00:00 AM
2022-06-17T04-15-27,91010,CVS Store #16100,NLP,NLP,NLP,29,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,15,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,91010,CVS Store #09788,NLP,NLP,NLP,21,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,191,06/16/2022 12:00:00 AM
2022-06-18T04-15-18,91010,CVS Store #16100,NLP,NLP,NLP,28,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,15,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,91010,CVS Store #09788,NLP,NLP,NLP,20,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,189,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,91010,CVS Store #16100,NLP,NLP,NLP,28,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,91010,CVS Store #09788,NLP,NLP,NLP,20,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,15,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,189,06/18/2022 12:00:00 AM
2022-06-20T04-15-58,91010,CVS Store #16100,NLP,NLP,NLP,28,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,15,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,91010,CVS Store #09788,NLP,NLP,NLP,20,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,189,06/19/2022 12:00:00 AM
2022-06-21T04-15-35,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,15,06/17/2022 12:00:00 AM
2022-06-21T04-15-35,91010,CVS Store #09788,NLP,NLP,NLP,37,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,189,06/20/2022 12:00:00 AM
2022-06-21T04-15-35,91010,CVS Store #16100,NLP,NLP,NLP,28,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,188,06/21/2022 12:00:00 AM
2022-06-22T04-15-20,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,15,06/21/2022 12:00:00 AM
2022-06-22T04-15-20,91010,CVS Store #16100,NLP,NLP,NLP,28,06/20/2022 12:00:00 AM
2022-06-22T04-15-20,91010,CVS Store #09788,NLP,NLP,NLP,37,06/20/2022 12:00:00 AM
2022-06-23T04-15-16,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,13,06/22/2022 12:00:00 AM
2022-06-23T04-15-16,91010,CVS Store #16100,NLP,NLP,NLP,27,06/22/2022 12:00:00 AM
2022-06-23T04-15-16,91010,CVS Store #09788,NLP,NLP,NLP,36,06/22/2022 12:00:00 AM
2022-06-23T04-15-16,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,188,06/22/2022 12:00:00 AM
2022-06-24T04-15-26,91010,CVS Store #09788,NLP,NLP,NLP,35,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,91010,CVS Store #16100,NLP,NLP,NLP,27,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,188,06/23/2022 12:00:00 AM
2022-06-24T04-15-26,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,13,06/23/2022 12:00:00 AM
2022-06-25T04-15-18,91010,CVS Store #09788,NLP,NLP,NLP,31,06/24/2022 12:00:00 AM
2022-06-25T04-15-18,91010,CVS Store #16100,NLP,NLP,NLP,27,06/24/2022 12:00:00 AM
2022-06-25T04-15-18,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,188,06/24/2022 12:00:00 AM
2022-06-25T04-15-18,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,13,06/24/2022 12:00:00 AM
2022-06-26T04-15-17,91010,CVS Store #09788,NLP,NLP,NLP,31,06/24/2022 12:00:00 AM
2022-06-26T04-15-17,91010,CVS Store #16100,NLP,NLP,NLP,27,06/24/2022 12:00:00 AM
2022-06-26T04-15-17,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,06/25/2022 12:00:00 AM
2022-06-26T04-15-17,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,13,06/24/2022 12:00:00 AM
2022-06-27T04-15-31,91010,CVS Store #09788,NLP,NLP,NLP,31,06/24/2022 12:00:00 AM
2022-06-27T04-15-31,91010,CVS Store #16100,NLP,NLP,NLP,27,06/24/2022 12:00:00 AM
2022-06-27T04-15-31,91010,CITY OF HOPE NATIONAL MEDICAL CENTE,NLP,NLP,NLP,187,06/26/2022 12:00:00 AM
2022-06-27T04-15-31,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,13,06/24/2022 12:00:00 AM
2022-06-28T04-15-44,91010,Walmart Pharmacy #2401,NLP,NLP,NLP,12,06/27/2022 12:00:00 AM
