2022-03-08T14-40-56,12180,SAMARITAN HOSP PURCHASING,03/03/2022 12:00:00 AM,03/07/2022 12:00:00 AM,40,,
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #05032,NLP,NLP,NLP,24,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Rite Aid 10687,NLP,NLP,NLP,13,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,31,05/23/2022 12:00:00 AM
2022-05-24T05-46-03,12180,CVS Store #00344,NLP,NLP,NLP,70,05/23/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,WALGREENS STORE #10548,NLP,NLP,NLP,2,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,28,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,12180,Walmart Pharmacy #2370,NLP,NLP,NLP,26,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,12180,Rite Aid 01561,NLP,NLP,NLP,20,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,12180,CVS Store #05032,NLP,NLP,NLP,24,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,12180,Rite Aid 10687,NLP,NLP,NLP,11,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,12180,CVS Store #00344,NLP,NLP,NLP,70,05/24/2022 12:00:00 AM
