2022-03-08T14-40-56,33408,Winships Prescription Center,03/02/2022 12:00:00 AM,03/04/2022 12:00:00 AM,40,40,03/08/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,1,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,65,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-25T05-39-27,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,63,05/26/2022 12:00:00 AM
2022-05-26T07-59-29,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,63,05/26/2022 12:00:00 AM
2022-05-26T07-59-29,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,63,05/26/2022 12:00:00 AM
2022-05-26T07-59-29,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/25/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #05080,NLP,NLP,NLP,25,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #03866,NLP,NLP,NLP,48,05/24/2022 12:00:00 AM
2022-05-26T07-59-29,33408,CVS Store #05109,NLP,NLP,NLP,26,05/24/2022 12:00:00 AM
2022-05-27T05-48-57,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,62,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,33408,CVS Store #05080,NLP,NLP,NLP,20,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,33408,CVS Store #03866,NLP,NLP,NLP,45,05/26/2022 12:00:00 AM
2022-05-27T05-48-57,33408,CVS Store #05109,NLP,NLP,NLP,23,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,62,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/26/2022 12:00:00 AM
2022-05-28T05-34-18,33408,CVS Store #05080,NLP,NLP,NLP,36,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,33408,CVS Store #05109,NLP,NLP,NLP,42,05/27/2022 12:00:00 AM
2022-05-28T05-34-18,33408,CVS Store #03866,NLP,NLP,NLP,44,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,61,05/28/2022 12:00:00 AM
2022-05-29T05-31-58,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/26/2022 12:00:00 AM
2022-05-29T05-31-58,33408,CVS Store #05080,NLP,NLP,NLP,36,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,33408,CVS Store #05109,NLP,NLP,NLP,42,05/27/2022 12:00:00 AM
2022-05-29T05-31-58,33408,CVS Store #03866,NLP,NLP,NLP,44,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,57,05/29/2022 12:00:00 AM
2022-05-30T05-32-42,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/26/2022 12:00:00 AM
2022-05-30T05-32-42,33408,CVS Store #05080,NLP,NLP,NLP,36,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,33408,CVS Store #05109,NLP,NLP,NLP,42,05/27/2022 12:00:00 AM
2022-05-30T05-32-42,33408,CVS Store #03866,NLP,NLP,NLP,44,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,62,05/26/2022 12:00:00 AM
2022-05-31T08-56-01,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,57,05/30/2022 12:00:00 AM
2022-05-31T08-56-01,33408,CVS Store #05080,NLP,NLP,NLP,36,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,33408,CVS Store #05109,NLP,NLP,NLP,42,05/27/2022 12:00:00 AM
2022-05-31T08-56-01,33408,CVS Store #03866,NLP,NLP,NLP,44,05/27/2022 12:00:00 AM
2022-06-01T05-37-50,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,61,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,55,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,33408,CVS Store #05080,NLP,NLP,NLP,35,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,33408,CVS Store #05109,NLP,NLP,NLP,41,05/31/2022 12:00:00 AM
2022-06-01T05-37-50,33408,CVS Store #03866,NLP,NLP,NLP,39,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,33408,CVS Store #05109,NLP,NLP,NLP,41,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,33408,WALGREENS STORE #05254,NLP,NLP,NLP,10,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,54,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,33408,CVS Store #05080,NLP,NLP,NLP,35,05/31/2022 12:00:00 AM
2022-06-02T07-54-10,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,59,06/01/2022 12:00:00 AM
2022-06-02T07-54-10,33408,CVS Store #03866,NLP,NLP,NLP,39,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,33408,CVS Store #05109,NLP,NLP,NLP,41,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,33408,WALGREENS STORE #05254,NLP,NLP,NLP,10,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,54,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,33408,CVS Store #05080,NLP,NLP,NLP,35,05/31/2022 12:00:00 AM
2022-06-03T08-50-11,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,59,06/01/2022 12:00:00 AM
2022-06-03T08-50-11,33408,CVS Store #03866,NLP,NLP,NLP,39,05/31/2022 12:00:00 AM
2022-06-04T19-11-08,33408,WALGREENS STORE #05254,NLP,NLP,NLP,14,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33408,CVS Store #05109,NLP,NLP,NLP,54,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,45,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,59,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33408,CVS Store #05080,NLP,NLP,NLP,48,06/03/2022 12:00:00 AM
2022-06-04T19-11-08,33408,CVS Store #03866,NLP,NLP,NLP,36,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,44,06/04/2022 12:00:00 AM
2022-06-05T08-48-25,33408,CVS Store #05109,NLP,NLP,NLP,54,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,33408,WALGREENS STORE #05254,NLP,NLP,NLP,14,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,33408,CVS Store #05080,NLP,NLP,NLP,48,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,59,06/03/2022 12:00:00 AM
2022-06-05T08-48-25,33408,CVS Store #03866,NLP,NLP,NLP,36,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,43,06/05/2022 12:00:00 AM
2022-06-06T06-32-51,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,59,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33408,CVS Store #05080,NLP,NLP,NLP,48,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33408,WALGREENS STORE #05254,NLP,NLP,NLP,14,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33408,CVS Store #03866,NLP,NLP,NLP,36,06/03/2022 12:00:00 AM
2022-06-06T06-32-51,33408,CVS Store #05109,NLP,NLP,NLP,54,06/03/2022 12:00:00 AM
2022-06-07T05-36-41,33408,CVS Store #03866,NLP,NLP,NLP,32,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33408,CVS Store #05080,NLP,NLP,NLP,43,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33408,CVS Store #05109,NLP,NLP,NLP,53,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33408,WALGREENS STORE #05254,NLP,NLP,NLP,3,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/06/2022 12:00:00 AM
2022-06-07T05-36-41,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,39,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,33408,CVS Store #05080,NLP,NLP,NLP,42,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,33408,CVS Store #03866,NLP,NLP,NLP,29,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/06/2022 12:00:00 AM
2022-06-08T05-42-02,33408,WALGREENS STORE #05254,NLP,NLP,NLP,103,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,33408,CVS Store #05109,NLP,NLP,NLP,53,06/07/2022 12:00:00 AM
2022-06-08T05-42-02,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,36,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,33408,CVS Store #05109,NLP,NLP,NLP,50,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,34,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,33408,WALGREENS STORE #05254,NLP,NLP,NLP,103,06/07/2022 12:00:00 AM
2022-06-09T04-15-20,33408,CVS Store #03866,NLP,NLP,NLP,28,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,33408,CVS Store #05080,NLP,NLP,NLP,40,06/08/2022 12:00:00 AM
2022-06-09T04-15-20,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/06/2022 12:00:00 AM
2022-06-10T04-15-36,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,33,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33408,CVS Store #03866,NLP,NLP,NLP,26,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33408,CVS Store #05080,NLP,NLP,NLP,40,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33408,CVS Store #05109,NLP,NLP,NLP,48,06/09/2022 12:00:00 AM
2022-06-10T04-15-36,33408,WALGREENS STORE #05254,NLP,NLP,NLP,104,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,33408,CVS Store #05080,NLP,NLP,NLP,38,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,33408,CVS Store #05109,NLP,NLP,NLP,46,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/09/2022 12:00:00 AM
2022-06-11T04-15-14,33408,WALGREENS STORE #05254,NLP,NLP,NLP,23,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,33408,CVS Store #03866,NLP,NLP,NLP,25,06/10/2022 12:00:00 AM
2022-06-11T04-15-14,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,32,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,33408,CVS Store #05080,NLP,NLP,NLP,38,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,33408,CVS Store #05109,NLP,NLP,NLP,46,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/09/2022 12:00:00 AM
2022-06-12T04-15-15,33408,WALGREENS STORE #05254,NLP,NLP,NLP,23,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,33408,CVS Store #03866,NLP,NLP,NLP,25,06/10/2022 12:00:00 AM
2022-06-12T04-15-15,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,30,06/11/2022 12:00:00 AM
2022-06-13T04-15-40,33408,CVS Store #05109,NLP,NLP,NLP,46,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,33408,CVS Store #05080,NLP,NLP,NLP,38,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/09/2022 12:00:00 AM
2022-06-13T04-15-40,33408,WALGREENS STORE #05254,NLP,NLP,NLP,23,06/10/2022 12:00:00 AM
2022-06-13T04-15-40,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,30,06/12/2022 12:00:00 AM
2022-06-13T04-15-40,33408,CVS Store #03866,NLP,NLP,NLP,25,06/10/2022 12:00:00 AM
2022-06-14T04-15-16,33408,WALGREENS STORE #05254,NLP,NLP,NLP,20,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,29,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33408,CVS Store #05080,NLP,NLP,NLP,36,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33408,CVS Store #03866,NLP,NLP,NLP,23,06/13/2022 12:00:00 AM
2022-06-14T04-15-16,33408,CVS Store #05109,NLP,NLP,NLP,44,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,33408,WALGREENS STORE #05254,NLP,NLP,NLP,20,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/13/2022 12:00:00 AM
2022-06-15T04-15-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,29,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,33408,CVS Store #03866,NLP,NLP,NLP,23,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,33408,CVS Store #05080,NLP,NLP,NLP,36,06/14/2022 12:00:00 AM
2022-06-15T04-15-27,33408,CVS Store #05109,NLP,NLP,NLP,44,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,33408,WALGREENS STORE #05254,NLP,NLP,NLP,20,06/13/2022 12:00:00 AM
2022-06-16T04-15-45,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,58,06/13/2022 12:00:00 AM
2022-06-16T04-15-45,33408,CVS Store #05080,NLP,NLP,NLP,36,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,33408,CVS Store #03866,NLP,NLP,NLP,23,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,33408,CVS Store #05109,NLP,NLP,NLP,44,06/14/2022 12:00:00 AM
2022-06-16T04-15-45,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,28,06/15/2022 12:00:00 AM
2022-06-17T04-15-27,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,25,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,33408,CVS Store #03866,NLP,NLP,NLP,38,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,57,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,33408,CVS Store #05080,NLP,NLP,NLP,30,06/16/2022 12:00:00 AM
2022-06-17T04-15-27,33408,CVS Store #05109,NLP,NLP,NLP,38,06/16/2022 12:00:00 AM
2022-06-18T04-15-18,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,25,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,33408,CVS Store #05080,NLP,NLP,NLP,26,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,33408,CVS Store #05109,NLP,NLP,NLP,36,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,33408,CVS Store #03866,NLP,NLP,NLP,38,06/17/2022 12:00:00 AM
2022-06-18T04-15-18,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,57,06/16/2022 12:00:00 AM
2022-06-19T04-15-29,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,24,06/18/2022 12:00:00 AM
2022-06-19T04-15-29,33408,CVS Store #05080,NLP,NLP,NLP,26,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,33408,WINSHIPS PRESCRIPTION CENTER,NLP,NLP,NLP,57,06/16/2022 12:00:00 AM
2022-06-19T04-15-29,33408,CVS Store #03866,NLP,NLP,NLP,38,06/17/2022 12:00:00 AM
2022-06-19T04-15-29,33408,CVS Store #05109,NLP,NLP,NLP,36,06/17/2022 12:00:00 AM
2022-06-20T04-15-58,33408,URGENT CARE OF THE PALM BEACHES,NLP,NLP,NLP,23,06/19/2022 12:00:00 AM
