State Date       Time   Providers Details
IN    2022-03-16 18-51  -27       ['IN,Anderson,46016,St Vincent Anderson Regional Hospit', 'IN,Bluffton,46714,Bluffton Regional Medical Center', 'IN,Danville,46122,Hendricks Regional Hospital', 'IN,Frankfort,46041,Iuh Frankfort', 'IN,Gary,46402,Methodist Hospitals - Northlake', 'IN,Greensburg,47240,Decatur County Memorial Hospital', 'IN,Hartford City,47348,Iuh Blackford Hospital', 'IN,Indianapolis,46202,Iuh Methodist Hospital', 'IN,Indianapolis,46250,Amerimed Home Infusion Pharmacy', 'IN,Indianapolis,46250,Pharmscript Of In, Llc', 'IN,Jeffersonville,47130,Clark Memorial Hospital', 'IN,Jeffersonville,47130,Kentuckiana Medicine', 'IN,Kokomo,46901,Ascension St. Vincent Kokomo', 'IN,Kokomo,46902,Community Howard Regional Health', 'IN,Lafayette,47905,Iuh Arnett Hospital', 'IN,Lebanon,46052,Witham Health Services', 'IN,Marion,46952,Marion General Hospital', 'IN,Merrillville,46410,Methodist Hospitals - Southlake', 'IN,Mishawaka,46545,St Joseph Reg Med Ctr-South Bend', 'IN,Monticello,47960,Iuh White Memorial Hospital', 'IN,Muncie,47303,Iu Health Ball Memorial Hospital', 'IN,Paoli,47454,Iuh Paoli Hospital', 'IN,Peru,46970,Dukes Memorial Hospital', 'IN,Portland,47371,Iuh Jay', 'IN,Scottsburg,47170,Scott Memorial Health', 'IN,Terre Haute,47804,Union Hospital', 'IN,Warsaw,46580,Kosciusko Community Hospital']
IN    2022-03-18 09-58  +2        ['IN,Greensburg,47240,Decatur County Memorial Hospital', 'IN,Marion,46952,Marion General Hospital']
IN    2022-03-18 09-58  -2        ['IN,Indianapolis,46256,Dr. Aziz Pharmacy', 'IN,South Bend,46601,Memorial Hospital Of South Bend']
IN    2022-03-18 11-17  +1        ['IN,Indianapolis,46250,Pharmscript Holdcoandsubsidiaries']
IN    2022-03-19 08-15  +2        ['IN,Mishawaka,46545,St Joseph Reg Med Ctr-South Bend', 'IN,Monticello,47960,Iuh White Memorial Hospital']
IN    2022-03-19 08-15  -1        ['IN,Richmond,47374,Reid Health']
IA    2022-02-22 09-09  -21       ['IA,Ames,50010,Mary Greeley Medical Center', 'IA,Cedar Rapids,52403,Mercy Medical Center-Cedar Rapids', 'IA,Centerville,52544,Mercyone Centerville Medical Center', 'IA,Council Bluffs,51503,Methodist Jennie Edmundson Hosp', 'IA,Cresco,52136,Regional Hlth Services Of Howard Co', 'IA,Des Moines,50309,Hy-Vee Pharmacy Solutions Des Moine', 'IA,Des Moines,50309,Iowa Methodist Medical Center', 'IA,Des Moines,50314,Mercyone Des Moines Medical Center', 'IA,Des Moines,50316,Iowa Lutheran Hospital', 'IA,Dubuque,52001,Mercyone Dubuque Medical Center', 'IA,Estherville,51334,Avera Holy Family Hospital', 'IA,Grinnell,50112,Grinnell Regional Medical Center', 'IA,Guthrie Center,50115,Guthrie County Hospital', 'IA,Iowa City,52242,Univ Of Iowa Hospitals Clinics', 'IA,Iowa City,52246,V23 636A8 Iowa City, Ia', 'IA,Knoxville,50138,Knoxville Hospital And Clinics', 'IA,Missouri Valley,51555,Chi Health Hospital-Missouri Valley', 'IA,Rock Rapids,51246,Avera Merrill Pioneer Hospital', 'IA,Sioux City,51101,Mercyone Siouxland Medical Center', 'IA,Spencer,51301,Spencer Hospital', 'IA,Waterloo,50703,Allen Memorial Hospital']
IA    2022-03-03 10-04  +8        ['IA,Albia,52531,Monroe County Hospital', 'IA,Humboldt,50548,Humboldt County Memorial Hospital', 'IA,Manchester,52057,Regional Medical Center', 'IA,Manning,51455,Manning Regional Healthcare Center', 'IA,Maquoketa,52060,Jackson County Regional Health Ctr', 'IA,Rock Valley,51247,Hegg Memorial Health Center', 'IA,Sioux Center,51250,Sioux Center Health', 'IA,Washington,52353,Washington County Hospital']
IA    2022-03-08 14-40  +11       ['IA,Algona,50511,Kossuth Regional Hlth Center-Algona', 'IA,Corydon,50060,Wayne County Hospital', 'IA,Des Moines,50314,Broadlawns Medical Center', 'IA,Elkader,52043,Mercyone Elkader Medical Center', 'IA,Hamburg,51640,George C. Grape Community Hospital', 'IA,Ida Grove,51445,Horn Memorial Hospital', 'IA,Leon,50144,Decatur County Hospital', 'IA,Osceola,50213,Clarke County Hospital', 'IA,Sibley,51249,Osceola Community Hospital', 'IA,Sumner,50674,Community Memorial Hospital Medical', 'IA,Waterloo,50702,Mercyone Waterloo Medical Center']
IA    2022-03-16 18-51  +3        ['IA,Anamosa,52205,Jones Regional Medical Center', 'IA,Britt,50401,Hancock County Health System', 'IA,Storm Lake,50588,Buena Vista Regional Medical Center']
IA    2022-03-16 18-51  -8        ['IA,Cedar Rapids,52402,St Lukes Hosp-Womens - Child. Ctr', 'IA,Centerville,52544,Mercyone Centerville Medical Center', 'IA,Hamburg,51640,George C. Grape Community Hospital', 'IA,Hawarden,51023,Hawarden Regional Healthcare', 'IA,Marshalltown,50158,Unitypoint Health-Marshalltown', 'IA,Osceola,50213,Clarke County Hospital', 'IA,Sheldon,51201,Sanford Sheldon Medical Center', 'IA,Washington,52353,Washington County Hospital']
IA    2022-03-18 09-58  +6        ['IA,Leon,,Decatur County Hospital', 'IA,Marshalltown,50158,Unitypoint Health-Marshalltown', 'IA,Primghar,51245,Mercyone Primghar Medical Center', 'IA,Sheldon,51201,Sanford Sheldon Medical Center', 'IA,Washington,52353,Washington County Hospital', 'IA,West Des Moines,,Methodist West Hospital']
IA    2022-03-18 09-58  -2        ['IA,Leon,50144,Decatur County Hospital', 'IA,West Des Moines,50266,Methodist West Hospital']
IA    2022-03-18 11-17  +3        ['IA,Leon,50144,Decatur County Hospital', 'IA,Urbandale,50322,Pharmscript Holdcoandsubsidiaries', 'IA,West Des Moines,50266,Methodist West Hospital']
IA    2022-03-18 11-17  -3        ['IA,Independence,50644,Buchanan Co Health Ctr-Independence', 'IA,Leon,,Decatur County Hospital', 'IA,West Des Moines,,Methodist West Hospital']
IA    2022-03-19 08-15  -1        ['IA,Urbandale,50322,Pharmscript Holdcoandsubsidiaries']
IA    2022-03-19 11-58  -1        ['IA,Newton,50208,Mercyone Newton Medical Center']
KS    2022-02-22 09-09  -44       ['KS,Ashland,67831,Ashland Health Center', 'KS,Belleville,66935,Republic Cnty Hospital', 'KS,Chanute,66720,Neosho Memorial Regional Med Center', 'KS,Coffeyville,67337,Coffeyville Reg Med Ctr', 'KS,Colby,67701,Citizens Med Ctr', 'KS,Dodge City,67801,Western Plains Medical Complex', 'KS,El Dorado,67042,Susan B Allen Memorial Hospital', 'KS,Emporia,66801,Newman Reg Health', 'KS,Garden City,67846,St Catherine Hospital (9225)', 'KS,Girard,66743,Girard Medical Center', 'KS,Goodland,67735,Goodland Regional Medical Center', 'KS,Greensburg,67054,Kiowa County Memorial Hospital', 'KS,Hiawatha,66434,Hiawatha Comm Hsptl', 'KS,Hutchinson,67502,Hutchinson Regional Medical Center', 'KS,Iola,66749,Allen County Hospital', 'KS,Junction City,66441,Geary Community Hosp', 'KS,Kansas City,66112,Providence Medical Center-Meditech', 'KS,Kingman,67068,Kingman Community Hospital', 'KS,Lawrence,66044,Lawrence Memorial Hospital', 'KS,Leavenworth,66048,St John Hospital - Med (9057) Hl7', 'KS,Lenexa,66219,University Of Kansas Hospital', 'KS,Liberal,67901,Southwest Med Ctr Phcy', 'KS,Manhattan,66502,Ascn Via Christi Hosp Mhk', 'KS,Marion,66861,St. Luke Hospital', 'KS,Mcpherson,67460,Mcpherson Hospital', 'KS,Medicine Lodge,67104,Medicine Lodge Memorial Hospital', 'KS,Minneola,67865,Minneola District Hospital', 'KS,Ness City,67560,Ness County Hospital', 'KS,Newton,67114,Newton Medical Center', 'KS,Osborne,67473,Osborne County Memorial Hospital', 'KS,Ottawa,66067,Adventhealth Ottawa Hospital', 'KS,Overland Park,66209,Menorah Med Center', 'KS,Overland Park,66215,Overland Park Regional Medical Cent', 'KS,Pittsburg,66762,Ascn Via Christi Hsptl Pittsburg', 'KS,Ransom,67572,Grisell Memorial Hospital', 'KS,Salina,67401,Salina Regional Hlth Center (2036)', 'KS,Seneca,66538,Nemaha Valley Community Hospital', 'KS,Shawnee Mission,66204,Adventhealth Shawnee Mission Hsptl', 'KS,St Francis,67756,Cheyenne Co Hospital', 'KS,Topeka,66604,Stormont-Vail Healthcare Sys Hospit', 'KS,Topeka,66606,Univ Of Ks Hs St. Francis Campus', 'KS,Tribune,67879,Greeley County Health Services', 'KS,Wichita,67214,Via Christi Hospital St. Francis', 'KS,Winfield,67156,William Newton Memorial Hosp']
KS    2022-03-03 10-04  +5        ['KS,Anthony,67003,Patterson Health Center', 'KS,Hoxie,67740,Sheridan County Hosp', 'KS,La Crosse,67548,Rush County Memorial Hospital', 'KS,Overland Park,66211,Childrens Mercy Hsptl Ks (9245)', 'KS,Phillipsburg,67661,Phillips County Hospital']
KS    2022-03-08 14-40  +6        ['KS,Coldwater,67029,Comanche County Hospital', 'KS,Hanover,66945,Hanover Hospital', 'KS,Hays,67601,Hays Medical Center', 'KS,Hill City,67642,Graham County Hosp', 'KS,Holton,66436,Holton Community Hospital', 'KS,Ulysses,67880,Bob Wilson Mem Hosp Phcy']
KS    2022-03-16 18-51  +4        ['KS,Atwood,67730,Rawlins County Health Center', 'KS,Olathe,66061,Auburn Pharmacy Inc-Olathe', 'KS,Olathe,66061,Olathe Medical Center', 'KS,Topeka,66606,Comprehensive Cancer Cntr']
KS    2022-03-16 18-51  -12       ['KS,Andover,67002,Kansas Medical Center', 'KS,Atwood,67730,Rawlins Clinic-Atwood', 'KS,Dodge City,67801,Western Plains Medical Complex', 'KS,Fredonia,66736,Fredonia Regional Hospital', 'KS,Goodland,67735,Goodland Regional Medical Center', 'KS,Hugoton,67951,Stevens County Hospital', 'KS,Johnson,67855,Stanton County Hospital', 'KS,Junction City,66441,Geary Community Hosp', 'KS,Lakin,67860,Kearny County Hospital (2060) Hl7', 'KS,Ness City,67560,Ness County Hospital', 'KS,St Francis,67756,Cheyenne Co Hospital', 'KS,Topeka,66606,Univ Of Ks Hs St. Francis Campus']
KS    2022-03-18 09-58  +2        ['KS,Dodge City,67801,Western Plains Medical Complex', 'KS,Mcpherson,,Mcpherson Hospital']
KS    2022-03-18 09-58  -3        ['KS,Mcpherson,67460,Mcpherson Hospital', 'KS,Olathe,66061,Olathe Medical Center', 'KS,Parsons,67357,Labette Hlth Hospital']
KS    2022-03-18 11-17  +2        ['KS,Goodland,67735,Goodland Regional Medical Center', 'KS,Mcpherson,67460,Mcpherson Hospital']
KS    2022-03-18 11-17  -4        ['KS,Mcpherson,,Mcpherson Hospital', 'KS,Overland Park,66209,Menorah Med Center', 'KS,Scott City,67871,Scott County Hospital', 'KS,Shawnee Mission,66204,Adventhealth Shawnee Mission Hsptl']
KS    2022-03-19 11-58  +1        ['KS,Scott City,67871,Scott County Hospital']
KS    2022-03-19 11-58  -3        ['KS,Ellinwood,67526,Great Plains Of Ellinwood Inc', 'KS,Lawrence,66046,Haskell Health Center Usphs', 'KS,Mcpherson,67460,Mcpherson Hospital']
KY    2022-02-22 09-09  -16       ['KY,Ashland,41101,Kings Daughters Medical Center', 'KY,Berea,40403,St Joseph Berea', 'KY,Bowling Green,42101,The Medical Center Of Bowling Green', 'KY,Columbia,42728,First Choice Immediate Care', 'KY,Fort Campbell,42223,Ft Campbell - Blanchfield', 'KY,Hazard,41701,Arh Hazard Arh Regional Med Ctr', 'KY,Hazard,41701,Primary Care Centers Of Eky Hazard', 'KY,London,40741,Saint Joseph - London 100281', 'KY,Louisville,40202,Norton Cancer Institute', 'KY,Louisville,40202,University Of Louisville Hospital', 'KY,Morehead,40351,St Claire Regional Medical Center', 'KY,Murray,42071,Murray-Calloway County Hospital', 'KY,Owensboro,42303,Owensboro Health Regional Hospital', 'KY,Paducah,42003,Mercy Health Lourdes Hospital', 'KY,Pikeville,41501,Pikeville Medical Center 200366', 'KY,Winchester,40391,Clark Regional Medical Center']
KY    2022-03-08 14-40  +1        ['KY,Mount Vernon,40456,Rockcastle Hosp And Resp Care Ctr']
KY    2022-03-08 14-40  -1        ['KY,Lexington,40503,Baptist Health Lexington']
KY    2022-03-16 18-51  +4        ['KY,Columbia,42728,Cumberland Family Medical Center, I', 'KY,Lexington,40503,Baptist Health Lexington', 'KY,Louisville,40202,Norton Hospital-100234', 'KY,Middlesboro,40965,Arh Middlesboro Arh Hospital']
KY    2022-03-16 18-51  -16       ['KY,Berea,40403,St Joseph Berea', 'KY,Columbia,42728,First Choice Immediate Care', 'KY,Fort Campbell,42223,Ft Campbell - Blanchfield', 'KY,Greenville,42345,Owensboro Health Muhlenberg Hosp', 'KY,Hazard,41701,Arh Hazard Arh Regional Med Ctr', 'KY,Hyden,41749,Arh Mary Breckinridge Arh Hospital', 'KY,Jackson,41339,Kentucky River Medical Center', 'KY,Lagrange,40031,Baptist Hospital Lagrange', 'KY,Louisa,41230,Three Rivers Medical Center', 'KY,Madisonville,42431,Baptist Health Madisonville', 'KY,Mayfield,42066,Jackson Purchase Medical Center', 'KY,Mcdowell,41647,Arh Mcdowell Arh Hospital', 'KY,Morehead,40351,St Claire Regional Medical Center', 'KY,Murray,42071,Murray-Calloway County Hospital', 'KY,Paintsville,41240,Arh Paintsville Arh Hospital', 'KY,West Liberty,41472,Arh Morgan County Arh Hospital']
KY    2022-03-18 09-58  +11       ['KY,Barbourville,40906,Arh Barbourville Arh Hospital', 'KY,Harlan,40831,Arh Harlan Arh Hospital', 'KY,Hazard,41701,Arh Hazard Arh Regional Med Ctr', 'KY,Hyden,41749,Arh Mary Breckinridge Arh Hospital', 'KY,London,,Saint Joseph - London 100281', 'KY,Mcdowell,41647,Arh Mcdowell Arh Hospital', 'KY,Paintsville,41240,Arh Paintsville Arh Hospital', 'KY,South Williamson,41503,Arh Tug Valley Arh Regional Medical', 'KY,West Liberty,41472,Arh Morgan County Arh Hospital', 'KY,Whitesburg,41858,Arh Whitesburg Arh Hospital', 'KY,Winchester,,Clark Regional Medical Center']
KY    2022-03-18 09-58  -3        ['KY,London,40741,Saint Joseph - London 100281', 'KY,Louisville,40202,Norton Hospital-100234', 'KY,Winchester,40391,Clark Regional Medical Center']
KY    2022-03-18 11-17  +2        ['KY,London,40741,Saint Joseph - London 100281', 'KY,Winchester,40391,Clark Regional Medical Center']
KY    2022-03-18 11-17  -3        ['KY,Lexington,40503,Baptist Health Lexington', 'KY,London,,Saint Joseph - London 100281', 'KY,Winchester,,Clark Regional Medical Center']
LA    2022-02-22 09-09  -61       ['LA,Abbeville,70510,Abbeville General Hospital', 'LA,Alexadnria,71301,Christus St. Frances Cabrini Hospit', 'LA,Alexandria,71301,Rapides Regional Medical Center', 'LA,Amite,70422,Hood Memorial Hospital', 'LA,Bastrop,71220,Morehouse General Hospital', 'LA,Baton Roge,70809,Baton Rouge General Medical Center', 'LA,Baton Rouge,70805,Lsu Health Br North Clinic Pharmacy', 'LA,Baton Rouge,70808,Our Lady Of The Lake Reg Med Ctr', 'LA,Bogalusa,70427,Olah-617 Avenue', 'LA,Bossier City,71111,Wk Bossier Health Center', 'LA,Bunkie,71322,Bunkie General Hospital', 'LA,Columbia,71418,Caldwell Memorial Hospital', 'LA,Columbia,71418,Citizens Medical Center', 'LA,Coushatta,71019,Christus Coushatta Health Care Cent', 'LA,Covington,70433,St. Tammany Parish Hospital', 'LA,Cut Off,70345,Lady Of The Sea Hospital', 'LA,Delhi,71232,Richland Parish Hospital', 'LA,Deridder,70634,Beauregard Memorial Hospital', 'LA,Eunice,70535,Acadian Medical Center', 'LA,Farmerville,71241,Union General Hospital Pharmacy', 'LA,Franklinton,70438,Riverside Medical Center', 'LA,Greensburg,70441,St. Helena Parish Hospital Pharmacy', 'LA,Hammond,70403,North Oaks Health System-Pharmacy', 'LA,Homer,71040,Claiborne Memorial Medical Center', 'LA,Houma,70360,Terrebonne General  Health System', 'LA,Jena,71342,Lasalle General Hospital', 'LA,Jonesboro,71251,Jackson Parish Hospital', 'LA,Kinder,70648,Allen Parish Hospital Medical Ctr', 'LA,Lafayette,70503,Ochsner Lafayette General Medical C', 'LA,Lafayette,70508,Our Lady Of Lourdes Rmc, Inc.', 'LA,Lake Charles,70601,Christus Ochsner St. Patrick Hospit', 'LA,Lake Charles,70601,Lake Charles Memorial Hospital', 'LA,Lake Charles,70605,Avail Hospital Pharmacy', 'LA,Lake Providence,71254,East Carroll Parish Hospital', 'LA,Leesville,71446,Byrd Regional Hospital', 'LA,Lutcher,70071,St. James Parish Hospital', 'LA,Mamou,70554,Savoy Medical Center', 'LA,Mansfield,71052,Desoto Hospital Association', 'LA,Minden,71055,Minden Medical Center', 'LA,Monroe,71201,St. Francis Medical Center', 'LA,Monroe,71202,Ochsner Lsu Monroe Outpatient Pharm', 'LA,Natchitoches,71457,Natchitoches Regional Medical Cente', 'LA,New Iberia,70560,Iberia Medical Center', 'LA,New Orleans,70112,Tulane Medical Center', 'LA,New Orleans,70115,University Medical Center', 'LA,New Orleans,70121,Ochsner Medcial Center-Jefferson Hi', 'LA,New Roads,70760,Pointe Coupee General Hospital', 'LA,Oak Grove,71263,West Carroll Memorial Hospital', 'LA,Oakdale,71463,Clhg - Oakdale, Llc', 'LA,Olla,71465,Hardtner Medical Center', 'LA,Opelousas,70570,Opelousas General Hospital', 'LA,Rayville,71269,Richardson Medical Center', 'LA,Shreveport,71103,Willis Knighton Medical Center', 'LA,Shreveport,71105,Christus Shreveport Bossier', 'LA,Slidell,70458,Slidell Memorial Hospital', 'LA,Springhill,71075,Springhill Medical Center', 'LA,St. Francisville,70775,West Feliciana Parish Hospital', 'LA,Sulphur,70663,West Cal Cam Pharmacy', 'LA,Thibodaux,70301,Thibodaux Regional Health System', 'LA,Vivian,71082,North Caddo Medical Center', 'LA,Winnsboro,71295,Franklin Medical Center']
LA    2022-03-16 18-51  -34       ['LA,Alexadnria,71301,Christus St. Frances Cabrini Hospit', 'LA,Alexandria,71301,Rapides Regional Medical Center', 'LA,Amite,70422,Hood Memorial Hospital', 'LA,Bastrop,71220,Morehouse General Hospital', 'LA,Baton Roge,70809,Baton Rouge General Medical Center', 'LA,Baton Rouge,70805,Lsu Health Br North Clinic Pharmacy', 'LA,Baton Rouge,70808,Our Lady Of The Lake Reg Med Ctr', 'LA,Bernice,71222,Reeves Memorial Medical Center', 'LA,Bogalusa,70427,Olah-617 Avenue', 'LA,Bossier City,71111,Wk Bossier Health Center', 'LA,Bunkie,71322,Bunkie General Hospital', 'LA,Columbia,71418,Caldwell Memorial Hospital', 'LA,Covington,70433,St Tammany Parish Hosp Outpatient', 'LA,Covington,70433,St. Tammany Parish Hospital', 'LA,Deridder,70634,Beauregard Memorial Hospital', 'LA,Eunice,70535,Acadian Medical Center', 'LA,Franklinton,70438,Riverside Medical Center', 'LA,Greensburg,70441,St. Helena Parish Hospital Pharmacy', 'LA,Jonesboro,71251,Jackson Parish Hospital', 'LA,Lake Charles,70601,Christus Ochsner St. Patrick Hospit', 'LA,Lake Charles,70601,Lake Charles Memorial Hospital', 'LA,Leesville,71446,Byrd Regional Hospital', 'LA,Lutcher,70071,St. James Parish Hospital', 'LA,Mamou,70554,Savoy Medical Center', 'LA,Monroe,71201,St. Francis Medical Center', 'LA,Monroe,71202,Ochsner Lsu Hlth Monroe', 'LA,Monroe,71202,Ochsner Lsu Monroe Outpatient Pharm', 'LA,Oakdale,71463,Clhg - Oakdale, Llc', 'LA,Shreveport,71103,Willis Knighton Medical Center', 'LA,Springhill,71075,Springhill Medical Center', 'LA,St. Francisville,70775,West Feliciana Parish Hospital', 'LA,Sulphur,70663,West Cal Cam Pharmacy', 'LA,Ville Platte,70586,Mercy Regional Medical Center', 'LA,Winnsboro,71295,Franklin Medical Center']
LA    2022-03-18 09-58  +1        ['LA,Lafayette,,Our Lady Of Lourdes Rmc, Inc.']
LA    2022-03-18 09-58  -3        ['LA,Lafayette,70508,Our Lady Of Lourdes Rmc, Inc.', 'LA,New Orleans,70115,University Medical Center', 'LA,Olla,71465,Hardtner Medical Center']
LA    2022-03-18 11-17  +4        ['LA,Columbia,71418,Caldwell Memorial Hospital', 'LA,Lafayette,70508,Our Lady Of Lourdes Rmc, Inc.', 'LA,Leesville,71446,Byrd Regional Hospital', 'LA,Olla,71465,Hardtner Medical Center']
LA    2022-03-18 11-17  -5        ['LA,Lafayette,,Our Lady Of Lourdes Rmc, Inc.', 'LA,Minden,71055,Minden Medical Center', 'LA,New Orleans,70112,Tulane Medical Center', 'LA,Rayville,71269,Richardson Medical Center', 'LA,Shreveport,71105,Christus Shreveport Bossier']
LA    2022-03-19 08-15  +2        ['LA,New Orleans,70112,Tulane Medical Center', 'LA,Shreveport,71105,Christus Shreveport Bossier']
LA    2022-03-19 11-58  -1        ['LA,Thibodaux,70301,Thibodaux Regional Health System']
ME    2022-02-22 09-09  -9        ['ME,Augusta,04330,Maine General Medical Center', 'ME,Augusta,04330,Maine Veterans Homes', 'ME,Bangor,04401,Nl Eastern Maine Medical Center', 'ME,Bangor,04401,St Joseph Hospital', 'ME,Biddeford,04005,Southern Maine Medical Center', 'ME,Caribou,04736,Cary Medical Center', 'ME,Portland,04102,Maine Medical Center', 'ME,Rockport,04856,Pen Bay Medical Center', 'ME,York,03909,York Hospital']
ME    2022-03-08 14-40  +2        ['ME,Damariscotta,04543,Lincolnhealth', 'ME,Norway,04268,Stephens Memorial Hospital']
ME    2022-03-16 18-51  +1        ['ME,Skowhegan,04976,Redington Fairview General Pharmacy']
ME    2022-03-16 18-51  -8        ['ME,Augusta,04330,Maine Veterans Homes', 'ME,Biddeford,04005,Southern Maine Medical Center', 'ME,Caribou,04736,Cary Medical Center', 'ME,Damariscotta,04543,Lincolnhealth', 'ME,Norway,04268,Stephens Memorial Hospital', 'ME,Portland,04102,Maine Medical Center', 'ME,Rockport,04856,Pen Bay Medical Center', 'ME,York,03909,York Hospital']
ME    2022-03-18 09-58  -1        ['ME,Indian Township,04668,Passamaquoddy Health Center']
ME    2022-03-18 11-17  -3        ['ME,Bangor,04401,Nl Eastern Maine Medical Center', 'ME,Bangor,04401,St Joseph Hospital', 'ME,Skowhegan,04976,Redington Fairview General Pharmacy']
MD    2022-02-22 09-09  -13       ['MD,Annapolis,21401,Luminis Health Anne Arundel Medical', 'MD,Baltimore,21287,Johns Hopkins Hospital', 'MD,Berlin,21811,Atlantic General Hospital', 'MD,Cumberland,21502,Upmc Western Maryland (Wmrmc)', 'MD,Elkton,21921,Christianacare Union Hospital (Uhcc', 'MD,Frederick,21701,Frederick Health Hospital', 'MD,Glen Burnie,21061,Um Baltimore Washington Medical Cen', 'MD,Hagerstown,21742,Meritus Medical Center', 'MD,Oakland,21550,Garrett County Memorial Hosptial', 'MD,Pikesville,21208,American Infusion Services', 'MD,Prince Frederick,20678,Calverthealth Medical Center', 'MD,Salisbury,21801,Tidalhealth Peninsula Regional', 'MD,Takoma Park,20912,Adventist Healthcare Takoma Park Ca']
MD    2022-03-08 14-40  +3        ['MD,Baltimore,21215,Lifebridge - Sinai Hospital', 'MD,Catonsville,21228,Nasseri Clinic Catonsville', 'MD,Salisbury,21801,Tidalhealth Peninsula Regional']
MD    2022-03-16 18-51  +1        ['MD,Baltimore,21237,Franklin Square Hospital Center']
MD    2022-03-16 18-51  -11       ['MD,Baltimore,21204,Greater Baltimore Medical Center', 'MD,Baltimore,21209,Hatzalah Of Baltimore', 'MD,Baltimore,21287,Johns Hopkins Hospital', 'MD,Bethesda,20892,Nih Bethesda', 'MD,Catonsville,21228,Nasseri Clinic Catonsville', 'MD,Chevy Chase,20815,Tavicare, Delara Tavakoli, Md', 'MD,Frederick,21701,Frederick Health Hospital', 'MD,Gambrilsl,21054,First Call Medical Center Gambrills', 'MD,Hagerstown,21742,Meritus Medical Center', 'MD,Pikesville,21208,American Infusion Services', 'MD,Takoma Park,20912,Adventist Healthcare Takoma Park Ca']
MD    2022-03-18 09-58  +1        ['MD,Glen Burnie,,Um Baltimore Washington Medical Cen']
MD    2022-03-18 09-58  -1        ['MD,Glen Burnie,21061,Um Baltimore Washington Medical Cen']
MD    2022-03-18 11-17  +1        ['MD,Glen Burnie,21061,Um Baltimore Washington Medical Cen']
MD    2022-03-18 11-17  -1        ['MD,Glen Burnie,,Um Baltimore Washington Medical Cen']
MA    2022-03-03 10-04  -1        ['MA,Concord,01742,Emerson Hospital-Pharmacy']
MA    2022-03-08 14-40  +3        ['MA,Boston,02111,Tufts Medical Center', 'MA,Boston,02114,Massachusetts General Hospital', 'MA,Concord,01742,Emerson Hospital-Pharmacy']
MA    2022-03-16 18-51  -2        ['MA,Boston,02118,Boston Medical Center Pharmacy Doct', 'MA,Boston,02215,Dana Farber Cancer Institute - Adul']
MA    2022-03-18 09-58  +1        ['MA,Boston,,Tufts Medical Center']
MA    2022-03-18 09-58  -1        ['MA,Boston,02111,Tufts Medical Center']
MA    2022-03-18 11-17  +2        ['MA,Boston,02111,Tufts Medical Center', 'MA,Marlborough,01752,Pharmscript Holdcoandsubsidiaries']
MA    2022-03-18 11-17  -1        ['MA,Boston,,Tufts Medical Center']
MA    2022-03-19 11-58  +1        ['MA,Worcester,01605,Umass Memorial Med-Hahnemann Campus']
