State Date       Time   Providers Details
MN    2022-04-16 05-33  +2        ['MN,Monticello,55362,Centracare Health-Monticello', 'MN,St. Louis Park,55416,Polaris Pharmacy Of Mn - State Hpop']
MN    2022-04-19 05-39  +1        ['MN,Granite Falls,56241,Avera Granite Falls Clinic']
MN    2022-04-20 05-27  -1        ['MN,Tracy,56175,Sanford Tracy Medical Center']
MN    2022-04-21 05-29  +2        ['MN,Benson,56215,Swift County Benson Hospital', 'MN,Glencoe,55336,Glencoe Regional Health Service']
MN    2022-04-23 05-25  +1        ['MN,Jackson,56143,Sanford Jackson Mc Hospital']
MN    2022-04-23 05-25  -1        ['MN,Little Falls,56345,St Gabriels Hospital']
MN    2022-04-25 05-22  -2        ['MN,Cook,55723,Cook Hospital', 'MN,Westbrook,56183,Sanford Westbrook Hospital']
MN    2022-04-26 05-20  -1        ['MN,Little Falls,56345,Coborns Inc.']
MN    2022-04-28 09-22  +2        ['MN,Grand Rapids,55744,Meds-1 Ambulance Service', 'MN,Thief River Falls,56701,Sanford Pharmacy Thief River Falls']
MN    2022-04-29 05-13  +1        ['MN,Tracy,56175,Sanford Tracy Medical Center']
MN    2022-04-29 05-13  -1        ['MN,Coon Rapids,55433,Allina Health Inpatient Phar-Mercy']
MN    2022-04-30 05-15  +1        ['MN,Windom,56101,Windom Area Health']
MN    2022-05-04 05-12  +1        ['MN,Arden Hills,55112,A And E Pharm']
MN    2022-05-05 09-49  -1        ['MN,St Cloud,56303,Centracare: Coborn Cancer Center']
MN    2022-05-06 06-12  +1        ['MN,Westbrook,56183,Sanford Westbrook Hospital']
MN    2022-05-07 05-45  +1        ['MN,Cook,55723,Cook Hospital']
MN    2022-05-11 06-51  +1        ['MN,St. Cloud,56303,St Cloud Hospital Inpatient Pharm.']
MN    2022-05-11 06-51  -1        ['MN,Tyler,56178,Avera Tyler Hospital']
MN    2022-05-13 06-07  +2        ['MN,Tyler,56178,Avera Tyler Hospital', 'MN,Wadena,56482,Tri-County Health Care']
MN    2022-05-13 06-07  -1        ['MN,Sandstone,55072,Essentia Health-Sandstone Hospital']
MN    2022-05-14 08-49  +3        ['MN,Ely,55731,Ely Bloomenson Community Hospital', 'MN,Slayton,56172,Murray County Medical Center', 'MN,St Cloud,56303,Centracare: Coborn Cancer Center']
MN    2022-05-14 08-49  -1        ['MN,Granite Falls,56241,Avera Granite Falls Clinic']
MN    2022-05-17 05-27  +2        ['MN,Granite Falls,56241,Avera Granite Falls Clinic', 'MN,Wabasha,55981,Gundersen St Elizabeths Wabasha']
MN    2022-05-17 05-27  -2        ['MN,Park Rapids,56470,Chi St Josephs Area Hlth Srvcs Hosp', 'MN,Windom,56101,Windom Area Health']
MN    2022-05-18 05-40  +1        ['MN,Little Falls,56345,St Gabriels Hospital']
MN    2022-05-19 05-25  +1        ['MN,Plymouth,55442,Thrifty Drug Stores Inc']
MN    2022-05-21 05-54  +2        ['MN,Park Rapids,56470,Chi St Josephs Area Hlth Srvcs Hosp', 'MN,Sandstone,55072,Essentia Health-Sandstone Hospital']
MN    2022-05-21 05-54  -1        ['MN,Westbrook,56183,Sanford Westbrook Hospital']
MN    2022-05-25 05-39  +1        ['MN,Moose Lake,55767,Thrifty Drug Stores Inc']
MN    2022-05-25 05-39  -1        ['MN,Edina,55435,Lx Medical']
MN    2022-05-27 05-48  -1        ['MN,Warren,56762,North Valley Health Center']
MN    2022-05-28 05-34  +2        ['MN,Canby,56220,Sanford Health Canby Medical Center', 'MN,Edina,55435,Lx Medical']
MN    2022-05-28 05-34  -4        ['MN,Cook,55723,Cook Hospital', 'MN,Glencoe,55336,Glencoe Regional Health Service', 'MN,Slayton,56172,Murray County Medical Center', 'MN,Tracy,56175,Sanford Tracy Medical Center']
MN    2022-06-01 05-37  +4        ['MN,Glencoe,55336,Glencoe Regional Health Service', 'MN,Tracy,56175,Sanford Tracy Medical Center', 'MN,Warren,56762,North Valley Health Center', 'MN,Westbrook,56183,Sanford Westbrook Hospital']
MN    2022-06-01 05-37  -1        ['MN,Little Falls,56345,St Gabriels Hospital']
MN    2022-06-04 19-11  -1        ['MN,Sauk Rapids,56379,Guardian Pharm Of Mn Llc']
MN    2022-06-07 05-36  +2        ['MN,Brooklyn Center,55429,Omnicare Of Minnesota #48281', 'MN,Cook,55723,Cook Hospital']
MN    2022-06-08 05-42  -2        ['MN,Granite Falls,56241,Avera Granite Falls Clinic', 'MN,Moose Lake,55767,Thrifty Drug Stores Inc']
MN    2022-06-09 04-15  +1        ['MN,St. Louis Park,55416,Polaris Pharmacy Services Of Mn']
MN    2022-06-09 04-15  -1        ['MN,Worthington,56187,Sanford Worthington Regional Hosp']
MN    2022-06-10 04-15  +1        ['MN,St. Paul,55102,Allina United Hospital Inpt Pharmac']
MN    2022-06-10 04-15  -1        ['MN,St. Paul,55102,Allina United Hospital Inpatient Ph']
MN    2022-06-11 04-15  +2        ['MN,Sauk Rapids,56379,Guardian Pharm Of Mn Llc', 'MN,Worthington,56187,Sanford Worthington Regional Hosp']
MN    2022-06-11 04-15  -1        ['MN,Melrose,56352,Centracare Clinic - Melrose']
MN    2022-06-13 04-15  -1        ['MN,Pipestone,56164,Pipestone County Medical Center']
MN    2022-06-15 04-15  -4        ['MN,Montevideo,56265,Ccm Health', 'MN,Tracy,56175,Sanford Tracy Medical Center', 'MN,Westbrook,56183,Sanford Westbrook Hospital', 'MN,Willmar,56201,Carris Health Rice Memorial-Willmar']
MN    2022-06-18 04-15  +1        ['MN,Melrose,56352,Centracare Clinic - Melrose']
MN    2022-06-20 04-15  +1        ['MN,Granite Falls,56241,Avera Granite Falls Clinic']
MN    2022-06-21 04-15  +1        ['MN,Montevideo,56265,Ccm Health']
MN    2022-06-23 04-15  -1        ['MN,Melrose,56352,Centracare Clinic - Melrose']
MN    2022-06-24 04-15  -1        ['MN,Paynesville,56362,Centracare Clinic - Paynesville']
MN    2022-06-25 04-15  +2        ['MN,Melrose,56352,Centracare Clinic - Melrose', 'MN,Paynesville,56362,Centracare Clinic - Paynesville']
MN    2022-06-25 04-15  -1        ['MN,Sauk Rapids,56379,Guardian Pharm Of Mn Llc']
MN    2022-06-27 04-15  -1        ['MN,Grand Rapids,55744,Meds-1 Ambulance Service']
MN    2022-06-28 04-15  +1        ['MN,Willmar,56201,Carris Health Rice Memorial-Willmar']
MN    2022-06-28 04-15  -1        ['MN,Wabasha,55981,Gundersen St Elizabeths Wabasha']
MN    2022-06-30 04-15  +1        ['MN,Tracy,56175,Sanford Tracy Medical Center']
MN    2022-07-01 04-15  -1        ['MN,Warren,56762,North Valley Health Center']
MN    2022-07-04 04-15  -1        ['MN,Wadena,56482,Tri-County Health Care']
MN    2022-07-05 04-15  -1        ['MN,Montevideo,56265,Ccm Health']
MN    2022-07-06 04-15  +1        ['MN,Sauk Rapids,56379,Guardian Pharm Of Mn Llc']
MN    2022-07-06 04-15  -1        ['MN,Cook,55723,Cook Hospital']
MN    2022-07-09 04-15  -1        ['MN,Crookston,56716,Riverview Hlth']
MN    2022-07-12 04-15  +1        ['MN,Warren,56762,North Valley Health Center']
MN    2022-07-12 04-15  -2        ['MN,Jackson,56143,Sanford Jackson Mc Hospital', 'MN,Willmar,56201,Carris Health Rice Memorial-Willmar']
MN    2022-07-13 04-15  +1        ['MN,Crookston,56716,Riverview Hlth']
MN    2022-07-14 04-15  +2        ['MN,Cook,55723,Cook Hospital', 'MN,Pipestone,56164,Pipestone County Medical Center']
MS    2022-02-22 09-09  -52       ['MS,Bay Saint Louis,39520,Hancock County Jail', 'MS,Brookhaven,39601,Kings Daughters Medical Center', 'MS,Carthage,39051,Baptist Medical Center - Leake, Inc', 'MS,Centreville,39631,Field Memorial Community Hospital', 'MS,Collins,39428,Covington County Hospital Pharmacy', 'MS,Columbia,39429,Marion General Hospital', 'MS,Columbus,39705,Baptist Golden Triangle Pharmacy', 'MS,Corinth,38834,Magnolia Regional Health Center', 'MS,De Kalb,39328,John C Stennis Memorial Hospital', 'MS,Forest,39074,Lackey Memorial Hospital', 'MS,Greenville,38703,Delta Regional Medical Center', 'MS,Grenada,38901,University Of Ms Medical Center Gre', 'MS,Gulfport,39503,Singing River Gulfport', 'MS,Hattiesburg,39401,Forrest General Hospital', 'MS,Hattiesburg,39402,Hattiesburg Clinic', 'MS,Indianola,38751,South Sunflower County Hospital', 'MS,Iuka,38852,Nmmc Iuka', 'MS,Iuka,38852,The Segars Clinic', 'MS,Jackson,39202,Mississippi Baptist Medical Center', 'MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit', 'MS,Kosciusko,39090,Baptist Medical Center- Attala', 'MS,Laurel,39440,South Central Regional Medical Ctr', 'MS,Louisville,39339,Winston Medical Center', 'MS,Macon,39341,Noxubee General Critical Access Hos', 'MS,Madison,39110,Ms Center For Advance Medicine', 'MS,Magee,39111,Magee General Hospital', 'MS,Magnolia,39652,Beacham Memorial Hospital', 'MS,Mantachie,38855,Hometown Care Of Mantachie', 'MS,Mccomb,39648,Southwest Ms Regional Medical Ctr', 'MS,Mendenhall,39114,Simpson General Hospital', 'MS,Meridian,39301,Anderson Regional Medical Center', 'MS,Monticello,39654,Lawrence County Hospital', 'MS,Natchez,39120,Merit Health Natchez', 'MS,New Albany,38652,Medplus New Albany', 'MS,Oxford,38655,Baptist Mem. Hospital-North Mississ', 'MS,Oxford,38655,Redmed Covid Treatment Ctr Oxford', 'MS,Pascagoula,39581,Singing River Health System', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy', 'MS,Picayune,39466,Highland Community Hospital', 'MS,Poplarville,39470,Pearl River County Hospital', 'MS,Prentiss,39474,Jefferson Davis Community Hospital', 'MS,Prentiss,39474,Prentiss Primary Care', 'MS,Ridgeland,39157,Health Care Medical Infusion Specia', 'MS,Ridgeland,39157,Madison Ridgeland Medical Clinic', 'MS,Rolling Fork,39159,Sharkey-Issaquena Community Hospita', 'MS,Ruleville,38771,North Sunflower Medical Center', 'MS,Senatobia,38668,Delta Health Highland Hills', 'MS,Southaven,38671,Baptist Memorial Hospital - Desoto', 'MS,Starkville,39759,Och Regional Medical Center', 'MS,Tupelo,38801,North Mississippi Medical Center', 'MS,Vicksburg,39180,Mission Primary Care', 'MS,Yazoo City,39194,Baptist Medical Center - Yazoo Inc.']
MS    2022-03-03 10-04  +3        ['MS,Booneville,38829,Baptist Memorial Hospital Boonevill', 'MS,Meridian,39307,Healthcareonthego,Llc', 'MS,New Albany,38652,Baptist Memorial Hospital - Union C']
MS    2022-03-08 14-40  +6        ['MS,Bay Springs,39422,Jasper General Hospital', 'MS,Bude,39630,Peoples Drug Store', 'MS,Columbus,39705,Baptist Mem Hosp Golden Triangle', 'MS,Indianola,38751,South Sunflower County Hospital', 'MS,Jackson,39047,University Of Ms Medical Center', 'MS,Meridian,39301,Rush Foundation Hospital']
MS    2022-03-16 18-51  +1        ['MS,Choctaw,39350,Ms Band Of Choctaw Hosp And Clinic']
MS    2022-03-16 18-51  -33       ['MS,Ackerman,39735,Choctaw Regional Medical Center', 'MS,Bay Saint Louis,39520,Hancock County Jail', 'MS,Bay Springs,39422,Jasper General Hospital', 'MS,Booneville,38829,Baptist Memorial Hospital Boonevill', 'MS,Brandon,39042,Merit Health Rankin Hospital', 'MS,Bude,39630,Peoples Drug Store', 'MS,Coffeeville,38922,Arrington Medical Clinic', 'MS,Columbia,39429,Marion General Hospital', 'MS,Hattiesburg,39402,Hattiesburg Clinic', 'MS,Iuka,38852,The Segars Clinic', 'MS,Jackson,39047,University Of Ms Medical Center', 'MS,Jackson,39202,Mississippi Baptist Medical Center', 'MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit', 'MS,Madison,39110,Ms Center For Advance Medicine', 'MS,Magee,39111,Magee General Hospital', 'MS,Magnolia,39652,Beacham Memorial Hospital', 'MS,Mantachie,38855,Hometown Care Of Mantachie', 'MS,Mccomb,39648,Southwest Ms Regional Medical Ctr', 'MS,Meadville,39653,Franklin County Memorial Hospital', 'MS,Natchez,39120,Merit Health Natchez', 'MS,Oxford,38655,Baptist Mem. Hospital-North Mississ', 'MS,Oxford,38655,Redmed Covid Treatment Ctr Oxford', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy', 'MS,Picayune,39466,Highland Community Hospital', 'MS,Poplarville,39470,Pearl River County Hospital', 'MS,Prentiss,39474,Jefferson Davis Community Hospital', 'MS,Rolling Fork,39159,Sharkey-Issaquena Community Hospita', 'MS,Sardis,38666,Mettetal Family Medicine', 'MS,Senatobia,38668,Delta Health Highland Hills', 'MS,Southaven,38671,Baptist Memorial Hospital - Desoto', 'MS,Tylertown,39667,Southern Digestive Health Center', 'MS,Vicksburg,39180,Mission Primary Care', 'MS,Water Valley,38965,Odom Rural Health Clinic']
MS    2022-03-18 09-58  +3        ['MS,Calhoun City,38916,Baptist Memorial Hospital - Calhoun', 'MS,Hattiesburg,,Forrest General Hospital', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy']
MS    2022-03-18 09-58  -8        ['MS,Carthage,39051,Baptist Medical Center - Leake, Inc', 'MS,Greenville,38703,Delta Regional Medical Center', 'MS,Hattiesburg,39401,Forrest General Hospital', 'MS,Indianola,38751,South Sunflower County Hospital', 'MS,Kosciusko,39090,Baptist Medical Center- Attala', 'MS,Meridian,39307,Healthcareonthego,Llc', 'MS,Prentiss,39474,Prentiss Primary Care', 'MS,Starkville,39759,Och Regional Medical Center']
MS    2022-03-18 11-17  +3        ['MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock', 'MS,Hattiesburg,39401,Forrest General Hospital', 'MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit']
MS    2022-03-18 11-17  -3        ['MS,Grenada,38901,University Of Ms Medical Center Gre', 'MS,Hattiesburg,,Forrest General Hospital', 'MS,New Albany,38652,Baptist Memorial Hospital - Union C']
MS    2022-03-19 08-15  +1        ['MS,Mantachie,38855,Hometown Care Of Mantachie']
MS    2022-03-19 11-58  -2        ['MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit', 'MS,Macon,39341,Noxubee General Critical Access Hos']
MS    2022-03-21 16-35  +2        ['MS,Southaven,38671,Baptist Memorial Hospital - Desoto', 'MS,Waynesboro,39367,Wayne General Hospital Pharmacy']
MS    2022-03-22 09-16  +1        ['MS,Starkville,39759,Och Regional Medical Center']
MS    2022-03-23 08-41  +4        ['MS,Greenville,38703,Delta Regional Medical Center', 'MS,Grenada,38901,University Of Ms Medical Center Gre', 'MS,Gulfport,39502,Memorial Hospital Gulfport', 'MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit']
MS    2022-03-23 08-41  -5        ['MS,Collins,39428,Covington County Hospital Pharmacy', 'MS,Lucedale,39452,George County Hospital', 'MS,Meridian,39301,Anderson Regional Medical Center', 'MS,Meridian,39301,Rush Foundation Hospital', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy']
MS    2022-03-24 13-46  +3        ['MS,Madison,39110,Ms Center For Advance Medicine', 'MS,New Albany,38652,Baptist Memorial Hospital - Union C', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy']
MS    2022-03-24 13-46  -2        ['MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock', 'MS,Mendenhall,39114,Simpson General Hospital']
MS    2022-03-25 08-10  +1        ['MS,Mendenhall,39114,Simpson General Hospital']
MS    2022-03-26 06-57  +2        ['MS,Collins,39428,Covington County Hospital Pharmacy', 'MS,Meridian,39301,Rush Foundation Hospital']
MS    2022-03-26 06-57  -1        ['MS,Mantachie,38855,Hometown Care Of Mantachie']
MS    2022-03-28 06-21  +4        ['MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock', 'MS,Lucedale,39452,George County Hospital', 'MS,Mantachie,38855,Hometown Care Of Mantachie', 'MS,Meridian,39301,Anderson Regional Medical Center']
MS    2022-03-29 08-50  +17       ['MS,Bude,39630,Peoples Drug Store', 'MS,Carthage,39051,Baptist Medical Center - Leake, Inc', 'MS,Columbia,39429,Marion General Hospital', 'MS,Hattiesburg,39402,Hattiesburg Clinic', 'MS,Indianola,38751,South Sunflower County Hospital', 'MS,Jackson,39202,Mississippi Baptist Medical Center', 'MS,Kosciusko,39090,Baptist Medical Center- Attala', 'MS,Macon,39341,Noxubee General Critical Access Hos', 'MS,Magee,39111,Magee General Hospital', 'MS,Magnolia,39652,Beacham Memorial Hospital', 'MS,Mccomb,39648,Southwest Ms Regional Medical Ctr', 'MS,Meadville,39653,Franklin County Memorial Hospital', 'MS,Meridian,39307,Healthcareonthego,Llc', 'MS,Oxford,38655,Baptist Mem. Hospital-North Mississ', 'MS,Prentiss,39474,Jefferson Davis Community Hospital', 'MS,Prentiss,39474,Prentiss Primary Care', 'MS,Vicksburg,39180,Mission Primary Care']
MS    2022-03-30 09-27  -1        ['MS,De Kalb,39328,John C Stennis Memorial Hospital']
MS    2022-04-02 06-05  +1        ['MS,De Kalb,39328,John C Stennis Memorial Hospital']
MS    2022-04-05 05-48  +11       ['MS,Corinth,38834,Physicians Urgent Care', 'MS,Fayette,39069,Prime Health And Wellness', 'MS,Greenville,38701,Family Medical Center Greenville', 'MS,Hattiesburg,39402,Merit Health Wesley', 'MS,Jackson,39213,Jackson-Hinds Comprehens Health Ctr', 'MS,New Albany,38652,Medplus New Albany', 'MS,Ridgeland,39157,Health Care Medical Infusion Specia', 'MS,Ridgeland,39157,Madison Ridgeland Medical Clinic', 'MS,Ripley,38663,Tippah County Hospital', 'MS,Tupelo,38804,Medplus Family And Urgent Care', 'MS,Winona,38967,Tyler Holmes Memorial Hospital']
MS    2022-04-07 05-34  +2        ['MS,Bassfield,39421,Pioneer Healthcare', 'MS,Hattiesburg,39402,Conx Care Clinic']
MS    2022-04-15 06-03  +1        ['MS,Quitman,39355,H.C. Watkins Memorial Hospital']
MS    2022-04-18 05-31  -12       ['MS,Carthage,39051,Baptist Medical Center - Leake, Inc', 'MS,Grenada,38901,University Of Ms Medical Center Gre', 'MS,Macon,39341,Noxubee General Critical Access Hos', 'MS,Madison,39110,Ms Center For Advance Medicine', 'MS,Magee,39111,Magee General Hospital', 'MS,Magnolia,39652,Beacham Memorial Hospital', 'MS,Meridian,39301,Anderson Regional Medical Center', 'MS,Monticello,39654,Lawrence County Hospital', 'MS,Oxford,38655,Baptist Mem. Hospital-North Mississ', 'MS,Prentiss,39474,Jefferson Davis Community Hospital', 'MS,Prentiss,39474,Prentiss Primary Care', 'MS,Ridgeland,39157,Health Care Medical Infusion Specia']
MS    2022-04-19 05-39  -2        ['MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit', 'MS,New Albany,38652,Medplus New Albany']
MS    2022-04-20 05-27  +2        ['MS,Morton,39117,Scott Regional Hospital', 'MS,Vicksburg,39180,Medical Associates Of Vicksburg, Pl']
MS    2022-04-20 05-27  -1        ['MS,Meadville,39653,Franklin County Memorial Hospital']
MS    2022-04-22 05-26  +1        ['MS,Batesville,38606,Panola Medical Center']
MS    2022-04-22 05-26  -2        ['MS,Bassfield,39421,Pioneer Healthcare', 'MS,Hattiesburg,39402,Conx Care Clinic']
MS    2022-04-24 05-22  -1        ['MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock']
MS    2022-04-25 05-22  -4        ['MS,Hattiesburg,39402,Hattiesburg Clinic', 'MS,Hattiesburg,39402,Merit Health Wesley', 'MS,Ripley,38663,Tippah County Hospital', 'MS,Tupelo,38804,Medplus Family And Urgent Care']
MS    2022-04-27 05-23  +1        ['MS,Jackson,39216,St. Dominic-Jackson Memorial Hospit']
MS    2022-04-27 05-23  -1        ['MS,Lucedale,39452,George County Hospital']
MS    2022-04-28 09-22  +2        ['MS,Amory,38821,Nmmc Gilmore Amory', 'MS,Hattiesburg,39402,Hattiesburg Clinic']
MS    2022-04-30 05-15  -1        ['MS,Meridian,39307,Healthcareonthego,Llc']
MS    2022-05-01 05-13  -3        ['MS,Bude,39630,Peoples Drug Store', 'MS,New Albany,38652,Baptist Memorial Hospital - Union C', 'MS,Southaven,38671,Baptist Memorial Hospital - Desoto']
MS    2022-05-03 06-05  +2        ['MS,Bassfield,39421,Pioneer Healthcare', 'MS,Hattiesburg,39402,Conx Care Clinic']
MS    2022-05-04 05-12  +2        ['MS,Booneville,38829,Baptist Memorial Hospital Boonevill', 'MS,Meridian,39301,Anderson Regional Medical Center']
MS    2022-05-07 05-45  +1        ['MS,Madison,39110,Ms Center For Advance Medicine']
MS    2022-05-09 05-08  -2        ['MS,Corinth,38834,Physicians Urgent Care', 'MS,Greenville,38701,Family Medical Center Greenville']
MS    2022-05-14 08-49  +1        ['MS,Hickory Flat,38633,Hickory Flat Clinic']
MS    2022-05-14 08-49  -1        ['MS,Ruleville,38771,North Sunflower Medical Center']
MS    2022-05-15 05-54  -2        ['MS,Mantachie,38855,Hometown Care Of Mantachie', 'MS,Starkville,39759,Och Regional Medical Center']
MS    2022-05-17 05-27  +1        ['MS,Madison,39110,Ms Center For Advanced Medicine']
MS    2022-05-17 05-27  -1        ['MS,Madison,39110,Ms Center For Advance Medicine']
MS    2022-05-18 05-40  +2        ['MS,Corinth,38834,Physicians Urgent Care', 'MS,Magee,39111,Magee General Hospital']
MS    2022-05-18 05-40  -2        ['MS,Booneville,38829,Baptist Memorial Hospital Boonevill', 'MS,Meridian,39301,Anderson Regional Medical Center']
MS    2022-05-19 05-25  +2        ['MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock', 'MS,Ruleville,38771,North Sunflower Medical Center']
MS    2022-05-19 05-25  -1        ['MS,Philadelphia,39350,Neshoba General Hospital Pharmacy']
MS    2022-05-21 05-54  +1        ['MS,New Albany,38652,Baptist Memorial Hospital - Union C']
MS    2022-05-23 07-42  -2        ['MS,Collins,39428,Covington County Hospital Pharmacy', 'MS,Columbia,39429,Marion General Hospital']
MS    2022-05-24 05-46  +2        ['MS,Philadelphia,39350,Neshoba General Hospital Pharmacy', 'MS,Richton,39476,Perry County General Hospital']
MS    2022-05-25 05-39  +4        ['MS,Carthage,39051,Baptist Medical Center - Leake, Inc', 'MS,Monticello,39654,Lawrence County Hospital', 'MS,Oxford,38655,Baptist Mem. Hospital-North Mississ', 'MS,Southaven,38671,Baptist Memorial Hospital - Desoto']
MS    2022-05-27 05-48  +7        ['MS,Brandon,39042,Merit Health Rankin Hospital', 'MS,Brookhaven,39601,Bridging Community With Healthcare', 'MS,Lexington,39095,Ummc-Holmes County Hospital', 'MS,Macon,39341,Noxubee General Critical Access Hos', 'MS,Meridian,39307,Healthcareonthego,Llc', 'MS,Ridgeland,39157,Health Care Medical Infusion Specia', 'MS,Ripley,38663,Tippah County Hospital']
MS    2022-05-27 05-48  -1        ['MS,Louisville,39339,Winston Medical Center']
MS    2022-05-28 05-34  +7        ['MS,Bay Springs,39422,Jasper General Hospital', 'MS,Collins,39428,Covington County Hospital Pharmacy', 'MS,Louisville,39339,Winston Medical Center', 'MS,Meadville,39653,Franklin County Memorial Hospital', 'MS,Meridian,39301,Anderson Regional Medical Center', 'MS,Picayune,39466,Highland Community Hospital', 'MS,Prentiss,39474,Jefferson Davis Community Hospital']
MS    2022-05-28 05-34  -2        ['MS,Hattiesburg,39402,Conx Care Clinic', 'MS,Hickory Flat,38633,Hickory Flat Clinic']
MS    2022-06-01 05-37  +1        ['MS,Oxford,38655,Baptist Oxford Outpatient Pharmacy']
MS    2022-06-01 05-37  -1        ['MS,Bassfield,39421,Pioneer Healthcare']
MS    2022-06-02 07-54  +1        ['MS,Natchez,39120,Merit Health Natchez']
MS    2022-06-02 07-54  -1        ['MS,Madison,39110,Ms Center For Advanced Medicine']
MS    2022-06-04 19-11  +1        ['MS,Tupelo,38804,Medplus Family And Urgent Care']
MS    2022-06-07 05-36  +1        ['MS,Madison,39110,Ms Center For Advanced Medicine']
MS    2022-06-10 04-15  +1        ['MS,Poplarville,39470,Pearl River County Hospital']
MS    2022-06-10 04-15  -6        ['MS,Brandon,39042,Merit Health Rankin Hospital', 'MS,Brookhaven,39601,Bridging Community With Healthcare', 'MS,Macon,39341,Noxubee General Critical Access Hos', 'MS,Meridian,39307,Healthcareonthego,Llc', 'MS,Ridgeland,39157,Health Care Medical Infusion Specia', 'MS,Vicksburg,39180,Medical Associates Of Vicksburg, Pl']
MS    2022-06-11 04-15  -4        ['MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock', 'MS,Meadville,39653,Franklin County Memorial Hospital', 'MS,Meridian,39301,Anderson Regional Medical Center', 'MS,Prentiss,39474,Jefferson Davis Community Hospital']
MS    2022-06-14 04-15  +2        ['MS,Columbia,39429,Marion General Hospital', 'MS,Prentiss,39474,Jefferson Davis Community Hospital']
MS    2022-06-14 04-15  -1        ['MS,Gulfport,39503,Singing River Gulfport']
MS    2022-06-15 04-15  +2        ['MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock', 'MS,Hattiesburg,39402,Conx Care Clinic']
MS    2022-06-15 04-15  -1        ['MS,Oxford,38655,Baptist Oxford Outpatient Pharmacy']
MS    2022-06-16 04-15  -1        ['MS,Natchez,39120,Merit Health Natchez']
MS    2022-06-17 04-15  +1        ['MS,Starkville,39759,Och Regional Medical Center']
MS    2022-06-19 04-15  -3        ['MS,Batesville,38606,Panola Medical Center', 'MS,Indianola,38751,South Sunflower County Hospital', 'MS,Winona,38967,Tyler Holmes Memorial Hospital']
MS    2022-06-21 04-15  +1        ['MS,Vicksburg,39180,Medical Associates Of Vicksburg, Pl']
MS    2022-06-22 04-15  +3        ['MS,Bassfield,39421,Pioneer Healthcare', 'MS,Gulfport,39503,Singing River Gulfport', 'MS,Meadville,39653,Franklin County Memorial Hospital']
MS    2022-06-22 04-15  -3        ['MS,Corinth,38834,Magnolia Regional Health Center', 'MS,Philadelphia,39350,Neshoba General Hospital Pharmacy', 'MS,Picayune,39466,Highland Community Hospital']
MS    2022-06-23 04-15  +1        ['MS,Philadelphia,39350,Neshoba General Hospital Pharmacy']
MS    2022-06-23 04-15  -1        ['MS,Monticello,39654,Lawrence County Hospital']
MS    2022-06-24 04-15  +1        ['MS,Meridian,39301,Anderson Regional Medical Center']
MS    2022-06-24 04-15  -1        ['MS,Bay Springs,39422,Jasper General Hospital']
MS    2022-06-25 04-15  +1        ['MS,Picayune,39466,Highland Community Hospital']
MS    2022-06-25 04-15  -1        ['MS,New Albany,38652,Baptist Memorial Hospital - Union C']
MS    2022-06-26 04-15  +1        ['MS,New Albany,38652,Medplus New Albany']
MS    2022-06-28 04-15  +2        ['MS,Corinth,38834,Magnolia Regional Health Center', 'MS,Monticello,39654,Lawrence County Hospital']
MS    2022-06-28 04-15  -3        ['MS,Columbus,39705,Baptist Mem Hosp Golden Triangle', 'MS,Ridgeland,39157,Madison Ridgeland Medical Clinic', 'MS,Ripley,38663,Tippah County Hospital']
MS    2022-06-29 04-15  +2        ['MS,Booneville,38829,Baptist Memorial Hospital Boonevill', 'MS,Eupora,39744,Nmmc Eupora']
MS    2022-06-29 04-15  -10       ['MS,Bassfield,39421,Pioneer Healthcare', 'MS,Bay Saint Louis,39520,Ochsner Medical Center Hancock', 'MS,Centreville,39631,Field Memorial Community Hospital', 'MS,Corinth,38834,Physicians Urgent Care', 'MS,Fayette,39069,Prime Health And Wellness', 'MS,Hattiesburg,39402,Conx Care Clinic', 'MS,Madison,39110,Ms Center For Advanced Medicine', 'MS,Mccomb,39648,Southwest Ms Regional Medical Ctr', 'MS,New Albany,38652,Medplus New Albany', 'MS,Poplarville,39470,Pearl River County Hospital']
MS    2022-06-30 04-15  +2        ['MS,Batesville,38606,Redmed Urgent Care Batesville', 'MS,Ripley,38663,Tippah County Hospital']
MS    2022-06-30 04-15  -1        ['MS,Calhoun City,38916,Baptist Memorial Hospital - Calhoun']
MS    2022-07-01 04-15  +1        ['MS,Centreville,39631,Field Memorial Community Hospital']
