State Date       Time   Providers Details
KY    2022-07-13 04-15  +1        ['KY,Bowling Green,42104,Kroger Pharmacy 02600585']
LA    2022-03-30 09-48  -9        ['LA,Baton Rouge,70808,Cvs Store #08309', 'LA,Baton Rouge,70810,Cvs Store #01116', 'LA,Covington,70433,Cvs Store #08922', 'LA,Destrehan,70047,Cvs Store #05442', 'LA,Grambling,71245,Phsc-Grambling Family Health Center', 'LA,Metairie,70001,Cvs Store #08999', 'LA,New Orleans,70118,Daughters Of Charity - Carrollton', 'LA,New Orleans,70125,Cvs Store #00167', 'LA,Slidell,70461,Cvs Store #05473']
LA    2022-05-11 06-51  +1        ['LA,Saint Gabriel,70776,St Gabriel Health Clinic Inc']
LA    2022-05-16 05-54  -1        ['LA,Barksdale Afb,71110,2Nd Mds - Barksdale Afb']
LA    2022-05-22 09-06  -1        ['LA,Jena,71342,Premier Urgent Care Jena']
LA    2022-05-24 05-43  -1        ['LA,Winnfield,71483,Winn Comm Hlth Ctr Inc']
LA    2022-05-25 05-39  +1        ['LA,Winnfield,71483,Winn Comm Hlth Ctr Inc']
LA    2022-05-25 05-39  -1        ['LA,Belle Chasse,70037,Mag-49/ Hmla-773 Belle Chasse La']
LA    2022-05-28 05-34  +1        ['LA,Jena,71342,Premier Urgent Care Jena']
LA    2022-06-08 05-41  -1        ['LA,Winnfield,71483,Winn Comm Hlth Ctr Inc']
LA    2022-06-10 04-15  +1        ['LA,New Iberia,70560,Iberia Comprehensive Comm Hlth Ctr']
LA    2022-06-15 04-15  -1        ['LA,Saint Gabriel,70776,St Gabriel Health Clinic Inc']
LA    2022-06-23 04-15  +1        ['LA,Belle Chasse,70037,Mag-49/ Hmla-773 Belle Chasse La']
LA    2022-06-28 04-15  +1        ['LA,Rayville,71269,Bruyninckx Medical Clinic']
LA    2022-06-30 04-15  +1        ['LA,Saint Gabriel,70776,St Gabriel Health Clinic Inc']
LA    2022-07-09 04-15  -1        ['LA,Grambling,71245,Phsc-Grambling Family Health Center']
LA    2022-07-12 04-15  +1        ['LA,Winnfield,71483,Winn Comm Hlth Ctr Inc']
LA    2022-07-14 04-15  -1        ['LA,Saint Gabriel,70776,St Gabriel Health Clinic Inc']
ME    2022-03-30 09-48  -10       ['ME,Bangor,04401,Nl Eastern Maine Medical Center', 'ME,Bangor,04401,Penobscot Community Hlth Center', 'ME,Bangor,04401,St Joseph Hospital', 'ME,Belgrade,04917,Belgrade Regional Health Center', 'ME,Fort Kent,04743,Northern Maine Medical Center', 'ME,Portland,04102,Maine Medical Center', 'ME,Portland,04103,Cvs Store #00329', 'ME,Skowhegan,04976,Redington Fairview General Pharmacy', 'ME,South Portland,04106,Cvs Store #00806', 'ME,York,03909,York Hospital']
ME    2022-03-31 08-52  -2        ['ME,Lewiston,04240,Central Maine Medical Center', 'ME,Portland,04102,Maine Medical Center']
ME    2022-04-14 06-54  +1        ['ME,Fort Kent,04743,Bolduc Avenue Health Center']
ME    2022-04-15 06-04  +1        ['ME,Damariscotta,04543,Lincolnhealth']
ME    2022-04-26 05-21  +1        ['ME,Scarborough,04074,Mmp Spring St Health Center']
ME    2022-05-07 05-45  +1        ['ME,Kittery,03901,Nbhc Portsmouth Nh']
ME    2022-05-11 06-51  +2        ['ME,Bucksport,04416,Bucksport Regional Hlth Ctr', 'ME,Patten,04765,Katahdin Valley Hlth Ctr Patten']
ME    2022-05-19 05-24  +1        ['ME,Harrington,04643,Harrington Fam Hlth Ctr']
ME    2022-05-20 05-59  -1        ['ME,Harrington,04643,Harrington Fam Hlth Ctr']
ME    2022-05-24 05-43  +1        ['ME,Harrington,04643,Harrington Fam Hlth Ctr']
ME    2022-06-02 07-53  +1        ['ME,Eastport,04631,Eastport Hlth Care Inc']
ME    2022-06-09 04-15  +1        ['ME,Lincoln,04457,Hlth Access Network Lincoln']
ME    2022-07-06 04-15  -1        ['ME,Kittery,03901,Nbhc Portsmouth Nh']
ME    2022-07-08 04-15  +1        ['ME,Boothbay Harbor,04538,Lhs Urgent Care']
MD    2022-03-30 09-48  -61       ['MD,Aberdeen,21001,Patient First - Aberdeen', 'MD,Annapolis,21401,Cvs Store #02775', 'MD,Annapolis,21401,Cvs Store #17345', 'MD,Annapolis,21401,Patient First - Annapolis', 'MD,Baltimore,21202,Cvs Store #07952', 'MD,Baltimore,21206,Cvs Store #04438', 'MD,Baltimore,21224,Cvs Store #17663', 'MD,Baltimore,21224,Patient First - Bayview', 'MD,Baltimore,21227,Baltimore Highlands Pharmacy', 'MD,Baltimore,21236,Patient First - Perry Hall', 'MD,Baltimore,21236,Patient First-White Marsh', 'MD,Bel Air,21014,Cvs Store #16391', 'MD,Belair,21014,Patient First - Bel Air', 'MD,Beltsville,20705,Patient First - Beltsville', 'MD,Bethesda,20814,Cvs Store #01831', 'MD,Bowie,20715,Patient First - Bowie', 'MD,Chester,21619,Cvs Store #00244', 'MD,Chevy Chase,20815,Capitol Medical Group', 'MD,Clinton,20735,Patient First - Clinton', 'MD,Cockeysville,21030,Cvs Store #16612', 'MD,Crofton,21114,Cvs Store #06765', 'MD,Dunkirk,20754,Cvs Store #01881', 'MD,Edgewater,21037,Cvs Store #02033', 'MD,Eldersburg,21784,Cvs Store #05707', 'MD,Elkridge,21075,Cvs Store #01909', 'MD,Ellicott City,21042,Cvs Store #02043', 'MD,Ellicott City,21043,Cvs Store #16427', 'MD,Frederick,21701,Cvs Store #02335', 'MD,Frederick,21703,Cvs Store #04650', 'MD,Frederick,21704,Cvs Store #10203', 'MD,Fulton,20759,Cvs Store #07139', 'MD,Gaithersburg,20877,Cvs Store #01490', 'MD,Gaithersburg,20878,Cvs Store #01452', 'MD,Glen Burnie,21061,Cvs Store #05706', 'MD,Glen Burnie,21061,Jai Pharmacy', 'MD,Greenbelt,20770,Demmys Pharmacy', 'MD,Hagerstown,21742,Cvs Store #01435', 'MD,Langley Park,20783,Cvs Store #01434', 'MD,Leonardtown,20650,Cvs Store #01515', 'MD,Lutherville,21093,Patient First - Lutherville', 'MD,Millersville,21108,Cvs Store #05733', 'MD,New Carrollton,20784,Cvs Store #01448', 'MD,New Market,21774,Cvs Store #02956', 'MD,Nottingham,21236,Cvs Store #16390', 'MD,Ocean City,21842,Cvs Store #01458', 'MD,Ocean City,21842,Cvs Store #04371', 'MD,Odenton,21113,Patient First - Odenton', 'MD,Olney,20832,Cvs Store #01431', 'MD,Pasadena,21122,Cvs Store #04017', 'MD,Rockville,20852,Cvs Store #00169', 'MD,Rockville,20852,Patient First - Rockville', 'MD,Rockville,20854,Cvs Store #01449', 'MD,Silver Spring,20904,Cvs Store #16502', 'MD,Silver Spring,20906,Cvs Store #01459', 'MD,Silver Spring,20910,Cvs Store #01492', 'MD,Towson,21204,Cvs Store #02216', 'MD,Towson,21204,Patient First - Towson', 'MD,Towson,21286,Cvs Store #16506', 'MD,Upper Marlboro,20772,Cvs Store #01470', 'MD,Westminster,21157,Cvs Store #01330', 'MD,White Plains,20695,Cvs Store #01796']
MD    2022-04-01 06-55  +29       ['MD,Baltimore,21215,Expresscare Of Sinai', 'MD,Baltimore,21221,Expresscare Of Essex', 'MD,Baltimore,21229,Expresscare Of Wilkens', 'MD,Baltimore,21236,Expresscare Of Overlea', 'MD,Bel Air,21014,Childrens Urgent Care', 'MD,Bel Air,21014,Expresscare Of Bel Air', 'MD,Bel Air,21015,Expresscare At The Festival', 'MD,Bowie,20715,Expresscare Of Bowie', 'MD,Brooklyn Park,21225,Expresscare Of Brooklyn Park', 'MD,Cockeysville,21030,Expresscare Of Padonia', 'MD,Dundalk,21222,Expresscare Of Dundalk', 'MD,Dundalk,21222,Expresscare Of North Point', 'MD,Eldersburg,21784,Expresscare Of Eldersburg', 'MD,Forest Hill,21050,Expresscare Of Forest Hill', 'MD,Gambrills,21054,Expresscare Of Gambrills', 'MD,Gambrills,21054,First Call Medical Center Gambrills', 'MD,Hagerstown,21742,Meritus Medical Center', 'MD,Hampstead,21074,Expresscare Of Hampstead', 'MD,Largo,20774,Expresscare Of Largo', 'MD,Middle River,21220,Expresscare Of Middle River', 'MD,Mount Airy,21771,Expresscare Of Mount Airy', 'MD,Owings Mills,21117,Expresscare Of Owings Mills', 'MD,Parkville,21234,Expresscare Of Parkville', 'MD,Randallstown,21133,Expresscare Of Northwest', 'MD,Salisbury,21801,Expresscare Of Salisbury', 'MD,Severna Park,21146,Expresscare Of Severna Park', 'MD,Towson,21286,Expresscare Of Loch Raven', 'MD,Westminster,21157,Childrens Urgent Care Of Westminste', 'MD,Westminster,21157,Expresscare Of Westminster']
MD    2022-04-05 05-48  -1        ['MD,Bethesda,20814,Cvs Store #01831']
MD    2022-04-07 05-34  +1        ['MD,Bethesda,20814,Cvs Store #01831']
MD    2022-04-07 05-34  -1        ['MD,Rockville,20852,Cvs Store #00169']
MD    2022-04-08 05-48  +1        ['MD,Rockville,20852,Cvs Store #00169']
MD    2022-04-09 05-41  -1        ['MD,Olney,20832,Cvs Store #01431']
MD    2022-04-12 07-07  -2        ['MD,Gaithersburg,20878,Cvs Store #01452', 'MD,Silver Spring,20910,Cvs Store #01492']
MD    2022-04-13 06-01  +2        ['MD,Gaithersburg,20878,Cvs Store #01452', 'MD,Silver Spring,20910,Cvs Store #01492']
MD    2022-04-13 06-01  -2        ['MD,Bethesda,20814,Cvs Store #01831', 'MD,Gaithersburg,20877,Cvs Store #01490']
MD    2022-04-14 06-54  +2        ['MD,Bethesda,20814,Cvs Store #01831', 'MD,Olney,20832,Cvs Store #01431']
MD    2022-04-15 06-04  +1        ['MD,Gaithersburg,20877,Cvs Store #01490']
MD    2022-04-21 05-29  +1        ['MD,Baltimore,21215,Park West Medical Center Belvedere']
MD    2022-04-26 05-21  +1        ['MD,Indian Head,20640,Nbhc Indian Head Md']
MD    2022-04-26 05-21  -1        ['MD,Bethesda,20889,Walter Reed National Naval Medical']
MD    2022-04-27 05-23  +1        ['MD,Bethesda,20889,Walter Reed National Naval Medical']
MD    2022-05-03 06-05  +1        ['MD,Baltimore,21201,Ummc - Bcc Field House']
MD    2022-05-06 06-12  -1        ['MD,Gambrills,21054,First Call Medical Center Gambrills']
MD    2022-05-10 06-07  +1        ['MD,Gambrills,21054,First Call Medical Center Gambrills']
MD    2022-05-17 05-27  +1        ['MD,Rosedale,21237,Medstar Pharmacy Franklin Square']
MD    2022-05-25 05-39  -1        ['MD,Baltimore,21227,Baltimore Highlands Pharmacy']
MD    2022-05-26 10-27  +1        ['MD,Leonardtown,20659,St Marys County Health Department']
MD    2022-05-28 05-34  +1        ['MD,Baltimore,21227,Baltimore Highlands Pharmacy']
MD    2022-06-01 05-37  +2        ['MD,Catonsville,21228,Petro Health Llc', 'MD,Ellicott City,21042,Rightplace Family Clinic, Llc']
MD    2022-06-07 05-36  +1        ['MD,Baltimore,21237,Franklin Square Hospital Center']
MD    2022-06-07 05-36  -1        ['MD,Glen Burnie,21061,Jai Pharmacy']
MD    2022-06-08 05-41  +1        ['MD,Laurel,20708,Icare Health Services']
MD    2022-06-09 04-15  +1        ['MD,Baltimore,21213,Baltimore Med System Inc']
MD    2022-06-17 04-15  +1        ['MD,Patuxent River,20670,Nhc Patuxent River Md']
MD    2022-06-18 04-15  +2        ['MD,Jb Andrews,20762,11Th Medical Group - Jb Andrews', 'MD,Montgomery Villiage,20886,Toseg Medical Center']
MD    2022-06-25 04-15  -1        ['MD,Indian Head,20640,Nbhc Indian Head Md']
MD    2022-07-07 04-15  -2        ['MD,Ocean City,21842,Cvs Store #01458', 'MD,Ocean City,21842,Cvs Store #04371']
MD    2022-07-10 04-15  +1        ['MD,Glen Burnie,21061,Jai Pharmacy']
MD    2022-07-12 04-15  +1        ['MD,Towson,21286,Childrens Urgent Care Towson']
MA    2022-03-30 09-48  -69       ['MA,Acton,01720,Cvs Store #00654', 'MA,Amesbury,01913,Cvs Store #00073', 'MA,Amherst,01002,Cvs Store #01095', 'MA,Andover,01810,Cvs Store #01174', 'MA,Ashland,01721,Cvs Store #01875', 'MA,Beverly,01915,Cvs Store #00915', 'MA,Boston,02215,Fenway Health Ansin Building', 'MA,Braintree,02184,Cvs Store #01297', 'MA,Bridgewater,02324,Cvs Store #00913', 'MA,Brockton,02301,Brockton Neighborhood Health Center', 'MA,Brockton,02301,Cvs Store #01006', 'MA,Cambridge,02138,Cvs Store #00240', 'MA,Cambridge,02138,Cvs Store #01022', 'MA,Cambridge,02140,Cvs Store #00717', 'MA,Carver,02330,Cvs Store #00937', 'MA,Charlton City,01507,Cvs Store #00038', 'MA,Clinton,01510,Cvs Store #00920', 'MA,Danvers,01923,Cvs Store #01011', 'MA,Dedham,02026,Cvs Store #01531', 'MA,Fall River,02720,Cvs Store #00207', 'MA,Fall River,02723,Hlthfirst Fam Care Ctr Inc', 'MA,Falmouth,02540,Cvs Store #00594', 'MA,Fitchburg,01420,Cvs Store #01882', 'MA,Franklin,02038,Cvs Store #00929', 'MA,Greenfield,01301,Cvs Store #01094', 'MA,Hanover,02339,Cvs Store #01945', 'MA,Holyoke,01040,Holyoke Health Center Inc', 'MA,Hudson,01749,Cvs Store #01179', 'MA,Kingston,02364,Cvs Store #00634', 'MA,Lawrence,01841,Greater Lawrence Fam Hlth', 'MA,Leominster,01453,Cvs Store #00507', 'MA,Lynn,01901,Lynn Community Health Center', 'MA,Marshfield,02050,Cvs Store #02401', 'MA,Maynard,01754,Cvs Store #00973', 'MA,Medfield,02052,Cvs Store #01238', 'MA,Medford,02155,Cvs Store #01010', 'MA,Medway,02053,Cvs Store #01852', 'MA,Natick,01760,Cvs Store #02125', 'MA,New Bedford,02740,Greater New Bedford Comm Hlth Ctr', 'MA,Newton,02461,Cvs Store #06505', 'MA,North Attleborough,02760,Cvs Store #00938', 'MA,North Grafton,01536,Cvs Store #02172', 'MA,Northampton,01060,Cvs Store #00447', 'MA,Northborough,01532,Cvs Store #00704', 'MA,Norton,02766,Cvs Store #01877', 'MA,Palmer,01069,Cvs Store #00969', 'MA,Plymouth,02360,Cvs Store #02138', 'MA,Quincy,02169,Cvs Store #00137', 'MA,Raynham,02767,Cvs Store #00335', 'MA,Rockland,02370,Cvs Store #00281', 'MA,Roxbury,02120,Whittier Street Health Center', 'MA,Salem,01970,Cvs Store #07109', 'MA,Seekonk,02771,Cvs Store #00394', 'MA,Springfield,01103,Caring Hc Main Street Clinic', 'MA,Stoughton,02072,Cvs Store #02325', 'MA,Sudbury,01776,Cvs Store #00730', 'MA,Swansea,02777,Cvs Store #06466', 'MA,Taunton,02780,Cvs Store #00041', 'MA,Tewksbury,01876,Cvs Store #00217', 'MA,Uxbridge,01569,Cvs Store #00946', 'MA,Watertown,02472,Cvs Store #01018', 'MA,Wellesley,02482,Cvs Store #08437', 'MA,West Springfield,01089,Cvs Store #00957', 'MA,Westford,01886,Cvs Store #01121', 'MA,Westport,02790,Cvs Store #07140', 'MA,Weymouth,02189,Cvs Store #02600', 'MA,Wilmington,01887,Cvs Store #01845', 'MA,Worcester,01605,Cvs Store #00299', 'MA,Worcester,01605,Edward M Kennedy Comm Hlth Ctr']
MA    2022-03-31 08-52  -1        ['MA,Uxbridge,01569,Cvs Store #00946']
MA    2022-04-02 15-49  +1        ['MA,Uxbridge,01569,Cvs Store #00946']
MA    2022-04-05 05-48  -1        ['MA,Fall River,02723,Hlthfirst Fam Care Ctr Inc']
MA    2022-04-09 05-41  -3        ['MA,Holyoke,01040,Holyoke Health Center Inc', 'MA,Roxbury,02120,Whittier Street Health Center', 'MA,Worcester,01605,Edward M Kennedy Comm Hlth Ctr']
MA    2022-04-12 07-07  +1        ['MA,Holyoke,01040,Holyoke Health Center Inc']
MA    2022-04-12 07-07  -1        ['MA,Boston,02118,Boston Health Care Mcinnis House Cl']
MA    2022-04-14 06-54  +2        ['MA,Boston,02113,North End Waterfront Health', 'MA,Hyannis,02601,Harbor Community Health Cen Hyannis']
MA    2022-04-16 05-34  -1        ['MA,Northampton,01060,Cvs Store #00447']
MA    2022-04-19 05-39  +1        ['MA,Northampton,01060,Cvs Store #00447']
MA    2022-04-19 05-39  -1        ['MA,Brockton,02301,Brockton Neighborhood Health Center']
MA    2022-04-20 11-16  +1        ['MA,Worcester,01605,Edward M Kennedy Comm Hlth Ctr']
MA    2022-04-21 05-29  +1        ['MA,Boston,02111,South Cove Community Health Center']
MA    2022-04-22 11-14  +1        ['MA,Brockton,02301,Brockton Neighborhood Health Center']
MA    2022-04-23 05-25  +1        ['MA,Roxbury,02120,Whittier Street Health Center']
MA    2022-04-26 05-21  -1        ['MA,New Bedford,02740,Greater New Bedford Comm Hlth Ctr']
MA    2022-04-27 05-23  +1        ['MA,New Bedford,02740,Greater New Bedford Comm Hlth Ctr']
MA    2022-05-04 05-12  -1        ['MA,Worcester,01605,Edward M Kennedy Comm Hlth Ctr']
MA    2022-05-05 09-50  -1        ['MA,Dorchester,02122,Dothouse Hlth']
MA    2022-05-07 05-45  +1        ['MA,Boston,02118,Boston Health Care Mcinnis House Cl']
MA    2022-05-07 05-45  -1        ['MA,Roxbury,02120,Whittier Street Health Center']
MA    2022-05-10 06-07  +1        ['MA,Worcester,01605,Edward M Kennedy Comm Hlth Ctr']
MA    2022-05-11 06-51  +1        ['MA,Boston,02128,10 Gove Street']
MA    2022-05-14 08-48  +1        ['MA,Fall River,02723,Hlthfirst Fam Care Ctr Inc']
MA    2022-05-14 08-48  -1        ['MA,Edgartown,02539,Island Hlth Care']
MA    2022-05-16 05-54  -1        ['MA,Hanscom Afb,01731,66Th Medical Group']
MA    2022-05-24 05-43  -2        ['MA,Brockton,02301,Brockton Neighborhood Health Center', 'MA,New Bedford,02740,Greater New Bedford Comm Hlth Ctr']
MA    2022-05-25 05-39  +2        ['MA,Dorchester,02122,Dothouse Hlth', 'MA,Hanscom Afb,01731,66Th Medical Group']
MA    2022-05-27 05-48  +1        ['MA,New Bedford,02740,Greater New Bedford Comm Hlth Ctr']
MA    2022-06-07 05-36  +1        ['MA,Brockton,02301,Brockton Neighborhood Health Center']
MA    2022-06-07 05-36  -1        ['MA,Boston,02118,Boston Health Care Mcinnis House Cl']
MA    2022-06-10 04-15  -1        ['MA,New Bedford,02740,Greater New Bedford Comm Hlth Ctr']
MA    2022-06-11 04-15  +1        ['MA,Boston,02118,Boston Health Care Mcinnis House Cl']
MA    2022-06-14 04-15  -1        ['MA,Boston,02113,North End Waterfront Health']
MA    2022-06-17 04-15  -1        ['MA,Boston,02111,South Cove Community Health Center']
MA    2022-06-22 04-15  +1        ['MA,New Bedford,02740,Greater New Bedford Comm Hlth Ctr']
MA    2022-06-25 04-15  +2        ['MA,Boston,02111,South Cove Community Health Center', 'MA,Edgartown,02539,Island Hlth Care']
MA    2022-06-25 04-15  -1        ['MA,Boston,02118,Boston Health Care Mcinnis House Cl']
MA    2022-06-27 04-15  -1        ['MA,Brockton,02301,Brockton Neighborhood Health Center']
MA    2022-06-30 04-15  +1        ['MA,Boston,02118,Boston Health Care Mcinnis House Cl']
MA    2022-07-07 04-15  -2        ['MA,Falmouth,02540,Cvs Store #00594', 'MA,Fitchburg,01420,Cvs Store #01882']
MA    2022-07-09 04-15  -1        ['MA,Boston,02111,South Cove Community Health Center']
MA    2022-07-12 04-15  +1        ['MA,Boston,02113,North End Waterfront Health']
MA    2022-07-13 04-15  +1        ['MA,Brockton,02301,Brockton Neighborhood Health Center']
MA    2022-07-13 04-15  -1        ['MA,Boston,02127,South Boston Comm Health Center']
MA    2022-07-14 04-15  -1        ['MA,New Bedford,02740,Greater New Bedford Comm Hlth Ctr']
MI    2022-03-30 09-48  -52       ['MI,Alpena,49707,Alcona Health Center Alpena Service', 'MI,Ann Arbor,48104,Cvs Store #03584', 'MI,Ann Arbor,48106,St. Joseph Mercy Ann Arbor', 'MI,Atlanta,49709,Thunder Bay Comm Hlth Srvc - Atl', 'MI,Bad Axe,48413,Walgreens Store #09450', 'MI,Battle Creek,49037,Grace Health', 'MI,Benton Harbor,49022,Intercare Benton Harbor', 'MI,Canton,48187,Cvs Store #08190', 'MI,Cassopolis,49031,Cass Family Clinic', 'MI,Centreville,49032,Covered Bridge Healthcare', 'MI,Clawson,48017,Cvs Store #08174', 'MI,Davison,48423,Walgreens Store #10953', 'MI,Detroit,48209,Comm Hlth + Social Services Chass', 'MI,Detroit,48236,Covenant Community Care - Moross', 'MI,East Jordan,49727,East Jordan Family Health Center', 'MI,Fenton,48430,Walgreens Store #07065', 'MI,Flint,48505,Hamilton Comm Health Netwk', 'MI,Fraser,48026,Cvs Store #08091', 'MI,Grand Rapids,49503,Heart Of The City Hlth Ctr', 'MI,Grosse Pointe,48230,Cvs Store #08081', 'MI,Iron Mountain,49801,Dchs-Dickinson County Health Care S', 'MI,Jackson,49201,Center For Family Health', 'MI,Kalamazoo,49001,Family Health Center', 'MI,Lake Orion,48359,Walgreens Store #09251', 'MI,Lansing,48910,Walgreens Store #06369', 'MI,Livonia,48154,St Mary Mercy Hospital', 'MI,Macomb,48044,Cvs Store #08287', 'MI,Manistique,49854,Schoolcraft Memorial Hospital', 'MI,Midland,48640,Walgreens Store #06559', 'MI,Midland,48670,Midmichigan Medical Center', 'MI,Milford,48381,Cvs Store #08004', 'MI,Mount Clemens,48043,Mount Clemens', 'MI,Mount Pleasant,48858,Isabella Citizens For Health', 'MI,Mount Pleasant,48858,Walgreens Store #07247', 'MI,Muskegon Heights,49444,Muskegon Family Care', 'MI,Muskegon,49444,Hackley Community Care Center', 'MI,Northville,48167,Cvs Store #08262', 'MI,Northville,48168,Cvs Store #00103', 'MI,Okemos,48864,Walgreens Store #11286', 'MI,Petoskey,49770,Walgreens Store #05481', 'MI,Petoskey,49770,Walgreens Store #12534', 'MI,Pontiac,48341,St Joseph Mercy Oakland', 'MI,Rochester Hills,48307,Walgreens Store #09125', 'MI,Rochester Hills,48309,Cvs Store #08076', 'MI,Saginaw,48607,Great Lakes Bay Hc', 'MI,Shelby Township,48316,Cvs Store #08113', 'MI,Shelby Township,48317,Cvs Store #08144', 'MI,Southfield,48076,Cvs Store #08021', 'MI,Walled Lake,48390,Cvs Store #08002', 'MI,Waterford,48328,Cvs Store #08049', 'MI,White Cloud,49349,Baldwin Family Health Care', 'MI,Wyandotte,48192,Cvs Store #08029']
MI    2022-04-01 06-55  +3        ['MI,Canton,48187,Ecare Clinic', 'MI,Detroit,48209,Comm Hlth  Social Services Chass', 'MI,Redford,48240,Medcare Urgent Care']
MI    2022-04-01 06-55  -1        ['MI,Detroit,48209,Comm Hlth + Social Services Chass']
MI    2022-04-05 05-48  -2        ['MI,Detroit,48209,Comm Hlth  Social Services Chass', 'MI,Lansing,48910,Ingham County Community Health Cent']
MI    2022-04-08 05-48  +3        ['MI,Bruce Twp,48065,Gohealth Urgent Care - Bruce Twp', 'MI,Chesterfield,48047,Gohealth Urgent Care - Chesterfield', 'MI,Clinton Twp,48035,Gohealth Urgent Care - Fraser']
MI    2022-04-08 05-48  -1        ['MI,Midland,48670,Midmichigan Medical Center']
MI    2022-04-11 07-06  -9        ['MI,Carleton,48117,Family Medical Center', 'MI,Dearborn,48126,Western Wayne Family Health Center', 'MI,Detroit,48214,Detroit Community Health Sophie Wom', 'MI,Detroit,48214,Health Center Detroit Med Grp East', 'MI,Detroit,48236,Covenant Community Care - Moross', 'MI,Houghton Lake,48629,Kevin Denlinger', 'MI,Marquette,49855,Ugl Family Health Center Marquette', 'MI,Pontiac,48340,Oihn Baldwin Family Health Center', 'MI,Sterling,48659,Sterling Health Center']
MI    2022-04-12 07-07  -1        ['MI,Atlanta,49709,Thunder Bay Comm Hlth Srvc - Atl']
MI    2022-04-14 06-54  +1        ['MI,Atlanta,49709,Thunder Bay Comm Hlth Srvc - Atl']
MI    2022-04-15 06-04  +1        ['MI,Farmington Hills,48334,Travelcare Newland Medical Farmingt']
MI    2022-04-22 11-14  +1        ['MI,Ypsilanti,48198,Washtenaw Co Public Hd']
MI    2022-04-30 05-16  +2        ['MI,Garden City,48135,Garden City Urgent Care Pllc', 'MI,Livonia,48152,Gohealth Urgent Care - Livonia']
MI    2022-05-06 06-12  +10       ['MI,Chesterfield,48051,Beaumont Urgent Care Chesterfield', 'MI,Detroit,48201,Detroit Health Department - Mack', 'MI,Detroit,48202,Joseph Walker Williams Comm Ctr.', 'MI,Farmington Hills,48336,Wellstreet - Farmington Hills', 'MI,Livonia,48152,Beaumont Urgent Haggerty Square', 'MI,Roseville,48066,Promed Urgent Care', 'MI,Southgate,48195,Acadian Supreme Health Services', 'MI,St. Clair Shores,48081,Wellstreet Uc - St. Clair Shores', 'MI,Warren,48088,Wellstreet Uc - Warren East', 'MI,White Lake,48386,Springfield Urgent Care-White Lake']
MI    2022-05-06 06-12  -1        ['MI,Petoskey,49770,Walgreens Store #12534']
MI    2022-05-07 05-45  -1        ['MI,Grand Rapids,49503,Saint Marys Hospital Pharmacy']
MI    2022-05-10 06-07  +1        ['MI,Grand Rapids,49503,Saint Marys Hospital Pharmacy']
MI    2022-05-11 06-51  +1        ['MI,Petoskey,49770,Walgreens Store #12534']
MI    2022-05-13 06-07  +5        ['MI,Dearborn,48124,Beaumont Urgent Care Dearborn', 'MI,Novi,48375,Wellstreet Uc - Novi', 'MI,Shelby Township,48316,Wellstreet Uc - Shelby', 'MI,Southgate,48195,Wellstreet Uc -  Southgate', 'MI,West Bloomfield,48322,Wellstreet Uc - West Bloomfield']
MI    2022-05-13 06-07  -1        ['MI,White Lake,48386,Springfield Urgent Care-White Lake']
MI    2022-05-17 05-27  +1        ['MI,Sterling,48659,Sterling Health Center']
MI    2022-05-17 05-27  -4        ['MI,Alma,48801,Mid Mi Med Ctr Gratiot', 'MI,Cassopolis,49031,Cass Family Clinic', 'MI,Grand Rapids,49503,Saint Marys Hospital Pharmacy', 'MI,Iron Mountain,49801,Dchs-Dickinson County Health Care S']
MI    2022-05-18 05-40  +2        ['MI,Dearborn,48126,Western Wayne Family Health Center', 'MI,Iron Mountain,49801,Dchs-Dickinson County Health Care S']
MI    2022-05-19 05-24  +1        ['MI,Cassopolis,49031,Cass Family Clinic']
MI    2022-05-19 05-24  -2        ['MI,Dearborn,48126,Western Wayne Family Health Center', 'MI,Muskegon Heights,49444,Muskegon Family Care']
MI    2022-05-20 05-59  +1        ['MI,Detroit,48209,Comm Hlth  Social Services Chass']
MI    2022-05-21 05-54  -1        ['MI,Saginaw,48607,Great Lakes Bay Hc']
MI    2022-05-25 05-39  +3        ['MI,Muskegon Heights,49444,Muskegon Family Care', 'MI,Saginaw,48607,Great Lakes Bay Hc', 'MI,White Lake,48386,Springfield Urgent Care-White Lake']
MI    2022-05-25 05-39  -2        ['MI,Detroit,48209,Comm Hlth  Social Services Chass', 'MI,Mount Pleasant,48858,Isabella Citizens For Health']
