2022-02-18T16-04-21,45429,KHN GRANDVIEW INFUSION CENTER,02/16/2022 12:00:00 AM,,50,,
2022-04-11T07-06-23,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,91,04/08/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Middletown,NLP,NLP,NLP,9,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Soin Medical Center,NLP,NLP,NLP,39,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Main Campus,NLP,NLP,NLP,36,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/10/2022 12:00:00 AM
2022-04-11T07-06-23,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/10/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Hamilton,NLP,NLP,NLP,18,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,85,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Soin Medical Center,NLP,NLP,NLP,39,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Main Campus,NLP,NLP,NLP,36,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/11/2022 12:00:00 AM
2022-04-12T07-06-55,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/11/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,81,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Soin Medical Center,NLP,NLP,NLP,39,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Huber,NLP,NLP,NLP,8,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Main Campus,NLP,NLP,NLP,36,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/12/2022 12:00:00 AM
2022-04-13T09-20-57,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Soin Medical Center,NLP,NLP,NLP,38,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,81,04/12/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Huber,NLP,NLP,NLP,7,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Main Campus,NLP,NLP,NLP,36,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/13/2022 12:00:00 AM
2022-04-13T11-55-39,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Soin Medical Center,NLP,NLP,NLP,38,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Huber,NLP,NLP,NLP,7,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,78,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Main Campus,NLP,NLP,NLP,36,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/13/2022 12:00:00 AM
2022-04-14T09-18-06,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/13/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Soin Medical Center,NLP,NLP,NLP,37,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,77,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Huber,NLP,NLP,NLP,7,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Franklin,NLP,NLP,NLP,10,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/14/2022 12:00:00 AM
2022-04-15T06-03-51,45429,Kettering Health Main Campus,NLP,NLP,NLP,36,04/14/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,70,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Huber,NLP,NLP,NLP,7,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Soin Medical Center,NLP,NLP,NLP,37,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Main Campus,NLP,NLP,NLP,36,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/15/2022 12:00:00 AM
2022-04-16T05-33-42,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,70,04/15/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Soin Medical Center,NLP,NLP,NLP,37,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Miamisburg,NLP,NLP,NLP,20,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Huber,NLP,NLP,NLP,6,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Main Campus,NLP,NLP,NLP,35,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Washington Twp,NLP,NLP,NLP,13,04/16/2022 12:00:00 AM
2022-04-17T05-32-24,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/16/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Miamisburg,NLP,NLP,NLP,29,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Huber,NLP,NLP,NLP,6,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,70,04/15/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Soin Medical Center,NLP,NLP,NLP,37,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Washington Twp,NLP,NLP,NLP,12,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Dayton,NLP,NLP,NLP,28,04/17/2022 12:00:00 AM
2022-04-18T05-31-10,45429,Kettering Health Main Campus,NLP,NLP,NLP,34,04/17/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Soin Medical Center,NLP,NLP,NLP,35,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,70,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Huber,NLP,NLP,NLP,12,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Miamisburg,NLP,NLP,NLP,19,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Dayton,NLP,NLP,NLP,22,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Washington Twp,NLP,NLP,NLP,12,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/18/2022 12:00:00 AM
2022-04-19T05-39-24,45429,Kettering Health Main Campus,NLP,NLP,NLP,34,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Miamisburg,NLP,NLP,NLP,19,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Huber,NLP,NLP,NLP,12,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,66,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Middletown,NLP,NLP,NLP,8,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Soin Medical Center,NLP,NLP,NLP,34,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/18/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Washington Twp,NLP,NLP,NLP,12,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Dayton,NLP,NLP,NLP,21,04/19/2022 12:00:00 AM
2022-04-20T05-27-37,45429,Kettering Health Main Campus,NLP,NLP,NLP,33,04/19/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Soin Medical Center,NLP,NLP,NLP,34,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Huber,NLP,NLP,NLP,12,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Middletown,NLP,NLP,NLP,7,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,63,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Miamisburg,NLP,NLP,NLP,19,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Washington Twp,NLP,NLP,NLP,12,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Troy,NLP,NLP,NLP,23,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Dayton,NLP,NLP,NLP,21,04/20/2022 12:00:00 AM
2022-04-21T05-29-54,45429,Kettering Health Main Campus,NLP,NLP,NLP,33,04/20/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Middletown,NLP,NLP,NLP,7,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Huber,NLP,NLP,NLP,12,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,63,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Hamilton,NLP,NLP,NLP,17,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Miamisburg,NLP,NLP,NLP,19,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Soin Medical Center,NLP,NLP,NLP,34,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Greene Memorial,NLP,NLP,NLP,14,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Washington Twp,NLP,NLP,NLP,12,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Troy,NLP,NLP,NLP,22,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Main Campus,NLP,NLP,NLP,33,04/21/2022 12:00:00 AM
2022-04-22T05-26-18,45429,Kettering Health Dayton,NLP,NLP,NLP,21,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,49,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,45429,Kettering Health Huber,NLP,NLP,NLP,12,04/21/2022 12:00:00 AM
2022-04-23T05-25-10,45429,Kettering Health Middletown,NLP,NLP,NLP,7,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/22/2022 12:00:00 AM
2022-04-23T05-25-10,45429,Kettering Health Main Campus,NLP,NLP,NLP,33,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,45429,Kettering Health Middletown,NLP,NLP,NLP,7,04/23/2022 12:00:00 AM
2022-04-24T05-22-24,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/23/2022 12:00:00 AM
2022-04-24T05-22-24,45429,Kettering Health Huber,NLP,NLP,NLP,10,04/23/2022 12:00:00 AM
2022-04-24T05-22-24,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,49,04/22/2022 12:00:00 AM
2022-04-24T05-22-24,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/23/2022 12:00:00 AM
2022-04-24T05-22-24,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/23/2022 12:00:00 AM
2022-04-24T05-22-24,45429,Kettering Health Main Campus,NLP,NLP,NLP,33,04/23/2022 12:00:00 AM
2022-04-25T05-22-33,45429,Kettering Health Middletown,NLP,NLP,NLP,6,04/24/2022 12:00:00 AM
2022-04-25T05-22-33,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/24/2022 12:00:00 AM
2022-04-25T05-22-33,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,49,04/22/2022 12:00:00 AM
2022-04-25T05-22-33,45429,Kettering Health Huber,NLP,NLP,NLP,10,04/24/2022 12:00:00 AM
2022-04-25T05-22-33,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/24/2022 12:00:00 AM
2022-04-25T05-22-33,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/24/2022 12:00:00 AM
2022-04-25T05-22-33,45429,Kettering Health Main Campus,NLP,NLP,NLP,33,04/23/2022 12:00:00 AM
2022-04-26T05-20-54,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,88,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,45429,Kettering Health Huber,NLP,NLP,NLP,10,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,45429,Kettering Health Middletown,NLP,NLP,NLP,6,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,45429,Kettering Health Piqua,NLP,NLP,NLP,5,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,45429,Kettering Health Franklin,NLP,NLP,NLP,9,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,45429,Kettering Health Preble,NLP,NLP,NLP,10,04/25/2022 12:00:00 AM
2022-04-26T05-20-54,45429,Kettering Health Main Campus,NLP,NLP,NLP,30,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,88,04/25/2022 12:00:00 AM
2022-04-27T05-23-49,45429,Kettering Health Middletown,NLP,NLP,NLP,6,04/26/2022 12:00:00 AM
2022-04-27T05-23-49,45429,Kettering Health Main Campus,NLP,NLP,NLP,30,04/26/2022 12:00:00 AM
2022-04-28T09-22-45,45429,Kettering Health Middletown,NLP,NLP,NLP,6,04/28/2022 12:00:00 AM
2022-04-28T09-22-45,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,88,04/25/2022 12:00:00 AM
2022-04-28T09-22-45,45429,Kettering Health Main Campus,NLP,NLP,NLP,29,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,45429,Kettering Health Middletown,NLP,NLP,NLP,6,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,76,04/28/2022 12:00:00 AM
2022-04-29T05-13-54,45429,Kettering Health Main Campus,NLP,NLP,NLP,29,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,45429,Kettering Health Middletown,NLP,NLP,NLP,6,04/29/2022 12:00:00 AM
2022-04-30T05-15-55,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,76,04/28/2022 12:00:00 AM
2022-04-30T05-15-55,45429,Kettering Health Main Campus,NLP,NLP,NLP,27,04/29/2022 12:00:00 AM
2022-05-01T05-13-51,45429,Kettering Health Middletown,NLP,NLP,NLP,6,05/01/2022 12:00:00 AM
2022-05-01T05-13-51,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,76,04/28/2022 12:00:00 AM
2022-05-01T05-13-51,45429,Kettering Health Main Campus,NLP,NLP,NLP,26,05/01/2022 12:00:00 AM
2022-05-02T06-02-50,45429,Kettering Health Middletown,NLP,NLP,NLP,6,05/01/2022 12:00:00 AM
2022-05-02T06-02-50,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,76,04/28/2022 12:00:00 AM
2022-05-02T06-02-50,45429,Kettering Health Main Campus,NLP,NLP,NLP,25,05/01/2022 12:00:00 AM
2022-05-03T06-05-23,45429,Kettering Health Middletown,NLP,NLP,NLP,6,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,122,05/02/2022 12:00:00 AM
2022-05-03T06-05-23,45429,Kettering Health Main Campus,NLP,NLP,NLP,25,05/02/2022 12:00:00 AM
2022-05-04T05-12-02,45429,Kettering Health Middletown,NLP,NLP,NLP,6,05/03/2022 12:00:00 AM
2022-05-04T05-12-02,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,122,05/02/2022 12:00:00 AM
2022-05-04T05-12-02,45429,Kettering Health Main Campus,NLP,NLP,NLP,25,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,45429,Kettering Health Middletown,NLP,NLP,NLP,6,05/03/2022 12:00:00 AM
2022-05-05T09-49-47,45429,KHN GRANDVIEW INFUSION CENTER,NLP,NLP,NLP,105,05/04/2022 12:00:00 AM
2022-05-05T09-49-47,45429,Kettering Health Main Campus,NLP,NLP,NLP,25,05/03/2022 12:00:00 AM
2022-05-06T06-12-41,45429,Kettering Health Middletown,NLP,NLP,NLP,5,05/06/2022 12:00:00 AM
