Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address
Hutchinson Regional Medical Center,1701 E 23rd Ave,,Hutchinson,RENO,KS,67502,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,24,01/04/2022 12:00:00 AM,POINT (-97.892038 38.079488)
Walmart Pharmacy #3425,9598 Rowlett Rd,,Houston,HARRIS,TX,77075,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-95.234331 29.631755)
MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN STREET,,SOUTH BEND,ST JOSEPH,IN,46601,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-86.25057 41.683706)
Walmart Pharmacy #945,702 W Loop 289,,Lubbock,LUBBOCK,TX,79416,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-101.936735 33.58834)
Walgreens Store #09724,1515 OHIO AVE S,,LIVE OAK,SUWANNEE,FL,32064,0069-1085-30,Paxlovid,12/30/2021 12:00:00 AM,,100,0,01/04/2022 12:00:00 AM,POINT (-82.987719 30.282274)
Gothams - Fall River,506 Prospect St,,Fall River,BRISTOL,MA,02720,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,120,,,POINT (-71.145849 41.708623)
Walmart Pharmacy #5262,2181 Pelham Pkwy,,Pelham,SHELBY,AL,35124,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-86.793083 33.33947)
Walgreens Store #04109,22 E SAINT GEORGES AVE,,LINDEN,UNION,NJ,07036,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,0,01/04/2022 12:00:00 AM,POINT (-74.263826 40.637818)
HEB Pharmacy 541,10100 BEECHNUT ST,,HOUSTON,HARRIS,TX,77072-5000,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,20,01/03/2022 12:00:00 AM,POINT (-95.559858 29.689742)
Mercy Medical Center,301 St. Paul Pl,,Baltimore,BALTIMORE CITY,MD,21202,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,120,,,POINT (-76.61355 39.29255)
PU0564 - ST. CHRIS - ONCOLOGY,160 E ERIE AVE,UNIT 2ND FLR - ONCOLOGY,PHILADELPHIA,PHILADELPHIA,PA,19134,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,,POINT (-75.125535 40.007493)
Walmart Pharmacy #393,2171 S Highland Ave,,Jackson,MADISON,TN,38301,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-88.808368 35.551865)
Walgreens Store #06382,1138 MAIN AVE,,CLIFTON,PASSAIC,NJ,07011,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,40,01/04/2022 12:00:00 AM,POINT (-74.139576 40.875321)
KITSAP GENERAL SURGERY,"9927 Mickelberry Rd, Suite 121",,Silverdale,KITSAP,WA,98383,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,20,,,POINT (-122.682299 47.652149)
ASCENSION SETON HAYS,6001 KYLE PKWY,ATTN PHARMACY,KYLE,HAYS,TX,78640,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,48,,,POINT (-97.855081 30.00734)
Tawas Pharmacy LLC,306 W Lake St,,TAWAS CITY,IOSCO,MI,48763,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-83.515183 44.269378)
OSCO PHARMACY,2120 PARK STREET SOUTH,,Livingston,PARK,MT,59047,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-110.575278 45.642428)
Walmart Pharmacy #170,925 Keyser Ave,,Natchitoches,NATCHITOCHES,LA,71457,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-93.066207 31.752704)
Meijer Store 033,3955 N US HIGHWAY 31 S,,Traverse City,GRAND TRAVERSE,MI,49684,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,20,01/04/2022 12:00:00 AM,POINT (-85.642033 44.742532)
Rite Aid 05860,2640 FLORAL AVENUE,,SELMA,FRESNO,CA,93662-2602,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,,,POINT (-119.624108 36.576349)
Walgreens Store #00202,200 CARR 137,,MOROVIS,Morovis,PR,00687,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,20,01/04/2022 12:00:00 AM,
Food City Pharmacy #850,155 W Lee Highway,,Wytheville,WYTHE,VA,24382,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-81.08943 36.94578)
St Johns RMC,1600 N Rose Ave,(Pharmacy 2nd Floor),Oxnard,VENTURA,CA,93030,0310-7442-02,Evusheld,01/02/2022 12:00:00 AM,,96,48,01/03/2022 12:00:00 AM,POINT (-119.158248 34.217127)
CALVERTHEALTH MEDICAL CENTER,100 Hospital Road,,Prince Frederick,CALVERT,MD,20678,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,96,96,01/04/2022 12:00:00 AM,POINT (-76.595521 38.559984)
Rite Aid 00245,2 CUMBERLAND STREET,,LEBANON,LEBANON,PA,17042-5444,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-76.412522 40.340333)
CVS Store #10859,286 E. 7TH STREET,CVS Pharmacy,DOUGLAS,COCHISE,AZ,85607,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,80,,,POINT (-109.558233 31.341306)
CVS Store #09270,2033 W WICKENBURG WAY,CVS Pharmacy,WICKENBURG,MARICOPA,AZ,85390,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,80,,,
MONTEFIORE MEDICAL CENTER MOSES CAM,111 E 210 Street,,Bronx,BRONX,NY,10467,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,288,,,POINT (-73.879975 40.879777)
Giant Eagle Inc.,100 Settlers Ridge Center Dr,Giant Eagle Pharmacy #0047,Pittsburgh,ALLEGHENY,PA,15205,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,,POINT (-80.152592 40.441766)
Walmart Pharmacy #688,5824 Nolensville Pike,,Nashville,DAVIDSON,TN,37211,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-86.712946 36.042631)
BEST VALUE RIDGLEA DRUG,5932 LOVELL AVENUE,,FORT WORTH,TARRANT,TX,76107,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,20,,,POINT (-97.413025 32.731203)
Meijer Store 057,3175 S Rochester Rd,,Rochester Hills,OAKLAND,MI,48307,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,0,01/03/2022 12:00:00 AM,POINT (-83.131671 42.634562)
Walmart Pharmacy #2394,1500 SW 59th St,,Oklahoma City,OKLAHOMA,OK,73119,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,,,POINT (-97.546382 35.406187)
CARILION ROANOKE MEM HOSP,1906 Belleview Avenue,,Roanoke,ROANOKE CITY,VA,24014,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,192,96,01/04/2022 12:00:00 AM,POINT (-79.942297 37.252046)
BELLIN MEMORIAL HOSPITAL INC COVID,744 S WEBSTER AVE,,GREEN BAY,BROWN,WI,54301,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,48,24,01/04/2022 12:00:00 AM,POINT (-88.010691 44.502022)
CVS Store #09565,14830 HIGHWAY 4,CVS Pharmacy,DISCOVERY BAY,CONTRA COSTA,CA,94505,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-121.622204 37.88945)
PROVIDENCE CENTRALIA,914 S SCHEUBER RD,ATN PHCY-360-3308564 H AND SW RET,CENTRALIA,LEWIS,WA,98531-9027,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,20,,,POINT (-122.986989 46.712362)
LUTHERAN HOSPITAL,7950 W. JEFFERSON BLVD.,,FORT WAYNE,ALLEN,IN,46804,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,15,01/04/2022 12:00:00 AM,POINT (-85.245539 41.037621)
Walmart Pharmacy #373,157 Gary Hatfield Way,,Huntsville,MADISON,AR,72740,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,,POINT (-93.715936 36.113108)
KEDREN PRIMARY CARE CLINIC,4211 Avalon Blvd,,Los Angeles,LOS ANGELES,CA,90011,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,,,POINT (-118.265253 34.007332)
Walgreens Store #06892,591 METACOM AVE,,BRISTOL,BRISTOL,RI,02809,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,140,140,01/04/2022 12:00:00 AM,POINT (-71.263728 41.694729)
Walgreens Store #12775,550 W DIXIE AVE,,ELIZABETHTOWN,HARDIN,KY,42701,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,540,0,01/04/2022 12:00:00 AM,POINT (-85.870912 37.703905)
Walgreens Store #11762,10200 FLORIDA BLVD,,WALKER,LIVINGSTON,LA,70785,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-90.860911 30.488224)
University of Michigan Health Sys,"1500 E MEDICAL CENTER DRIVE, SPC 54",,ANN ARBOR,WASHTENAW,MI,48109,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,240,,,POINT (-83.729265 42.285336)
CVS Store #08858,7101 ATLANTIC AVENUE,CVS Pharmacy,BELL,LOS ANGELES,CA,90201,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,29,01/04/2022 12:00:00 AM,POINT (-118.1881 33.971003)
Mission Cancer Infusion Services Ph,21 Hospital Drive,First Floor,Asheville,BUNCOMBE,NC,28801,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,,POINT (-82.551952 35.578871)
RXONE LIVINGSTON,5000 ODONOVAN BLVD,SUITE 104,Walker,LIVINGSTON,LA,70785,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,,POINT (-90.861787 30.463445)
Walgreens Store #00185,940 CARR 123,,UTUADO,Utuado,PR,00641,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,20,01/04/2022 12:00:00 AM,
Walgreens Store #13875,6485 GROOM RD,,BAKER,EAST BATON ROUGE,LA,70714,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-91.129211 30.581328)
PRICE PHARMACY INC,422 US HWY 29 N,,CHINA GROVE,ROWAN,NC,28023,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,,POINT (-80.575412 35.566627)
Hilo Medical Center,1190 WAIANUENUE AVENUE,,Hilo,HAWAII,HI,96720,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,24,,,POINT (-155.112892 19.717551)
Walmart Pharmacy #516,1200 W Main St,,Gun Barrel City,HENDERSON,TX,75156,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-96.135201 32.330922)
PROVIDENCE SAINT MARY MED CTR,401 W. POPLAR STREET,,WALLA WALLA,WALLA WALLA,WA,99362,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,40,20,12/30/2021 12:00:00 AM,POINT (-118.343522 46.062783)
UHSSA UNIVERSITY HOSPITAL,4502 MEDICAL DR,,SAN ANTONIO,BEXAR,TX,78229,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,144,,,POINT (-98.576959 29.509462)
UPHAMS CORNER HEALTH CTR,415 COLUMBIA RD,ATTN: Pharmacy,Dorchester,SUFFOLK,MA,02125-0000,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-71.068986 42.312082)
Walgreens Store #17547,590 MADISON RD,,CULPEPER,CULPEPER,VA,22701,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,0,01/04/2022 12:00:00 AM,POINT (-78.013562 38.459192)
Granite Pharmacy LLC,1401 Minnesota ave,GRANITE PHARMACY LIBBY,Libby,LINCOLN,MT,59923,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,40,,,POINT (-115.548351 48.381586)
Rite Aid 05729,1688 NORTH PERRIS BOULEVARD,,PERRIS,RIVERSIDE,CA,92571-4709,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-117.226215 33.803145)
LONG ISLAND JEWISH MEDICAL CENTER,270-05 76TH AVENUE,ATTN: PHARMACY,GLEN OAKS,QUEENS,NY,11004,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,288,96,01/04/2022 12:00:00 AM,
ESSENTIA HEALTH St. Marys Duluth,420 E 1ST ST,DRUG DISTR CNTR,DULUTH,SAINT LOUIS,MN,55805,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,24,01/03/2022 12:00:00 AM,
FAMILY HEALTH CENTER OF WORCESTER,26 QUEEN ST,Attn: COVID Taskforce,WORCESTER,WORCESTER,MA,01610-0000,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-71.813584 42.259255)
MOORES PHARMACY,200 South Rachal St,,Sinton,SAN PATRICIO,TX,78387,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,0,01/01/2022 12:00:00 AM,POINT (-97.510475 28.035338)
CVS Store #08867,7915 FLORENCE AVENUE,CVS Pharmacy,DOWNEY,LOS ANGELES,CA,90240,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,180,179,01/04/2022 12:00:00 AM,POINT (-118.131142 33.954119)
Walmart Pharmacy #3383,4215 Canyon Dr,,Amarillo,RANDALL,TX,79110,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-101.864261 35.170898)
DEPARTMENT OF STATE HOSPITALS-NAPA,2100 NAPA VALLEJO HWY,,NAPA,NAPA,CA,94558,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-122.273403 38.277003)
CVS Store #09649,33499 YUCAIPA BLVD,CVS Pharmacy,YUCAIPA,SAN BERNARDINO,CA,92399,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,80,,,POINT (-117.073673 34.03386)
MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,,MONONGAHELA,WASHINGTON,PA,15063,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,,,POINT (-79.916276 40.181578)
Arnot Ogden Medical Center,600 Roe Ave,Inpatient Pharmacy Dept.,Elmira,CHEMUNG,NY,14905,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,01/03/2022 12:00:00 AM,POINT (-76.826745 42.099234)
MERCY HOSPITAL SOUTH,10010 KENNERLY RD,,SAINT LOUIS,SAINT LOUIS,MO,63128,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,120,,,POINT (-90.37767 38.509657)
Walmart Pharmacy #505,1125 N Pine St,,Deridder,BEAUREGARD,LA,70634,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-93.28559 30.865154)
Paramount Family Pharmacy,8010 2nd St,,Paramount,LOS ANGELES,CA,90723,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,,,POINT (-118.159605 33.898231)
Walmart Pharmacy #5479,1548 Fm 685,,Pflugerville,TRAVIS,TX,78660,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-97.604123 30.452447)
HEB Pharmacy 384,6030 MONTGOMERY ROAD,,SAN ANTONIO,BEXAR,TX,78239-3233,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM,,20,15,01/03/2022 12:00:00 AM,POINT (-98.370773 29.510686)
HASBRO AND RI HOSPITAL INPATIENT,593 EDDY STREET,PHARMACY,PROVIDENCE,PROVIDENCE,RI,02903,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,12/30/2021 12:00:00 AM,120,96,01/03/2022 12:00:00 AM,POINT (-71.407066 41.811792)
RANDALLS PHARMACY,10228 BROADWAY ST,,Pearland,BRAZORIA,TX,77584,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-95.378601 29.554662)
Walmart Pharmacy #23,1201 N Service Rd E,,Ruston,LINCOLN,LA,71270,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-92.62383 32.540716)
The Prescription Pad of Burnsville,730 E Main St,,Burnsville,YANCEY,NC,28714,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,0,01/03/2022 12:00:00 AM,POINT (-82.2851 35.916544)
Beekman pharmacy,2540 Route 55,,Poughquag,,NY,12570,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-73.688373 41.625355)
FORT WASHAKIE HEALTH CENTER,29 Black Coal Drive,,FORT WASHAKIE,FREMONT,WY,82514,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-108.882099 43.005821)
Cosmed Pharmacy,6521 Van Nuys Blvd,,Van Nuys,LOS ANGELES,CA,91401,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,,,POINT (-118.448729 34.189358)
MCHS EAU CLAIRE HOSPITAL,1221 Whipple St,Wis,Eau Claire,EAU CLAIRE,WI,54703,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-91.51354 44.812055)
MEDI-RX PHARMACY,6401 OLDE STONE CROSSING,,POLAND,MAHONING,OH,44514,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,40,,,POINT (-80.588193 41.024828)
CVS Store #10921,6601 STINE ROAD,CVS Pharmacy,BAKERSFIELD,KERN,CA,93313,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,,POINT (-119.056773 35.295361)
CVS Store #08858,7101 ATLANTIC AVENUE,CVS Pharmacy,BELL,LOS ANGELES,CA,90201,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,220,220,01/04/2022 12:00:00 AM,POINT (-118.1881 33.971003)
Walgreens Store #15284,900 N WASHINGTON ST,STE 1,BALTIMORE,BALTIMORE CITY,MD,21205,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,0,01/04/2022 12:00:00 AM,POINT (-76.589732 39.301191)
Atlantic General Hospital,9733 Healthway Drive,Inpatient Pharmacy 2nd Floor,Berlin,WORCESTER,MD,21811,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/29/2021 12:00:00 AM,96,,,POINT (-75.210472 38.338604)
BEAR DRUGS INC,5200 N CROATAN HIGHWAY,STE 10 AND 11,KITTY HAWK,DARE,NC,27949,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,,POINT (-75.712834 36.097705)
AHN-Allegheny General Hospital,320 East North Ave,Inpatient Pharmacy,Pittsburgh,ALLEGHENY,PA,15212,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,624,,,POINT (-80.003138 40.456172)
NEWPORT COMMUNITY HOSPTIAL,714 W. Pine St.,,NEWPORT,PEND OREILLE,WA,99156,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,,,POINT (-117.048419 48.18217)
TEXAS ONCOLOGY FT WORTH,500 SOUTH HENDERSON ST,STE 300,FORT WORTH,TARRANT,TX,76104,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,POINT (-97.337793 32.739294)
UNIVERSITY HOSPITALS OF CLEVELAND,11100 EUCLID AVE,B106,CLEVELAND,CUYAHOGA,OH,44106,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,200,,,POINT (-81.607239 41.507309)
Duke University Hospital Outpatient,40 Duke Medicine Circle,First Floor Red Zone Room 1822,Durham,DURHAM,NC,27710,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,14,01/04/2022 12:00:00 AM,POINT (-78.935797 36.004646)
Northwest Health Porter,85 E US Highway 6,,Valparaiso,PORTER,IN,46383,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,,POINT (-87.051179 41.550069)
Walmart Pharmacy #2984,3745 SW Lee Blvd,,Lawton,COMANCHE,OK,73505,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,160,,,POINT (-98.440817 34.594501)
R-eXellence Program - Man SWVHS,600 E McDonald Ave.,,Man,LOGAN,WV,25635,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-81.87537 37.733508)
BOTW HEALTH INC (Valley View Pharm),12879 Josey Ln,Ste 115,Farmers Branch,DALLAS,TX,75234,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,,POINT (-96.881754 32.92157)
CVS Store #09115,645 SATURN BLVD,CVS Pharmacy,SAN DIEGO,SAN DIEGO,CA,92154,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,140,,,POINT (-117.092669 32.584723)
CHEYENNE RIVER HEALTH CENTER,24276 166 ST AIRPORT RD,,Eagle Butte,DEWEY,SD,57625,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,,
MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,MAIN CAMPUS PHARMACY,BOSTON,SUFFOLK,MA,02114,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,120,0,12/21/2021 12:00:00 AM,POINT (-71.068777 42.3624)
Burke Rehabilitation Hospital,785 Mamaroneck Avenue,,White Plains,WESTCHESTER,NY,10605,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,,,POINT (-73.755342 41.014357)
Walmart Pharmacy #3106,8538 INTERSTATE HIGHWAY 35 S,,SAN ANTONIO,BEXAR,TX,78211,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-98.556101 29.341093)
CHRISTUS ST. FRANCES CABRINI HOSPIT,3330 Masonic Dr.,ATTN:  Inpatient Pharmacy,Alexadnria,RAPIDES,LA,71301,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,48,,,POINT (-92.461454 31.281726)
Wegmans Food Markets Inc.,5000 Wegmans Dr.,Wegmans,Bethlehem,NORTHAMPTON,PA,18017,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,,,POINT (-75.388011 40.665563)
Walmart Pharmacy #964,9441 Alameda Ave,,El Paso,EL PASO,TX,79907,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-106.313888 31.681662)
RENAL MEDICINE ASSOCIATES,3821 Masthead ST NE,,ALBUQUERQUE,BERNALILLO,NM,87109-4679,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,12/22/2021 12:00:00 AM,48,,,POINT (-106.600423 35.166422)
NORTHBAY MEDICAL CENTER,1200 B GALE WILSON BLVD DEPARTMENT,OF PHARMACY,FAIRFIELD,SOLANO,CA,94533,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,40,01/04/2022 12:00:00 AM,POINT (-122.0476 38.261104)
Weeks Medical Center,173 Middle St,,Lancaster,COOS,NH,03584,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,,24,,,POINT (-71.554156 44.48699)
Walgreens Store #18425,599 MOUNT CLINTON PIKE,,HARRISONBURG,ROCKINGHAM,VA,22802,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/27/2021 12:00:00 AM,20,16,01/04/2022 12:00:00 AM,POINT (-78.87075 38.468665)
Walmart Pharmacy #3864,561 Yopp Rd,,Jacksonville,ONSLOW,NC,28540,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-77.463253 34.753097)
GLENVIEW PROFESSIONAL PHARMACY,7640 GLENVIEW DR STE A,,RICHLAND HILLS,TARRANT,TX,76180,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,,POINT (-97.213759 32.823769)
Queens Medical Center W Oahu COVID,91-2141 Fort Weaver Road,,Ewa Beach,HONOLULU,HI,96706,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,24,0,12/23/2021 12:00:00 AM,POINT (-158.026145 21.369835)
MERCY HOSPITAL LINCOLN,1000 E CHERRY ST,,TROY,LINCOLN,MO,63379,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,40,,,POINT (-90.964676 38.984003)
CVS Store #09233,515 S STATE HIGHWAY 49,CVS Pharmacy,JACKSON,AMADOR,CA,95642,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-120.769751 38.34455)
CVS Store #09196,1376 3RD AVE,CVS Pharmacy,CHULA VISTA,SAN DIEGO,CA,91911,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,80,80,01/04/2022 12:00:00 AM,POINT (-117.066224 32.603959)
Moose Professional Pharmacy,270 Copperfield Blvd,,Concord,CABARRUS,NC,28025,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-80.599321 35.446017)
Henry County Hospital,1000 N. 16th Street,,Newcastle,HENRY,IN,47362,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,01/04/2022 12:00:00 AM,POINT (-85.365008 39.942642)
Walgreens Store #09526,3100 HIGHWAY 28 E,,PINEVILLE,RAPIDES,LA,71360,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-92.398464 31.332904)
Walmart Pharmacy #4672,1600 FEDERAL DR,,MONTGOMERY,MONTGOMERY,AL,36107,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-86.267868 32.403579)
CLINTON INDIAN HEALTH CENTER,10321 N 2274 RD,,Clinton,CUSTER,OK,73601,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,,POINT (-98.932998 35.520409)
Walmart Pharmacy #683,2130 N Locust Ave,,Lawrenceburg,LAWRENCE,TN,38464,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-87.31868 35.273598)
CVS Store #09558,320 S TWIN OAKS VALLEY RD,CVS Pharmacy,SAN MARCOS,SAN DIEGO,CA,92078,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-117.164934 33.130207)
RENUE RX 4,201 COMMERCE ST,STE 201,FORT WORTH,TARRANT,TX,76102,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,,POINT (-97.331447 32.756531)
