Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date
JEFFERSON REGIONAL MEDICAL CTR,1600 W 40TH AVE,,PINE BLUFF,JEFFERSON,AR,71603,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,
STATEN ISLAND UNIVERISTY-NORTH CAMP,475 SEAVIEW AVENUE,,STATEN ISLAND,RICHMOND,NY,10305,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,240,120,12/30/2021 12:00:00 AM
ALTA BATES SUMMIT MEDICAL CENTER,2450 ASHBY AVENUE,,BERKELEY,ALAMEDA,CA,94705,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
KAISER PERMANENTE- SOUTH BAY,25965 SOUTH NORMANDIE AVe,NORMANDIE NORTH PHARM DEPT 24HR,HARBOR CITY,LOS ANGELES,CA,90710,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,0,12/30/2021 12:00:00 AM
Arrowhead Regional Medical Center,400 North Pepper Avenue,Attention: Pharmacy Dept.,Colton,SAN BERNARDINO,CA,92324,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,24,12/30/2021 12:00:00 AM
GWU Hospital Pharmacy,"900  23rd Street NW, B-1018",,Washington,DISTRICT OF COLUMBIA,DC,20037,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
GRIFFIN HOSPITAL,130 DIVISION ST,,DERBY,NEW HAVEN,CT,06418,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,24,12/28/2021 12:00:00 AM
RIVERVIEW HOSPITAL,395 WESTFIELD ROAD,Attn: Inpatient Pharmacy,NOBLESVILLE,HAMILTON,IN,46060,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
TERRE HAUTE REGIONAL HOSPITAL,3901 S. 7TH ST,ATTN: PHARMACY,TERRE HAUTE,VIGO,IN,47802,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,,
WITHAM HEALTH SERVICES,2705 N. LEBANON ST STE260,,Lebanon,BOONE,IN,46052,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,,
METHODIST HOSPITALS - SOUTHLAKE,8701 BROADWAY,,MERRILLVILLE,LAKE,IN,46410,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,,
METHODIST HOSPITALS - SOUTHLAKE,8701 BROADWAY,,MERRILLVILLE,LAKE,IN,46410,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
IUH METHODIST HOSPITAL,1701 N. SENATE BLVD.,Room BG52,INDIANAPOLIS,MARION,IN,46202,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,40,12/29/2021 12:00:00 AM
MERCYONE WATERLOO MEDICAL CENTER,3421 WEST 9TH STREET,ATTN:  6th Floor PHARMACY,WATERLOO,BLACK HAWK,IA,50702,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
STATE OFFICE FOR PHARMACY SERVICES,369 EAST ST.,STATE OFFICE FOR PHARMACY SERVICES,TEWKSBURY,MIDDLESEX,MA,01876,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,0,,
FAMILY PHARMACY OF BATON ROUGE,13707 Coursey Blvd Ste A,SUITE B,Baton Rouge,EAST BATON ROUGE,LA,70817,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,20,12/31/2021 12:00:00 AM
ST ELIZABETH HEALTHCARE EDGEWOOD,1 MEDICAL VILLAGE DR,,EDGEWOOD,KENTON,KY,41017-0000,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/22/2021 12:00:00 AM,72,72,12/28/2021 12:00:00 AM
"BROAD AVENUE PHARMACY, LLC",1400 NORTH BROAD ST.,,NEW ORLEANS,ORLEANS,LA,70119,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,6,12/31/2021 12:00:00 AM
MERITUS MEDICAL CENTER,11116 MEDICAL CAMPUS ROAD,ATTN: INPATIENT PHARMACY,HAGERSTOWN,WASHINGTON,MD,21742,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,96,48,12/30/2021 12:00:00 AM
BERKSHIRE MEDICAL CENTER,725 North Street,INPATIENT PARMACY,Pittsfield,BERKSHIRE,MA,01201,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,48,,
FAMILY HEALTH CENTER OF WORCESTER,26 QUEEN ST,Attn: COVID Taskforce,WORCESTER,WORCESTER,MA,01610-0000,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,,SEDALIA,PETTIS,MO,65301,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,48,,
FULTON STATE HOSPITAL,600 E 5TH ST,,FULTON,CALLAWAY,MO,65251,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,0,12/30/2021 12:00:00 AM
PEMISCOT COUNTY MEMORIAL HOSPITAL,946 East Reed,,Hayti,PEMISCOT,MO,63851,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
MOSAIC MEDICAL CENTER MARYVILLE,2016 S MAIN ST,,MARYVILLE,NODAWAY,MO,64468,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
MERCY HOSPITAL SOUTH,10010 KENNERLY RD,,SAINT LOUIS,SAINT LOUIS,MO,63128,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,120,,
UNIVERSITY OF MISSOURI HEALTH CARE,1 HOSPITAL DR,T0021,COLUMBIA,BOONE,MO,65212-0001,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,
TAUC 01 - ROCK HILL,9556 MANCHESTER RD,,SAINT LOUIS,SAINT LOUIS,MO,63119,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
NORTHFIELD HOSP AND CLINIC,2000 North Avenue,,Northfield,RICE,MN,55057,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,0,,
WAHOO PHARMACY,526 N. Linden,,Wahoo,SAUNDERS,NE,68066,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
BILLINGS CLINIC HOSPITAL,2800 10th Ave N,,Billings,YELLOWSTONE,MT,59101,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,,
BOZEMAN HEALTH DEAC HOSPITAL,915 HIGHLAND BLVD,ATTN INPATIENT PHARMACY,BOZEMAN,GALLATIN,MT,59715-0000,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,,
BARNES JEWISH HOSP GPO,425 S EUCLID AVE,,SAINT LOUIS,SAINT LOUIS CITY,MO,63110,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,40,12/31/2021 12:00:00 AM
BARNES JEWISH HOSP GPO,425 S EUCLID AVE,,SAINT LOUIS,SAINT LOUIS CITY,MO,63110,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,500,,
DELTA HEALTH CENTER MOORHEAD,702 Martin Luther King Road,,Mound Bayou,BOLIVAR,MS,38762,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,40,,
OSWEGO HOSPITAL,110 West 6th St,Pharmacy 4th floor,OSWEGO,OSWEGO,NY,13126-2598,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,0,12/20/2021 12:00:00 AM
CLARA MAAS MEDICAL CENTER,1 CLARA MAASS DR,ATTENTION PHARMACY,BELLEVILLE,ESSEX,NJ,07109,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM,12/28/2021 12:00:00 AM,72,72,12/29/2021 12:00:00 AM
HENDERSON HOSPITAL,1050 WEST GALLERIA DR,,HENDERSON,CLARK,NV,89011,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,,
OUTBREAKS NEW HAMPSHIRE,29 HAZEN DR,,CONCORD,MERRIMACK,NH,03301-6510,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,,
CATHOLIC MEDICAL CENTER PHARMACY,100 MCGREGOR ST,Pharmacy Department,MANCHESTER,HILLSBOROUGH,NH,03102-3730,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/29/2021 12:00:00 AM
MERCER COUNTY COMMUNITY HOSPITAL,ATTN PHARMACY - SHELLY ROSS,800 W MAIN STREET,COLDWATER,MERCER,OH,45828,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,288,,
Erie County Medical Center,462 Grider Street,Ground Floor - Inpatient Pharmacy,BUFFALO,ERIE,NY,14215,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,48,24,12/30/2021 12:00:00 AM
CHAMPLAIN VALLEY PHY HSP,75 BEEKMAN ST,Department of Pharmacy Services,PLATTSBURGH,CLINTON,NY,12901-0000,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,
THE RINEHART CLINIC,230 ROWE RD,,WHEELER,TILLAMOOK,OR,97147-0035,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,
EAST LIVERPOOL CITY HOSPITAL,425 WEST 5TH STREET,,EAST LIVERPOOL,COLUMBIANA,OH,43920,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,40,,
UC HEALTH UNI HOSP INC-CINCI,331 ALBERT SABIN WAY,,CINCINNATI,HAMILTON,OH,45229,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,120,,
UC HEALTH UNI HOSP INC-CINCI,331 ALBERT SABIN WAY,,CINCINNATI,HAMILTON,OH,45229,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,500,,
H.B. MAGRUDER HOSPITAL,615 FULTON STREET,,PORT CLINTON,OTTAWA,OH,43452,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
SOUTHEASTERN OHIO REGIONAL MED CTR,1341 CLARK STREET,,CAMBRIDGE,GUERNSEY,OH,43725,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
FOX CHASE CANCER CT PHARMACY,333 COTTMAN AVE,,PHILADELPHIA,PHILADELPHIA,PA,19111,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,144,,
HN4060 - UPHS A MAIN HOSPITAL,3400 SPRUCE ST,SILVERSTEIN,PHILADELPHIA,PHILADELPHIA,PA,19104,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,720,,
HN2080 - TJUH-THOMAS JEFF UNIV HOSP,111 S 11TH ST,,PHILADELPHIA,PHILADELPHIA,PA,19107,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,96,,
LGH-LANCASTER GENERAL HOSPITAL,555 N. DUKE ST,PHARMACY DEPT,LANCASTER,LANCASTER,PA,17602,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,144,,
MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,,MONONGAHELA,WASHINGTON,PA,15063,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,,
WELLSPAN YORK HOSPITAL,1001 S. Geroge St.,7TH FLR INPATIENT PHARMACY,York,PERRY,PA,17045,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
MEDICAL UNIVERSITY OF SOUTH CAROLIN,169 ASHLEY AVE,Room 161,CHARLESTON,CHARLESTON,SC,29425-8908,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,168,168,01/02/2022 12:00:00 AM
MONUMENT HEALTH RCH PHARMACY,353 FAIRMONT BLVD,,RAPID CITY,PENNINGTON,SD,57701-0000,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/24/2021 12:00:00 AM,40,40,12/29/2021 12:00:00 AM
PLAZA APOTHECARY PLLC,600 N PEARL ST,H201,DALLAS,DALLAS,TX,75201,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,
CHRISTUS GOOD SHEPHERD LONGVIEW,700 E MARSHALL AVE,,LONGVIEW,GREGG,TX,75601,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/30/2021 12:00:00 AM,48,,
CTR FOR CANCER AND BLOOD DISORDERS,800 W MAGNOLIA AVE,SUITE 230,FORT WORTH,TARRANT,TX,76104,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,144,,
HOUSTON METHODIST HOSPITAL,6565 FANNIN ST,DB1-09,HOUSTON,HARRIS,TX,77030,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,144,,
HCA HOUSTON HEALTHCARE MAINLAND,6801 Emmett F Lowry Expy,,TEXAS CITY,GALVESTON,TX,77591,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,48,24,12/28/2021 12:00:00 AM
HCA HOUSTON HEALTHCARE CLEAR LAKE,500 MEDICAL CENTER BLVD,,WEBSTER,HARRIS,TX,77598,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/29/2021 12:00:00 AM,48,,
BROOKSHIRES PHARMACY 42,1420 N UNIVERSITY DR,,NACOGDOCHES,NACOGDOCHES,TX,75961,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,40,12/31/2021 12:00:00 AM
COMMUNITY PHARMACY,3001 FM 2181,STE 450,Corinth,DENTON,TX,76210,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,8,12/30/2021 12:00:00 AM
U OF U HOSPITAL,50 N MEDICAL DR,A-090,SALT LAKE CITY,SALT LAKE,UT,84132,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,72,67,01/01/2022 12:00:00 AM
S AND R DRUG CO,1606 S MARGARET AVE,,KIRBYVILLE,JASPER,TX,75956,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
ESKENAZI HEALTH CENTER,720 ESKENAZI AVENUE,,INDIANAPOLIS,MARION,IN,46202,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
UVA HEALTH SYSTEM,1215 Lee St,ATTN: Inpatient Pharmacy,Charlottesville,CHARLOTTESVILLE CITY,VA,22908,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,144,,
GREATER LAWRENCE FAMILY HEALTH CENT,34 HAVERHILL ST,FAMILY HEALTH CENTER INC 1ST FLOOR,LAWRENCE,ESSEX,MA,01841-0000,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,
Cheyenne Regional Medical Center,214 East 23rd Street,Attn: Pharmacy,Cheyenne,LARAMIE,WY,82001,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/28/2021 12:00:00 AM,20,20,12/31/2021 12:00:00 AM
Casper Natrona County Health Depart,475 S Spruce St,,Casper,NATRONA,WY,82601,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
MARSHFIELD - RICE LAKE CENTER,1700   W. STOUT STREET,,RICE LAKE,BARRON,WI,54868-0000,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,
MULTICARE MED CTR ED PHARM.,315 MARTIN LUTHER KING JR WAY,,Tacoma,PIERCE,WA,98405,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,40,,
SACRED HEART MEDICAL CENTER,101 W. 8TH AVE,ATTN: INPATIENT PHARMACY,SPOKANE,SPOKANE,WA,99204,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,12/29/2021 12:00:00 AM,40,20,12/31/2021 12:00:00 AM
HN0040 - TUHS - MAIN HOSP,3401 N BROAD ST,,PHILADELPHIA,PHILADELPHIA,PA,19140,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,96,,
Reid Health,Reid Health,1100 Reid Parkway,Richmond,WAYNE,IN,47374,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,20,12/31/2021 12:00:00 AM
FirstHealth Outpatient Cancer Ctr,220 Page Road,,Pinehurst,MOORE,NC,28374,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/30/2021 12:00:00 AM
FITZGIBBON HOSPITAL,2305 S. Hwy 65,,Marshall,SALINE,MO,65340,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,24,,
UVM Medical Center (Pharmacy),111 Colchester Avenue,inpatient Pharmacy,Burlington,CHITTENDEN,VT,05401,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,72,,
TEXAS ONCOLOGY AMARILLO,1000 S. Coulter,,Amarillo,POTTER,TX,79106,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,96,,
Kinney Drugs # 62-Auburn,62 Owasco St,,Auburn,CAYUGA,NY,13021,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,
Moses Cone Memorial Hospital,1200 N Elm St,,Greensboro,GUILFORD,NC,27401,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,,
PORTER ADVENTIST HOSPITAL,2525 S Downing St,Porter Pharmacy,Denver,DENVER,CO,80210,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,192,192,01/02/2022 12:00:00 AM
ADVANCED PHARMACY,8910 STATE ROUTE 108,Ste C,COLUMBIA,HOWARD,MD,21045-2151,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,20,12/30/2021 12:00:00 AM
PENN STATE HERSHEY MEDICAL CENTER,500 UNIVERSITY DRIVE #300,,HERSHEY,DAUPHIN,PA,17033,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,96,,
SCOTLAND MEMORIAL HOSPITAL,500 LAUCHWOOD DR,ATTN PHARMACY,LAURINBURG,SCOTLAND,NC,28352-0000,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/30/2021 12:00:00 AM
LYNN CHC-COMBINED PRIMARY CARE,269 UNION ST,PEDIATRIC DEPT NURSE EXT 702,LYNN,ESSEX,MA,01901-0000,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,
LYNN CHC-COMBINED PRIMARY CARE,269 UNION ST,PEDIATRIC DEPT NURSE EXT 702,LYNN,ESSEX,MA,01901-0000,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
ABBOTT NORTHWESTERN HOSPITAL,800 E 28TH STREET,Inpatient Pharmacy,MINNEAPOLIS,HENNEPIN,MN,55407,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,180,,
SANFORD WORTHINGTON REGIONAL HOSP,1018  Sixth Avenue,,Worthington,NOBLES,MN,56187,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,48,,
Blue Ridge Pharmacy,1070 Tunnel Road,,Asheville,BUNCOMBE,NC,28805,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
THOP HOSP OF PROVIDENCE MEMORIAL,2001 N OREGON ST,MEMORIAL CAMPUS,EL PASO,EL PASO,TX,79902,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/28/2021 12:00:00 AM,144,72,12/30/2021 12:00:00 AM
BIG HORN HOSPITAL,17 NORTH MILES AVE,,HARDIN,BIG HORN,MT,59034,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
National Supply Service Center,501 NE 122nd St,STE F,Oklahoma City,OKLAHOMA,OK,73114,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,
VANDERBILT HEALTH PHARMACY,719 Thompson Lane,Suite 24130,Nashville,DAVIDSON,TN,37204,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/22/2021 12:00:00 AM,24,21,12/30/2021 12:00:00 AM
HIGH DESERT REGIONAL HEALTH CENTER,335 E AVENUE I ROOM 1A14,,LANCASTER,LOS ANGELES,CA,93535,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,300,,
NEWARK WAYNE COMMUNITY HOSP,1200 Driving Park Ave,,Newark,WAYNE,NY,14513,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,,
THE MEDICAL CENTER OF BOWLING GREEN,250 PARK STREET,ATTN: INPATIENT PHARMACY,BOWLING GREEN,WARREN,KY,42101,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/22/2021 12:00:00 AM,48,48,12/31/2021 12:00:00 AM
EMORY UNIVERSITY HOSPITAL,1364 Clifton Road N.E.,Suite EG 22 - Inpatient Pharmacy,Atlanta,DEKALB,GA,30322,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/23/2021 12:00:00 AM,96,,
CDCR Central Fill Pharm,8364 Rovana Circle,,Sacramento,SACRAMENTO,CA,95828,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,40,40,12/31/2021 12:00:00 AM
KAISER PERM SUPPLY MAIN,2921 Naches Ave SW,Bldg B,Renton,KING,WA,98057-2617,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,100,20,12/28/2021 12:00:00 AM
KAISER PERM SUPPLY MAIN,2921 Naches Ave SW,Bldg B,Renton,KING,WA,98057-2617,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,360,,
LIVE OAK PHARMACY,9970 LIVE OAK BOULEVARD,,LIVE OAK,SUTTER,CA,95953,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,
SAN MATEO MEDICAL CENTER,222 W 39TH AVE,Attention: Pharmacy,SAN MATEO,SAN MATEO,CA,94403,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,48,,
St. Johns Hospital,625 East Broadway,,Jackson,TETON,WY,83001,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,
CARVAJAL PHARMACY LTC LLC,119 HUIZAR,,SAN ANTONIO,BEXAR,TX,78214,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,,
HAROLD ALFOND CENTER CANCER CARE,361 Old Belgrade Road,Attn: Pharmacy,Augusta,KENNEBEC,ME,04330,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM,12/22/2021 12:00:00 AM,24,23,12/28/2021 12:00:00 AM
NORTHERN WESTCHESTER HOSPITAL,400 East Main STREET,,Mount Kisco,WESTCHESTER,NY,10549,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,24,12/30/2021 12:00:00 AM
SAMARITAN MEDICAL CTR,830 WASHINGTON ST,ATTN PHARMACY,WATERTOWN,JEFFERSON,NY,13601,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,12/29/2021 12:00:00 AM
TEXAS CHILDRENS HOSPITAL MED CTR,6621 FANNIN ST,WB1-120,HOUSTON,HARRIS,TX,77030,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,96,,
BELLIN MEMORIAL HOSPITAL INC COVID,744 S WEBSTER AVE,,GREEN BAY,BROWN,WI,54301,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM,12/28/2021 12:00:00 AM,24,24,01/01/2022 12:00:00 AM
UConn Health Center John Dempsey,263 FARMINGTON AVENUE,,FARMINGTON,HARTFORD,CT,06032,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/22/2021 12:00:00 AM,48,24,01/01/2022 12:00:00 AM
UConn Health Center John Dempsey,263 FARMINGTON AVENUE,,FARMINGTON,HARTFORD,CT,06032,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,40,40,01/01/2022 12:00:00 AM
Eden Drug Inc,103 W STADIUM DR,,Eden,ROCKINGHAM,NC,27288,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,12/29/2021 12:00:00 AM,20,,
DAVIDS PHARMACY,1816 East Arbors Drive,Suite 440,Charlotte,MECKLENBURG,NC,28262,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,40,,
"MAYO CHS IN CANNON FALLS, HOSPITAL","32021 County 24 Blvd, Suite 1716",,CANNON FALLS,GOODHUE,MN,55009,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM,,0,,
Lake Region Cancer Care,908 S Cascade St,,Fergus Falls,OTTER TAIL,MN,56537,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,12/28/2021 12:00:00 AM,48,,
VANDERBILT UNIVERSITY ADULT HOSPITA,"1211 MEDICAL CENTER DR, VUH B127",Pharmacy,NASHVILLE,DAVIDSON,TN,37232,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,120,116,01/02/2022 12:00:00 AM
SSM HLTH ST JOSEPH HOSP-ST CHARLES,300 FIRST CAPITOL DR,,SAINT CHARLES,SAINT CHARLES,MO,63301,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,,
SUGAR LAND ALLERGY ASTHMA,4820 SWEETWATER BLVD,,SUGAR LAND,FORT BEND,TX,77479,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,96,,
Childrens Hospital of Orange County,1201 W. La Veta Ave,,Orange,ORANGE,CA,92868,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM,12/21/2021 12:00:00 AM,24,23,12/30/2021 12:00:00 AM
PULLMAN REGIONAL HOSPITAL,835 SE Bishop Blvd,,PULLMAN,WHITMAN,WA,99163,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM,12/29/2021 12:00:00 AM,24,,
MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,Inpatient Pharmacy,SAINT LOUIS,SAINT LOUIS,MO,63131,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,20,20,01/02/2022 12:00:00 AM
MIAMI VALLEY HOSPITAL,ATTN PHARMACY,ONE WYOMING STREET,DAYTON,MONTGOMERY,OH,45409,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,40,,
ST. MARYS MEDICAL CENTER,2900 First Avenue,,Huntington,CABELL,WV,25702,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/23/2021 12:00:00 AM,96,,
HEARTLAND REG MED CTR,5325 FARAON ST,,SAINT JOSEPH,BUCHANAN,MO,64506,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,12/30/2021 12:00:00 AM,96,,
SENTARA WILLIAMSBURG RMC,100 Sentara Circle,,Williamsburg,JAMES CITY,VA,23188,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,24,,
