Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date
Walmart Pharmacy #4503,2650 S STATE HIGHWAY 161,,GRAND PRAIRIE,DALLAS,TX,75052,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #999,7239 SW Loop 410,,San Antonio,BEXAR,TX,78242,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #5175,589 W Main St,,Cookeville,PUTNAM,TN,38506,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #7220,1852 Sherwood Way,,San Angelo,TOM GREEN,TX,76901,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
KROGER PHARMACY 03400347,9303 HIGHWAY 6 S,,HOUSTON,HARRIS,TX,77083,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #466,1604 W Market St,,Bolivar,HARDEMAN,TN,38008,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #466,1604 W Market St,,Bolivar,HARDEMAN,TN,38008,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2724,1107 Shaver St,,Pasadena,HARRIS,TX,77506,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #600,2801 Charles St,,Pampa,GRAY,TX,79065,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3169,11923 US Hwy 290 E,,Manor,TRAVIS,TX,78653,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4299,6315 82ND ST,,LUBBOCK,LUBBOCK,TX,79424,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #3826,1911 Marsha Sharp Fwy,,Lubbock,LUBBOCK,TX,79415,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #6898,11415 Quaker Avenue,,Lubbock,LUBBOCK,TX,79424,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #217,801 W Main St,,Lewisville,DENTON,TX,75067,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3623,4401 HIGHWAY 83 SOUTH,,LAREDO,WEBB,TX,78046,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #457,1360 NORTH MAIN,,VIDOR,ORANGE,TX,77662,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3431,2801 E Interstate 20,,Hudson Oaks,PARKER,TX,76087,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1800,1801 Marketplace Dr,,Garland,DALLAS,TX,75041,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #529,6410 Interstate 45,,La Marque,GALVESTON,TX,77568,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #407,1400 Lowes Blvd,,Killeen,BELL,TX,76542,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3136,13900 Horizon Blvd,,Horizon City,EL PASO,TX,79928,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2667,7401 Samuell Blvd,,Dallas,DALLAS,TX,75228,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1044,5050 Troup Hwy,,Tyler,SMITH,TX,75707,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #4065,8035 Market St,,Wilmington,NEW HANOVER,NC,28411,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #576,207 S MEMORIAL DR,,TULSA,TULSA,OK,74112,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #130,1000 W Shawnee St,,Muskogee,MUSKOGEE,OK,74401,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #5043,6990 E Shelby Dr,,Memphis,SHELBY,TN,38125,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #564,6100 W Reno Ave,,Oklahoma City,OKLAHOMA,OK,73127,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #4416,13003 Tomball Pkwy,,Houston,HARRIS,TX,77086,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #129,1715 N Commerce St,,Ardmore,CARTER,OK,73401,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #3864,561 Yopp Rd,,Jacksonville,ONSLOW,NC,28540,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #3509,11755 Beechnut St,,Houston,HARRIS,TX,77072,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1409,10750 Westview Dr,,Houston,HARRIS,TX,77043,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #671,615 S Cumberland St,,Lebanon,WILSON,TN,37087,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Rite Aid 02545,1001 JEFFERSON AVENUE,,WASHINGTON,WASHINGTON,PA,15301-2105,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Walmart Pharmacy #3221,515 E 4th St,,Watkins Glen,SCHUYLER,NY,14891,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2326,1000 STATE ROUTE 36,,HORNELL,STEUBEN,NY,14843,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
CVS Store #00419,216 QUAKER ROAD,CVS Pharmacy,QUEENSBURY,WARREN,NY,12804,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
CVS Store #00590,1054 CASS AVENUE,CVS Pharmacy,WOONSOCKET,PROVIDENCE,RI,02895,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walmart Pharmacy #1494,4109 S Staples St,,Corpus Christi,NUECES,TX,78411,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #464,3829 INTERSTATE HWY 69 ACCESS RD,,CORPUS CHRISTI,NUECES,TX,78410,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walgreens Store #06953,605 W AJO WAY,,TUCSON,PIMA,AZ,85713,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #15937,2203 LANCASTER PIKE,,READING,BERKS,PA,19607,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 419,2135 E MAIN ST,,EAGLE PASS,MAVERICK,TX,78852-4718,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 419,2135 E MAIN ST,,EAGLE PASS,MAVERICK,TX,78852-4718,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
HEB Pharmacy 415,17460 INTERSTATE 35 N,,SCHERTZ,GUADALUPE,TX,78154-1264,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 413,3133 S ALAMEDA ST,,CORPUS CHRISTI,NUECES,TX,78404-2505,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
Walgreens Store #00788,25 AVE PONCE DE LEON,,GUAYNABO,Guaynabo,PR,00965,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
UNITED PHARMACY,3552 S. Soncy Rd.,,Amarillo,RANDALL,TX,79119,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
UNITED PHARMACY,3552 S. Soncy Rd.,,Amarillo,RANDALL,TX,79119,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
MARKET STREET PHARMACY,4425 19th Street,,Lubbock,LUBBOCK,TX,79407,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walgreens Store #00374,2097 AVE HOSTOS,,MAYAGUEZ,Mayaguez,PR,00682,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
AMIGOS PHARMACY,112 N University Ave,,Lubbock,LUBBOCK,TX,79415,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walgreens Store #00677,5800 AVE JESUS T PINERO,,CAYEY,Cayey,PR,00736,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
MARKET STREET PHARMACY,4450 Buffalo Gap Road,,Abilene,TAYLOR,TX,79606,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 161,7112 ED BLUESTEIN BLVD STE 125,,AUSTIN,TRAVIS,TX,78723-2924,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 161,7112 ED BLUESTEIN BLVD STE 125,,AUSTIN,TRAVIS,TX,78723-2924,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
HEB Pharmacy 388,6001 W PARMER LN,,AUSTIN,TRAVIS,TX,78727-3901,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
HEB Pharmacy 262,5601 BANDERA RD,,SAN ANTONIO,BEXAR,TX,78238-1986,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
UNITED PHARMACY,12815 Indiana Ave,,Lubbock,LUBBOCK,TX,79423,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walgreens Store #15206,2610 E ROUTE 66,,FLAGSTAFF,COCONINO,AZ,86004,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
HEB Pharmacy 57,1145 WALDRON RD,,CORPUS CHRISTI,NUECES,TX,78418-4426,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
SAV-ON PHARMACY,427 E. FM 1382,,Cedar Hill,DALLAS,TX,75104,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Walgreens Store #13970,4300 BACKLICK RD,,ANNANDALE,FAIRFAX,VA,22003,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
RANDALLS PHARMACY,5586 WESLAYAN ST,,Houston,HARRIS,TX,77005,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
SAFEWAY PHARMACY,1735 W Main St,,Bozeman,GALLATIN,MT,59715,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Yakama Indian Health Center,401 Buster Rd,,Toppenish,YAKIMA,WA,98948,0310-7442-02,Evusheld,12/22/2021 12:00:00 AM
Meijer Store 045,217 East U S 223,,Adrian,LENAWEE,MI,49221,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 044,2474 W Hill Road,,Flint,GENESEE,MI,48507,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Meijer Store 043,3360 Tittabawassee Road,,Saginaw,SAGINAW,MI,48604,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Meijer Store 035,14640 Pardee Road,,Taylor,WAYNE,MI,48180,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 030,2777 Airport Road,,Jackson,JACKSON,MI,49202,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Rite Aid 07894,4999 JONESTOWN RD,,HARRISBURG,DAUPHIN,PA,17109-1743,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Meijer Store 188,13000 Middlebelt Rd,,Livonia,WAYNE,MI,48150,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 180,15000 US 31,,Grand Haven,OTTAWA,MI,49417,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 105,27255 23 Mile Rd,,Chesterfield Twp,MACOMB,MI,48051,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Chinle Comprehensive Healthcare,Hwy 191 and Hospital Road,,CHINLE,APACHE,AZ,86503,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
PINE RIDGE HOSPITAL,607 Indian Health Road,,Pine Ridge,SHANNON,SD,57770,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Phoenix Indian Medical Center,4212 N. 16th Street,,Phoenix,MARICOPA,AZ,85016,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Meijer Store 315,100 Pigeon Rd,,Bad Axe,HURON,MI,48413,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 312,3757 Plainfield Ave NE,,Grand Rapids,KENT,MI,49525,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Walmart Pharmacy #5025,10420 Maysville Rd,,Fort Wayne,ALLEN,IN,46835,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1924,781 Main St,,Presque Isle,AROOSTOOK,ME,04769,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Meijer Store 140,1555 Demille Rd,,Lapeer,LAPEER,MI,48446,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Walmart Pharmacy #1676,730 US Highway 66 E,,Tell City,PERRY,IN,47586,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
HEB Pharmacy 418,200 VETERANS BLVD,,DEL RIO,VAL VERDE,TX,78840-4658,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
Rite Aid 06288,959 CRENSHAW BOULEVARD,,LOS ANGELES,LOS ANGELES,CA,90019-1938,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Walmart Pharmacy #1141,1965 N State St,,Greenfield,HANCOCK,IN,46140,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #854,2460 E Wabash St,,Frankfort,CLINTON,IN,46041,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 026,0550 BALDWIN ST,,Jenison,OTTAWA,MI,49428,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Walmart Pharmacy #1026,3200 John Williams Blvd,,Bedford,LAWRENCE,IN,47421,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 021,5800 Gull Road,,Kalamazoo,KALAMAZOO,MI,49048,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 244,8089 Lapeer Road,,Davison,GENESEE,MI,48423,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 243,40445 S Groesbeck Hwy,,Clinton Twp.,MACOMB,MI,48036,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 231,28800 Telegraph Rd,,Southfield,OAKLAND,MI,48034,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 229,205 S Range Road,,Marysville,SAINT CLAIR,MI,48040,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Walmart Pharmacy #1570,505 Touring Dr,,Auburn,DE KALB,IN,46706,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1709,2016 N Wayne St,,Angola,STEUBEN,IN,46703,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Meijer Store 163,4775 24th Ave,,Fort Gratiot,SAINT CLAIR,MI,48059,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 123,16300 Fort Street,,Southgate,WAYNE,MI,48195,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
Meijer Store 113,2591 E M 21,,Corunna,SHIAWASSEE,MI,48817,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
RANDALLS PHARMACY,10900 Research Blvd Ste D,,Austin,TRAVIS,TX,78759,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #2691,2910 Grant Line Rd,,New Albany,FLOYD,IN,47150,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1665,4801 W Clara Ln,,Muncie,DELAWARE,IN,47304,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 11042,2178 W. UNION BLVD.,,BETHLEHEM,NORTHAMPTON,PA,18018-2011,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Rite Aid 10811,1166 CENTRAL AVENUE,,DUNKIRK,CHAUTAUQUA,NY,14048-3603,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
SAV-ON PHARMACY,590 EAST 17TH ST,,Idaho Falls,BONNEVILLE,ID,83404,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Rite Aid 10880,2144 GRAND CENTRAL AVENUE,,HORSEHEADS,CHEMUNG,NY,14845-8260,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 06714,9340 DESCHUTES RD,,PALO CEDRO,SHASTA,CA,96073-9763,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Rite Aid 00260,1000 PENNSYLVANIA AVENUE,,ELMIRA,CHEMUNG,NY,14904-2609,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
SAFEWAY PHARMACY,90 STERLING HIGHWAY,,Homer,KENAI PENINSULA,AK,99603,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 11134,2401 EAST VENANGO STREET,,PHILADELPHIA,PHILADELPHIA,PA,19134-4620,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Rite Aid 11134,2401 EAST VENANGO STREET,,PHILADELPHIA,PHILADELPHIA,PA,19134-4620,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
HEB Pharmacy 700,540 W 5TH ST,,ODESSA,ECTOR,TX,79761-5034,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
SAFEWAY PHARMACY,2417 TONGASS AVE,,Ketchikan,KETCHIKAN GATEWAY,AK,99901,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 05869,3795 WEST SHIELDS AVENUE,,FRESNO,FRESNO,CA,93722-5247,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
Rite Aid 06538,19035 BEAR VALLEY ROAD,,APPLE VALLEY,SAN BERNARDINO,CA,92308-6709,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
HEB Pharmacy 672,1821 S VALLEY MILLS DR,,WACO,MCLENNAN,TX,76711-2119,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM
Rite Aid 05806,5212 WEST WALNUT AVENUE,,VISALIA,TULARE,CA,93277-3475,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
CARRS PHARMACY,1501 HUFFMAN RD,,Anchorage,ANCHORAGE,AK,99515,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
CARRS PHARMACY,595 E Parks Hwy # 300,,Wasilla,MATANUSKA SUSITNA,AK,99654,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 04684,825A EAST CHESTNUT STREET,,LANCASTER,LANCASTER,PA,17602-3127,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Rite Aid 04684,825A EAST CHESTNUT STREET,,LANCASTER,LANCASTER,PA,17602-3127,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
HEB Pharmacy 541,10100 BEECHNUT ST,,HOUSTON,HARRIS,TX,77072-5000,0006-5055-06,Molnupiravir,12/25/2021 12:00:00 AM
RANDALLS PHARMACY,1400 Cypress Creek RD,,Cedar Park,WILLIAMSON,TX,78613,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 06003,1830 MITCHELL ROAD,,CERES,STANISLAUS,CA,95307-2824,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM
RANDALLS PHARMACY,2931 CENTRAL CITY BLVD,,Galveston,GALVESTON,TX,77551,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
UNITED PHARMACY,5807 Sw 45th AVE STE 100,,Amarillo,RANDALL,TX,79109,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Rite Aid 01328,975 HODGES FERRY ROAD,,PORTSMOUTH,PORTSMOUTH CITY,VA,23701-1309,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
RANDALLS PHARMACY,5219 FM 1960 RD W,,Houston,HARRIS,TX,77069,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
SAFEWAY PHARMACY,121 W NEIDER AVENUE,,Coeur D Alene,KOOTENAI,ID,83815,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
CVS Store #07326,726 EAST MAIN ST.,CVS Pharmacy,COBLESKILL,SCHOHARIE,NY,12043,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
CVS Store #02702,465 SAND CREEK RD.,CVS Pharmacy,COLONIE,ALBANY,NY,12205,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
CVS Store #03749,2840 N. DYSART RD.,CVS Pharmacy,GOODYEAR,MARICOPA,AZ,85395,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500689,17194 PRESTON RD,,DALLAS,DALLAS,TX,75248,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #209,1516 N 18th St,,Ozark,FRANKLIN,AR,72949,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #731,969 US Highway 80 W,,Demopolis,MARENGO,AL,36732,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
KROGER PHARMACY 03500456,2709 CROSS TIMBERS RD,STE A,FLOWER MOUND,DENTON,TX,75028,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
KROGER PHARMACY 03500456,2709 CROSS TIMBERS RD,STE A,FLOWER MOUND,DENTON,TX,75028,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #6943,2811 Creek Dr,,Jonesboro,CRAIGHEAD,AR,72401,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #1493,3371 S Alabama Ave,,Monroeville,MONROE,AL,36460,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #4318,145 Kelley Blvd,,Millbrook,ELMORE,AL,36054,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #229,512 Industrial Park Dr,,Trumann,POINSETT,AR,72472,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
Walmart Pharmacy #433,2200 Sparkman Dr NW,,Huntsville,MADISON,AL,35810,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Walmart Pharmacy #2,161 N Walmart Dr,,Harrison,BOONE,AR,72601,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
M HEALTH FAIRVIEW CLINICS,711 Kasota Ave SE,,Minneapolis,HENNEPIN,MN,55414,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Comm Mem Hosp - SanBuenaV,147 N Brent St,Attn: Inpatient Pharmacy,Ventura,VENTURA,CA,93003,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
K and K Pharmacy,187 MILL ST,,LIBERTY,SULLIVAN,NY,12754,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
MONTEFIORE MEDICAL CENTER MOSES CAM,111 E 210 Street,,Bronx,BRONX,NY,10467,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
ASHE MEMORIAL HOSPITAL INC,200 Hospital Ave,200 Hospital Ave,Jefferson,ASHE,NC,28640,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM
WENTWORTH - DOUGLASS HOSPITAL,789 Central Avenue,,Dover,STRAFFORD,NH,03820,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
CENTRACARE CLINIC - LONG PRAIRIE,50 CENTRACARE DRIVE,,LONG PRAIRIE,TODD,MN,56347,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
Ocracoke Health Center Inc,305 Back Road,,Ocracoke,HYDE,NC,27960,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
ENLOE MEDICAL CENTER,1531 Esplanade,,Chico,BUTTE,CA,95926,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
IU Health Ball Memorial Hospital,2401 University Ave,,Muncie,DELAWARE,IN,47303,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM
THE UNITY HOSPITAL OF ROCHESTER,1555 Long Pond Rd,,Rochester,MONROE,NY,14626,0310-7442-02,Evusheld,12/21/2021 12:00:00 AM
MERCY HOSPITAL - OKC,4300 W. Memorial RD,,Oklahoma City,OKLAHOMA,OK,73120,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
Providence Mission Hospital,27700 Medical Center Rd,,Mission Viejo,ORANGE,CA,92691,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
INFECTIOUS DISEASE DOCTORS MEDICAL,365 Lennon Lane Ste 200,,Walnut Creek,CONTRA COSTA,CA,94598,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
HAROLD ALFOND CENTER CANCER CARE,361 Old Belgrade Road,Attn: Pharmacy,Augusta,KENNEBEC,ME,04330,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
CDPHE STATE LAB,8100 E Lowry Blvd,,Denver,DENVER,CO,80230,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
COOKEVILLE REGIONAL MEDICAL CENTER,1 Medical Center Boulevard,,Cookeville,PUTNAM,TN,38501,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
ALTO PHARMACY,100 PARK AVE,SUITE FRONT E,NEW YORK,NEW YORK,NY,10017,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
ALTO PHARMACY,100 PARK AVE,SUITE FRONT E,NEW YORK,NEW YORK,NY,10017,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM
ST. JOSEPH HOSPITAL,2700 DOLBEER ST PHARMACY SERVICES,,EUREKA,HUMBOLDT,CA,95501,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
KAISER SC - BALDWIN PARK MEDICAL CE,1011 BALDWIN PARK BLVD.,,BALDWIN PARK,LOS ANGELES,CA,91706,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Cape Fear Valley Medical Center,CFVMC Inpatient Pharmacy,1638 Owen Drive,Fayetteville,CUMBERLAND,NC,28304,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM
Gateway Health,150 Country Estates Circle #118,,Reno,WASHOE,NV,89511,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
BLUE RIDGE HEALTHCARE HOSP VALDESE,720 Malcom Blvd,,Valdese,BURKE,NC,28690,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
HIGH DESERT REGIONAL HEALTH CENTER,335 E AVENUE I ROOM 1A14,,LANCASTER,LOS ANGELES,CA,93535,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
ANGELES COMMUNITY HEALTH CENTER,6120 SEVILLE AVE,,HUNTINGTON PARK,LOS ANGELES,CA,90255,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM
Alaska RSSC,2000 E 88th Ave,,Anchorage,ANCHORAGE,AK,99507,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
LUCILE PACKARD CHILDRENS HOSPITAL,725 WELCH RD ATTN DEPARTMENT OF,PHARMACY,PALO ALTO,SANTA CLARA,CA,94304,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
Atlantic General Hospital,9733 Healthway Drive,Inpatient Pharmacy 2nd Floor,Berlin,WORCESTER,MD,21811,0310-7442-02,Evusheld,12/20/2021 12:00:00 AM
EISENHOWER MEDICAL CENTER,39000 Bob Hope Drive,,Rancho Mirage,RIVERSIDE,CA,92270,0310-7442-02,Evusheld,12/17/2021 12:00:00 AM
BRISTOL HOSPITAL,41 BREWSTER RD,,BRISTOL,HARTFORD,CT,06010-5161,0006-5055-06,Molnupiravir,12/23/2021 12:00:00 AM
