Provider Name,Address1,Address2,City,County,State Code,Zip,National Drug Code,Order Label,Last Order Date,Last Date Delivered,Total Courses,Courses Available,Courses Available Date,Geocoded Address
ALTO PHARMACY,100 PARK AVE,SUITE FRONT E,NEW YORK,NEW YORK,NY,10017,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,1360,0,01/06/2022 12:00:00 AM,POINT (-73.978471 40.751126)
DOMINICAN HOSPITAL,1555 Soquel Dr.,,Santa Cruz,SANTA CRUZ,CA,95065,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,37,01/06/2022 12:00:00 AM,POINT (-121.983612 36.988413)
Outside In - SW 13th Portland,1132 SW 13th Ave,,Portland,MULTNOMAH,OR,97205,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-122.686845 45.517642)
MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,,JACKSON,HINDS,MS,39202,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,48,48,01/05/2022 12:00:00 AM,POINT (-90.178223 32.314232)
BEST VALUE COUNTRY DAY PHARMACY,6020A HARRIS PARKWAY,,FORT WORTH,TARRANT,TX,76132,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,20,20,01/05/2022 12:00:00 AM,POINT (-97.420384 32.660942)
VIDANT MEDICAL CENTER,Department of Pharmacy,2100 Stantonsburg Road,Greenville,PITT,NC,27835,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,40,,,
CVS Store #10792,1010 N. PEPPER AVENUE,CVS Pharmacy,COLTON,SAN BERNARDINO,CA,92324,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,60,01/06/2022 12:00:00 AM,POINT (-117.352922 34.078234)
Walgreens Store #00177,CARR #2 KM 129.7,PLAZA VICTORIA,AGUADILLA,Aguadilla,PR,603,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,37,01/06/2022 12:00:00 AM,
UNIVERSITY OF CHICAGO HOSPITAL,5841 S Maryland Ave,,Chicago,COOK,IL,60637,0310-7442-02,Evusheld,01/03/2022 12:00:00 AM,,96,,,POINT (-87.604925 41.787956)
Walgreens Store #19866,1084 BROAD ST,,NEWARK,ESSEX,NJ,7102,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,0,01/06/2022 12:00:00 AM,POINT (-74.178361 40.725008)
CVS Store #05123,6510 BROCKPORT-SPENCERPORT RD.,CVS Pharmacy,BROCKPORT,MONROE,NY,14420,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,40,19,01/06/2022 12:00:00 AM,POINT (-77.942455 43.198354)
Walmart Pharmacy #408,8585 Memorial Blvd,,Port Arthur,JEFFERSON,TX,77640,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-93.992414 29.94446)
VIRGINIA HOSPITAL CENTER,1701 N. George Mason Drive,,Arlington,ARLINGTON,VA,22205,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,48,24,01/01/2022 12:00:00 AM,POINT (-77.128648 38.889069)
BETH ISRAEL DEACONESS MEDICAL CENTE,330 Brookline Avenue,,Boston,SUFFOLK,MA,2215,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,216,192,01/06/2022 12:00:00 AM,POINT (-71.105498 42.340581)
Hilo Medical Center,1190 WAIANUENUE AVENUE,,Hilo,HAWAII,HI,96720,0310-7442-02,Evusheld,12/29/2021 12:00:00 AM,,24,24,01/06/2022 12:00:00 AM,POINT (-155.112892 19.717551)
Walmart Pharmacy #330,9002 N Navarro St,,Victoria,VICTORIA,TX,77904,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-96.996762 28.878544)
Walmart Pharmacy #4373,200 Wake Village Rd,,Wake Village,BOWIE,TX,75501,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-94.100073 33.419566)
Walmart Pharmacy #77,3701 N Main St,,Taylor,WILLIAMSON,TX,76574,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-97.415964 30.599353)
MERITER HOSPITAL-PARK,202 S PARK ST,,MADISON,DANE,WI,53715,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-89.400896 43.065385)
Walgreens Store #13846,4030 ANNAS RETREAT,,ST THOMAS,SAINT THOMAS,VI,802,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,58,01/06/2022 12:00:00 AM,
AURORA RETAIL PHARMACY 1060,2424 S. 90th St,,West Allis,MILWAUKEE,WI,53227,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,POINT (-88.024696 43.001873)
VM DOWNTOWN MEDICAL CENTER,925 Seneca St,Mailstop H3-PI,Seattle,KING,WA,98101,0310-7442-02,Evusheld,01/06/2022 12:00:00 AM,,96,0,12/29/2021 12:00:00 AM,POINT (-122.327809 47.61018)
ATLANTICARE REG MED CTR - MAINLAND,65 JIMMIE LEEDS ROAD,,POMONA,ATLANTIC,NJ,8240,0310-7442-02,Evusheld,12/23/2021 12:00:00 AM,,48,,,POINT (-74.514622 39.472393)
BLANDING FAMILY PHARMACY,910 South 300 West,,Blanding,SAN JUAN,UT,84511,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,20,01/05/2022 12:00:00 AM,POINT (-109.483417 37.612537)
Walmart Pharmacy #5098,1970 S University Blvd,,Mobile,MOBILE,AL,36609,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,20,,,POINT (-88.161267 30.64984)
Walmart Pharmacy #930,3801 Eastern Blvd,,Montgomery,MONTGOMERY,AL,36116,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-86.234579 32.328429)
Winding Waters Community Health Ctr,Safeway #371,601 W North St,Enterprise,WALLOWA,OR,97828,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,,,
Walgreens Store #09527,904 N MAIN ST,,HIGH POINT,GUILFORD,NC,27262,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,60,01/06/2022 12:00:00 AM,POINT (-80.012859 35.966137)
Walmart Pharmacy #218,1017 Mulberry Ave,,Selmer,MCNAIRY,TN,38375,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-88.571833 35.140309)
CVS Store #09937,4445 MISSION BLVD,CVS Pharmacy,SAN DIEGO,SAN DIEGO,CA,92109,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,8,01/06/2022 12:00:00 AM,POINT (-117.25514 32.795397)
Walgreens Store #05516,4600 WESTBANK EXPY,,MARRERO,JEFFERSON,LA,70072,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/06/2022 12:00:00 AM,POINT (-90.096644 29.895359)
Walmart Pharmacy #1455,8401 ANDERSON BLVD,,FORT WORTH,TARRANT,TX,76120,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-97.169205 32.764551)
Weis Markets Inc,2160 WHITE STREET,Weis Pharmacy #43,YORK,YORK,PA,17404,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,120,,,POINT (-76.771172 39.962943)
HOMETOWN PHARMACY - WATERLOO,806 N MONROE ST,,WATERLOO,JEFFERSON,WI,53594,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-88.990387 43.192987)
SPARROW HOSPITAL,1215 E MICHIGAN AVENUE,,LANSING,INGHAM,MI,48912,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,,144,,,POINT (-84.534816 42.733609)
Walmart Pharmacy #2123,4000 New Boston Rd,,Texarkana,BOWIE,TX,75501,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-94.100827 33.44348)
SAFEWAY PHARMACY,4011 S 164TH ST,,SEATAC,KING,WA,98188,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,20,,,POINT (-122.282224 47.456297)
Duffy Health Center,94 Main Street,94 Main St,Hyannis,BARNSTABLE,MA,2601,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,20,,,POINT (-70.27434 41.656127)
DELL CHILDRENS MEDICAL CENTER,4900 MUELLER BLVD,,AUSTIN,TRAVIS,TX,78723,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,48,24,01/06/2022 12:00:00 AM,POINT (-97.704884 30.302662)
ELLIOT HOSPITAL PHARMACY,1 ELLIOT WAY,,MANCHESTER,HILLSBOROUGH,NH,03103-3502,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,24,01/06/2022 12:00:00 AM,POINT (-71.437231 42.98386)
Walgreens Store #16544,933 SAN MATEO BLVD NE,SUITE 501,ALBUQUERQUE,BERNALILLO,NM,87108,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,320,634,01/06/2022 12:00:00 AM,POINT (-106.586282 35.087146)
SAFEWAY PHARMACY,408 NE 81ST ST,,VANCOUVER,CLARK,WA,98665,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,20,,,POINT (-122.668314 45.680813)
CHARLES RIVER COMMUNITY HEALTH BRIG,495 WESTERN AVE,2ND FLOOR MEDICAL,BRIGHTON,SUFFOLK,MA,2135,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-71.144035 42.361793)
Meijer Store 025,2055 W GRAND RIVER AVE,,Okemos,INGHAM,MI,48864,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,38,01/06/2022 12:00:00 AM,POINT (-84.424105 42.721523)
MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,Inpatient Pharmacy,SAINT LOUIS,SAINT LOUIS,MO,63131,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,0,01/05/2022 12:00:00 AM,POINT (-90.443636 38.635613)
K-VA-T Food Stores Inc.,955-A East Stuart Drive,Food City Pharmacy #865,GALAX,GALAX CITY,VA,24333,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,,,POINT (-80.896211 36.679859)
NORTH LAKE MEDICAL PHARMACY #2,347 Lakeport Blvd,,Lakeport,LAKE,CA,95453,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,,,POINT (-122.917929 39.034641)
Rite Aid 00145,5694 RISING SUN AVENUE STE 11,,PHILADELPHIA,PHILADELPHIA,PA,19120-1645,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,100,01/06/2022 12:00:00 AM,POINT (-75.109046 40.039793)
HENRY FORD HOSPITAL - MAIN CAMP,2799 WEST GRAND BLVD,,DETROIT,WAYNE,MI,48202,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,,432,144,01/06/2022 12:00:00 AM,POINT (-83.08455 42.366129)
RESEARCH MEDICAL CENTER,2316 E Meyer Blvd,Attn:  Pharmacy - A Level,Kansas City,JACKSON,MO,64132,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,96,60,01/04/2022 12:00:00 AM,POINT (-94.558253 39.007202)
Walgreens Store #10509,105 S CITIES SERVICE HWY,,SULPHUR,CALCASIEU,LA,70663,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/06/2022 12:00:00 AM,POINT (-93.325538 30.227208)
Walmart Pharmacy #923,16865 Clover Rd,,Noblesville,HAMILTON,IN,46060,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,,,POINT (-85.996549 40.033929)
Rite Aid 11285,13271 WARWICK BLVD.,,NEWPORT NEWS,NEWPORT NEWS CITY,VA,23602-6721,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,20,01/06/2022 12:00:00 AM,POINT (-76.519096 37.113693)
CVS Store #05497,84010 AVENUE 50,CVS Pharmacy,COACHELLA,RIVERSIDE,CA,92236,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,100,01/06/2022 12:00:00 AM,POINT (-116.198531 33.685518)
Walgreens Store #09343,897 CHESTNUT RIDGE RD,,MORGANTOWN,MONONGALIA,WV,26505,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,11,01/06/2022 12:00:00 AM,POINT (-79.954916 39.658088)
PARAGON RX,34099 MELINZ PARKWAY,UNIT H,EASTLAKE,LAKE,OH,44095,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,0,12/28/2021 12:00:00 AM,POINT (-81.445359 41.636948)
VALLEY HEALTH CENTER SUNNYVALE PH,660 S. FAIR OAKS AVE,Suite 1057,SUNNYVALE,SANTA CLARA,CA,94086,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,180,,,POINT (-122.023995 37.364693)
HEB Pharmacy 388,6001 W PARMER LN,,AUSTIN,TRAVIS,TX,78727-3901,0069-1085-30,Paxlovid,12/25/2021 12:00:00 AM,,20,10,01/05/2022 12:00:00 AM,POINT (-97.74148 30.441937)
Queen City Pharmacy,4123 Rose Lake Drive,Suite E and F,Charlotte,MECKLENBURG,NC,28217,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-80.928128 35.180042)
STEWARD SAINT ELIZABETHS MEDICAL CE,St. Elizabeths Medical Center,736 Cambridge Street,Brighton,SUFFOLK,MA,2135,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,420,,,
DELL SETON MEDICAL CENTER AT UT,1500 Red River Street,,Austin,TRAVIS,TX,78701,0310-7442-02,Evusheld,12/28/2021 12:00:00 AM,,96,,,POINT (-97.733887 30.275402)
OMNICARE of Annapolis Junction,9036 Junction Drive,,Annapolis Junction,HOWARD,MD,20701,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-76.805217 39.126032)
UNITED PHARMACY,4590 KELL BLVD,,WICHITA FALLS,WICHITA,TX,76309,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-98.559066 33.875892)
Walmart Pharmacy #3864,561 Yopp Rd,,Jacksonville,ONSLOW,NC,28540,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-77.463253 34.753097)
Walmart Pharmacy #6459,960 E FM 2410 RD,,HARKER HEIGHTS,BELL,TX,76548,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-97.655581 31.056694)
MID-VALLEY COMPREHENSIVE HEALTH CEN,7555 Van Nuys Blvd #1071,,Van Nuys,LOS ANGELES,CA,91405,0069-1085-30,Paxlovid,12/26/2021 12:00:00 AM,,40,,,POINT (-118.448768 34.208045)
FROEDTERT MEMORIAL HOSP - COVID,9200 W WISCONSIN AVENUE,,MILWAUKEE,MILWAUKEE,WI,53226,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,POINT (-88.027316 43.038407)
FINLEY HOSPITAL,350 N. Grandview Ave,Pharmacy,Dubuque,DUBUQUE,IA,52001,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,24,,,POINT (-90.687543 42.49511)
CVS Store #03937,455 S. MAIN ST.,CVS Pharmacy,RED BLUFF,TEHAMA,CA,96080,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,20,20,01/06/2022 12:00:00 AM,POINT (-122.228242 40.166265)
MERRILL CENTER,1205 ODAY STREET,,MERRILL,LINCOLN,WI,54452,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,,,POINT (-89.682144 45.174131)
BANNER THUNDERBIRD MEDICAL CENTER,5555 W THUNDERBIRD RD,C/O FAMILY OUTPATIENT PHARMACY,GLENDALE,MARICOPA,AZ,85306,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,240,,,POINT (-112.179439 33.610734)
THOMPSON PHARMACY,2827 EARLYSTOWN RD,,CENTRE HALL,CENTRE,PA,16828,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,100,,,POINT (-77.677972 40.832781)
Walgreens Store #13083,447 BELMONT AVE,,HALEDON,PASSAIC,NJ,7508,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,0,01/06/2022 12:00:00 AM,POINT (-74.184942 40.938286)
Hawkinsville Drug Company,153 Commerce Street,,Hawkinsville,PULASKI,GA,31036,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,160,,,POINT (-83.471074 32.283455)
ABSOLUTE PHARMACY INC,7167 Keck Park Cir NW,,North Canton,STARK,OH,44720,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,
Casper Natrona County Health Depart,475 S Spruce St,,Casper,NATRONA,WY,82601,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-106.331942 42.845645)
UNITED PHARMACY,401 Slide Road,,Lubbock,LUBBOCK,TX,79416,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,20,01/06/2022 12:00:00 AM,POINT (-101.922387 33.592319)
ADIRONDACK MEDICAL CTR,2233 NY-86,,SARANAC LAKE,FRANKLIN,NY,12983,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,,24,,,POINT (-74.144632 44.345029)
OMNICARE OF WADSWORTH,1360 REIMER RD,,WADSWORTH,MEDINA,OH,44281,0069-1085-30,Paxlovid,01/03/2022 12:00:00 AM,,20,,,POINT (-81.736895 41.055353)
HOMETOWN PHARMACY - MAYVILLE,1448 HORICON STREET,,MAYVILLE,DODGE,WI,53050,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,20,,,POINT (-88.563572 43.494597)
CUMBERLAND PHARMACY,1756 ANDERSON HWY,,CUMBERLAND,CUMBERLAND,VA,23040,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,20,01/06/2022 12:00:00 AM,POINT (-78.267976 37.484827)
Ingles Pharmacy 023,259 Barber Blvd,,Waynesville,HAYWOOD,NC,28786,0006-5055-06,Molnupiravir,12/29/2021 12:00:00 AM,,20,0,01/04/2022 12:00:00 AM,POINT (-82.986424 35.504067)
MONONGAHELA VALLEY HOSPITAL,1163 COUNTRY CLUB ROAD,,MONONGAHELA,WASHINGTON,PA,15063,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,72,,,POINT (-79.916276 40.181578)
BVHS - BLUFFTON HOSPITAL,139 Garau St.,Pharmacy Dept.,Bluffton,ALLEN,OH,45817,0310-7442-02,Evusheld,01/05/2022 12:00:00 AM,,48,,,POINT (-83.898113 40.88755)
Mercy Hospital Carthage,3125 Dr. Russell Smith Way,,Carthage,JASPER,MO,64836,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,300,,,POINT (-94.320894 37.13671)
Lees Creek Pharmacy,711 New Leicester Hwy,,Asheville,BUNCOMBE,NC,28806,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,,,POINT (-82.637653 35.613574)
SAFEWAY PHARMACY,19150 NE Woodinville Duvall rd,,Woodinville,KING,WA,98077,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,20,,,POINT (-122.081366 47.75527)
MARKET STREET PHARMACY,4205 98th Street,,Lubbock,LUBBOCK,TX,79423,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,60,60,01/06/2022 12:00:00 AM,POINT (-101.903112 33.504486)
OSCO PHARMACY,3800 S RUSSELL ST,,Missoula,MISSOULA,MT,59801,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,60,,,POINT (-114.018206 46.835612)
CVS Store #09193,1380 43RD ST.,CVS Pharmacy,SAN DIEGO,SAN DIEGO,CA,92113,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,220,220,01/06/2022 12:00:00 AM,POINT (-117.102492 32.692042)
Walgreens Store #12130,909 MOUNT HERMON RD,,SALISBURY,WICOMICO,MD,21804,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,3,01/06/2022 12:00:00 AM,POINT (-75.581295 38.367839)
DR. ANDYS FAMILY PRACTICE,1809 Ozarka College Drive,,MOUNTAIN VIEW,STONE,AR,72560,0006-5055-06,Molnupiravir,01/05/2022 12:00:00 AM,,40,,,POINT (-92.088043 35.85684)
St Luke s Hospital Carbon Campus,500 St Lukes Drive,,Lehighton,CARBON,PA,18235,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,,,
Walmart Pharmacy #2563,735 N Gospel St,,Paoli,ORANGE,IN,47454,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-86.466061 38.564123)
MULTICARE ROCKWOOD CLINIC PHARMACY,400 E 5TH AVE,,SPOKANE,SPOKANE,WA,99202,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,,,POINT (-117.405246 47.65175)
Walmart Pharmacy #465,305 10TH ST,,FLORESVILLE,WILSON,TX,78114,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-98.177979 29.164112)
Walmart Pharmacy #1837,9451 FM 1960 Bypass Rd W,,Humble,HARRIS,TX,77338,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,,,POINT (-95.280873 30.004986)
GOSHEN HOSPITAL,200 HIGH PARK AVE,,GOSHEN,ELKHART,IN,46526,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,24,01/06/2022 12:00:00 AM,POINT (-85.829962 41.564327)
Rite Aid 07861,3145 MAIN STREET,,MORGANTOWN,BERKS,PA,19543-0000,0006-5055-06,Molnupiravir,12/26/2021 12:00:00 AM,,100,100,01/06/2022 12:00:00 AM,POINT (-75.890344 40.15519)
CVS Store #08436,27310 BASELINE,CVS Pharmacy,HIGHLAND,SAN BERNARDINO,CA,92346,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,60,60,01/06/2022 12:00:00 AM,POINT (-117.208264 34.121305)
Meijer Store 205,11901 FULTON ST E,,Lowell,KENT,MI,49331,0006-5055-06,Molnupiravir,12/30/2021 12:00:00 AM,,40,20,01/06/2022 12:00:00 AM,POINT (-85.374186 42.930685)
CVS Store #06787,907 STATE ROAD 229,CVS Pharmacy,BATESVILLE,RIPLEY,IN,47006,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,40,0,01/06/2022 12:00:00 AM,POINT (-85.2176 39.306831)
Cheyenne Regional Medical Center,214 East 23rd Street,Attn: Pharmacy,Cheyenne,LARAMIE,WY,82001,0069-1085-30,Paxlovid,12/24/2021 12:00:00 AM,,20,20,01/06/2022 12:00:00 AM,POINT (-104.816525 41.139981)
CVS Store #09763,1080 SPERRY AVE,CVS Pharmacy,PATTERSON,STANISLAUS,CA,95363,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,100,100,01/06/2022 12:00:00 AM,POINT (-121.143982 37.464325)
Walgreens Store #09994,1955 SULLIVAN TRL,,EASTON,NORTHAMPTON,PA,18040,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,40,40,01/06/2022 12:00:00 AM,POINT (-75.222487 40.718663)
Walgreens Store #09383,276 W LEE HWY,,WARRENTON,FAUQUIER,VA,20186,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,0,01/06/2022 12:00:00 AM,POINT (-77.80047 38.728416)
CVS Store #09196,1376 3RD AVE,CVS Pharmacy,CHULA VISTA,SAN DIEGO,CA,91911,0069-1085-30,Paxlovid,12/27/2021 12:00:00 AM,,80,80,01/06/2022 12:00:00 AM,POINT (-117.066224 32.603959)
MEDEX PHARMACIES,8441 FOOTHILL BOULEVARD,,SUNLAND,LOS ANGELES,CA,91040,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,20,,,POINT (-118.316953 34.259709)
UNIVERSITY HOSPITALS OF CLEVELAND,11100 EUCLID AVE,B106,CLEVELAND,CUYAHOGA,OH,44106,0006-5055-06,Molnupiravir,12/28/2021 12:00:00 AM,,200,,,POINT (-81.607239 41.507309)
USave Pharm Grand Island,423 W. 4th street,,Grand Island,HALL,NE,68801,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,40,,,POINT (-98.345401 40.927045)
Walgreens Store #19032,3250 S 700 E,,SALT LAKE CITY,SALT LAKE,UT,84106,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,0,01/06/2022 12:00:00 AM,POINT (-111.871426 40.700449)
Walgreens Store #05037,14001 PALM DR,,DESERT HOT SPRINGS,RIVERSIDE,CA,92240,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,20,20,01/06/2022 12:00:00 AM,POINT (-116.501372 33.946415)
Walgreens Store #19760,12 PARK DR,,HORNELL,STEUBEN,NY,14843,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,20,38,01/06/2022 12:00:00 AM,POINT (-77.659832 42.321186)
Walmart Pharmacy #3136,13900 Horizon Blvd,,Horizon City,EL PASO,TX,79928,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,,,POINT (-106.200743 31.682734)
Kinney Drugs #42- Alexandria Bay,21 NY-12,,Alexandria Bay,JEFFERSON,NY,13607,0006-5055-06,Molnupiravir,12/24/2021 12:00:00 AM,,40,40,01/06/2022 12:00:00 AM,POINT (-76.070429 44.240154)
NEWPORT COMMUNITY HOSPTIAL,714 W. Pine St.,,NEWPORT,PEND OREILLE,WA,99156,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,20,,,POINT (-117.048419 48.18217)
Walgreens Store #15186,339 MATAWAN RD,,MATAWAN,MONMOUTH,NJ,7747,0006-5055-06,Molnupiravir,12/27/2021 12:00:00 AM,,160,0,01/06/2022 12:00:00 AM,POINT (-74.250033 40.429527)
U OF U HUNTSMAN CANCER CENTER,1950 CIRCLE OF HOPE,N2545,SALT LAKE CITY,SALT LAKE,UT,84112,0310-7442-02,Evusheld,12/30/2021 12:00:00 AM,,168,26,01/05/2022 12:00:00 AM,
SAV-ON PHARMACY,330 E BENTON ST,,Pocatello,BANNOCK,ID,83201,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,40,,,POINT (-112.442347 42.862162)
CHARLES DREW HEALTH CENTER,2915 GRANT STREET,,Omaha,DOUGLAS,NE,68111,0069-1085-30,Paxlovid,12/28/2021 12:00:00 AM,,60,,,POINT (-95.956047 41.280005)
HAGGEN PHARMACY,2601 E DIVISION ST,,Mount Vernon,SKAGIT,WA,98274,0006-5055-06,Molnupiravir,01/04/2022 12:00:00 AM,,20,,,POINT (-122.307765 48.420965)
Bordelons Super Save Pharmacy,6920 Plank Rd,,Baton Rouge,EAST BATON ROUGE,LA,70811,0069-1085-30,Paxlovid,12/23/2021 12:00:00 AM,,20,4,01/05/2022 12:00:00 AM,POINT (-91.148118 30.512938)
Clifton Springs Hospital and CEC,2 Coulter Rd,,Clifton Springs,ONTARIO,NY,14432,0310-7442-02,Evusheld,01/04/2022 12:00:00 AM,,48,24,01/03/2022 12:00:00 AM,POINT (-77.139252 42.960473)
Anderson Medical Center Pharmacy,2024 15th Street,,Meridian,LAUDERDALE,MS,39301,0069-1085-30,Paxlovid,12/29/2021 12:00:00 AM,,20,20,01/06/2022 12:00:00 AM,POINT (-88.700033 32.37197)
Androscoggin Valley Hospital,59 Page Hill,,Berlin,COOS,NH,3570,0310-7442-02,Evusheld,12/27/2021 12:00:00 AM,,24,24,01/05/2022 12:00:00 AM,POINT (-71.156548 44.487099)
Walgreens Store #13682,761 E MAIN ST,,PURCELLVILLE,LOUDOUN,VA,20132,0006-5055-06,Molnupiravir,01/03/2022 12:00:00 AM,,40,0,01/06/2022 12:00:00 AM,POINT (-77.702643 39.136492)
